County,State,FIPS County Code,2016 Prescribing Rate
"Kendall, IL",IL,17093,52.1
"Knox, IL",IL,17095,106.9
"Lake, IL",IL,17097,52.2
"La Salle, IL",IL,17099,84.6
"Lawrence, IL",IL,17101,86.8
"Lee, IL",IL,17103,63.2
"Livingston, IL",IL,17105,71.3
"Logan, IL",IL,17107,80.1
"McDonough, IL",IL,17109,81.1
"McHenry, IL",IL,17111,63
"McLean, IL",IL,17113,57.3
"Macon, IL",IL,17115,98.2
"Macoupin, IL",IL,17117,39.2
"Madison, IL",IL,17119,106.1
"Marion, IL",IL,17121,127.8
"Marshall, IL",IL,17123,55.7
"Mason, IL",IL,17125,60.6
"Massac, IL",IL,17127,149.3
"Menard, IL",IL,17129,13.4
"Mercer, IL",IL,17131,34.9
"Monroe, IL",IL,17133,71.9
"Montgomery, IL",IL,17135,122.5
"Morgan, IL",IL,17137,127.4
"Moultrie, IL",IL,17139,39.1
"Ogle, IL",IL,17141,24
"Peoria, IL",IL,17143,79
"Perry, IL",IL,17145,50.2
"Piatt, IL",IL,17147,35.8
"Pike, IL",IL,17149,26.8
"Pope, IL",IL,17151,49.1
"Pulaski, IL",IL,17153,83.4
"Putnam, IL",IL,17155,27
"Randolph, IL",IL,17157,68.6
"Richland, IL",IL,17159,88.4
"Rock Island, IL",IL,17161,84.2
"St. Clair, IL",IL,17163,77
"Saline, IL",IL,17165,217.1
"Sangamon, IL",IL,17167,98.4
"Schuyler, IL",IL,17169,2.6
"Scott, IL",IL,17171,0.1
"Shelby, IL",IL,17173,33
"Stark, IL",IL,17175,
"Stephenson, IL",IL,17177,82.9
"Tazewell, IL",IL,17179,90.9
"Union, IL",IL,17181,159.4
"Vermilion, IL",IL,17183,93.6
"Wabash, IL",IL,17185,112.3
"Warren, IL",IL,17187,76.7
"Washington, IL",IL,17189,32.5
"Wayne, IL",IL,17191,79.9
"White, IL",IL,17193,113.1
"Whiteside, IL",IL,17195,64.1
"Will, IL",IL,17197,53.9
"Williamson, IL",IL,17199,151.9
"Winnebago, IL",IL,17201,94.5
"Woodford, IL",IL,17203,28.9
"Adams, IN",IN,18001,63.8
"Allen, IN",IN,18003,76
"Bartholomew, IN",IN,18005,93.5
"Benton, IN",IN,18007,20.8
"Blackford, IN",IN,18009,83.3
"Boone, IN",IN,18011,66.7
"Brown, IN",IN,18013,39.7
"Carroll, IN",IN,18015,30.6
"Cass, IN",IN,18017,69.9
"Clark, IN",IN,18019,104.8
"Clay, IN",IN,18021,94.8
"Clinton, IN",IN,18023,70
"Crawford, IN",IN,18025,51.8
"Daviess, IN",IN,18027,80.8
"Dearborn, IN",IN,18029,88.8
"Decatur, IN",IN,18031,72.9
"DeKalb, IN",IN,18033,69.1
"Delaware, IN",IN,18035,99.4
"Dubois, IN",IN,18037,102.7
"Elkhart, IN",IN,18039,73
"Fayette, IN",IN,18041,115.6
"Floyd, IN",IN,18043,131.9
"Fountain, IN",IN,18045,117
"Franklin, IN",IN,18047,50.3
"Fulton, IN",IN,18049,94.4
"Gibson, IN",IN,18051,92.8
"Grant, IN",IN,18053,104.2
"Greene, IN",IN,18055,94
"Hamilton, IN",IN,18057,50.6
"Hancock, IN",IN,18059,76.8
"Harrison, IN",IN,18061,91.7
"Hendricks, IN",IN,18063,73
"Henry, IN",IN,18065,97.4
"Howard, IN",IN,18067,122.7
"Huntington, IN",IN,18069,78.7
"Jackson, IN",IN,18071,90.1
"Jasper, IN",IN,18073,122.5
"Jay, IN",IN,18075,89.2
"Jefferson, IN",IN,18077,113.9
"Jennings, IN",IN,18079,98.2
"Johnson, IN",IN,18081,84.1
"Knox, IN",IN,18083,129.6
"Kosciusko, IN",IN,18085,74.1
"LaGrange, IN",IN,18087,23.1
"Lake, IN",IN,18089,82.8
"LaPorte, IN",IN,18091,105.9
"Lawrence, IN",IN,18093,132.8
"Madison, IN",IN,18095,110.1
"Marion, IN",IN,18097,72.4
"Marshall, IN",IN,18099,89.2
"Martin, IN",IN,18101,108.8
"Miami, IN",IN,18103,67.3
"Monroe, IN",IN,18105,71.5
"Montgomery, IN",IN,18107,98.6
"Morgan, IN",IN,18109,110.9
"Newton, IN",IN,18111,25.8
"Noble, IN",IN,18113,77
"Ohio, IN",IN,18115,4.1
"Orange, IN",IN,18117,105.9
"Owen, IN",IN,18119,74.7
"Parke, IN",IN,18121,41.1
"Perry, IN",IN,18123,105.8
"Pike, IN",IN,18125,94.6
"Porter, IN",IN,18127,89.9
"Posey, IN",IN,18129,55.7
"Pulaski, IN",IN,18131,71.5
"Putnam, IN",IN,18133,78.8
"Randolph, IN",IN,18135,77.2
"Ripley, IN",IN,18137,107.8
"Rush, IN",IN,18139,79.2
"St. Joseph, IN",IN,18141,81.3
"Scott, IN",IN,18143,149
"Shelby, IN",IN,18145,78.2
"Spencer, IN",IN,18147,39.5
"Starke, IN",IN,18149,114.9
"Steuben, IN",IN,18151,82.3
"Sullivan, IN",IN,18153,97.9
"Switzerland, IN",IN,18155,45.6
"Tippecanoe, IN",IN,18157,71.4
"Tipton, IN",IN,18159,59
"Union, IN",IN,18161,56.3
"Vanderburgh, IN",IN,18163,137.8
"Vermillion, IN",IN,18165,92.2
"Vigo, IN",IN,18167,103.8
"Wabash, IN",IN,18169,94.2
"Warren, IN",IN,18171,
"Warrick, IN",IN,18173,83.4
"Washington, IN",IN,18175,74.3
"Wayne, IN",IN,18177,101.5
"Wells, IN",IN,18179,75.5
"White, IN",IN,18181,83
"Whitley, IN",IN,18183,93.7
"Allen, KS",KS,20001,94.7
"Anderson, KS",KS,20003,1.1
"Atchison, KS",KS,20005,104.6
"Barber, KS",KS,20007,4.3
"Barton, KS",KS,20009,103.6
"Bourbon, KS",KS,20011,116.7
"Brown, KS",KS,20013,47.7
"Butler, KS",KS,20015,96.6
"Chase, KS",KS,20017,
"Chautauqua, KS",KS,20019,14.3
"Cherokee, KS",KS,20021,42.6
"Cheyenne, KS",KS,20023,116.2
"Clark, KS",KS,20025,0.9
"Clay, KS",KS,20027,83.6
"Cloud, KS",KS,20029,47.2
"Coffey, KS",KS,20031,5.1
"Comanche, KS",KS,20033,1.1
"Cowley, KS",KS,20035,94.9
"Crawford, KS",KS,20037,105.2
"Decatur, KS",KS,20039,82.5
"Dickinson, KS",KS,20041,1.6
"Doniphan, KS",KS,20043,
"Douglas, KS",KS,20045,67.4
"Edwards, KS",KS,20047,65.7
"Elk, KS",KS,20049,5.5
"Ellis, KS",KS,20051,107.9
"Ellsworth, KS",KS,20053,70.8
"Finney, KS",KS,20055,74.5
"Ford, KS",KS,20057,83.7
"Franklin, KS",KS,20059,104.1
"Geary, KS",KS,20061,62.8
"Gove, KS",KS,20063,29.9
"Graham, KS",KS,20065,144.7
"Grant, KS",KS,20067,61
"Gray, KS",KS,20069,23.2
"Greeley, KS",KS,20071,110.5
"Greenwood, KS",KS,20073,2.1
"Hamilton, KS",KS,20075,70.4
"Harper, KS",KS,20077,64.6
"Harvey, KS",KS,20079,84.8
"Haskell, KS",KS,20081,2.4
"Hodgeman, KS",KS,20083,0.3
"Jackson, KS",KS,20085,48.3
"Jefferson, KS",KS,20087,0.6
"Jewell, KS",KS,20089,0.6
"Johnson, KS",KS,20091,66.9
"Kearny, KS",KS,20093,48.1
"Kingman, KS",KS,20095,
"Kiowa, KS",KS,20097,69.5
"Labette, KS",KS,20099,105.7
"Lane, KS",KS,20101,90.2
"Leavenworth, KS",KS,20103,44.3
"Lincoln, KS",KS,20105,1.3
"Linn, KS",KS,20107,3.7
"Logan, KS",KS,20109,66.2
"Lyon, KS",KS,20111,76.6
"McPherson, KS",KS,20113,79.7
"Marion, KS",KS,20115,29.1
"Marshall, KS",KS,20117,32.6
"Meade, KS",KS,20119,0.9
"Miami, KS",KS,20121,27.8
"Mitchell, KS",KS,20123,96.8
"Montgomery, KS",KS,20125,113.3
"Morris, KS",KS,20127,1.2
"Morton, KS",KS,20129,137
"Nemaha, KS",KS,20131,28.6
"Neosho, KS",KS,20133,38.3
"Ness, KS",KS,20135,97.7
"Norton, KS",KS,20137,102.2
"Osage, KS",KS,20139,1.7
"Osborne, KS",KS,20141,165.4
"Ottawa, KS",KS,20143,1.6
"Pawnee, KS",KS,20145,51
"Phillips, KS",KS,20147,2.4
"Pottawatomie, KS",KS,20149,1.1
"Pratt, KS",KS,20151,184.8
"Rawlins, KS",KS,20153,0.3
"Reno, KS",KS,20155,106.7
"Republic, KS",KS,20157,2.1
"Rice, KS",KS,20159,50.1
"Riley, KS",KS,20161,66.8
"Rooks, KS",KS,20163,2.3
"Rush, KS",KS,20165,42.1
"Russell, KS",KS,20167,2.5
"Saline, KS",KS,20169,137.2
"Scott, KS",KS,20171,93.6
"Sedgwick, KS",KS,20173,99.9
"Seward, KS",KS,20175,103
"Shawnee, KS",KS,20177,106.3
"Sheridan, KS",KS,20179,1.6
"Sherman, KS",KS,20181,90.5
"Smith, KS",KS,20183,137.1
"Stafford, KS",KS,20185,
"Stanton, KS",KS,20187,40.9
"Stevens, KS",KS,20189,25.2
"Sumner, KS",KS,20191,66.5
"Thomas, KS",KS,20193,89.1
"Trego, KS",KS,20195,137.9
"Wabaunsee, KS",KS,20197,
"Wallace, KS",KS,20199,41.8
"Washington, KS",KS,20201,81.3
"Wichita, KS",KS,20203,
"Wilson, KS",KS,20205,117.3
"Woodson, KS",KS,20207,0.6
"Wyandotte, KS",KS,20209,71.5
"Adair, KY",KY,21001,100.2
"Allen, KY",KY,21003,92.7
"Anderson, KY",KY,21005,90.4
"Ballard, KY",KY,21007,102.9
"Barren, KY",KY,21009,125.6
"Bath, KY",KY,21011,53.7
"Bell, KY",KY,21013,249.7
"Boone, KY",KY,21015,89
"Bourbon, KY",KY,21017,98
"Boyd, KY",KY,21019,90.8
"Boyle, KY",KY,21021,117.6
"Bracken, KY",KY,21023,18.5
"Breathitt, KY",KY,21025,185.8
"Breckinridge, KY",KY,21027,47.2
"Bullitt, KY",KY,21029,64.6
"Butler, KY",KY,21031,90.5
"Caldwell, KY",KY,21033,132.2
"Calloway, KY",KY,21035,97.3
"Campbell, KY",KY,21037,85.9
"Carlisle, KY",KY,21039,81.3
"Carroll, KY",KY,21041,163.8
"Carter, KY",KY,21043,75.3
"Casey, KY",KY,21045,106.1
"Christian, KY",KY,21047,63.5
"Clark, KY",KY,21049,95.1
"Clay, KY",KY,21051,219.1
"Clinton, KY",KY,21053,156.6
"Crittenden, KY",KY,21055,122.5
"Cumberland, KY",KY,21057,174.3
"Daviess, KY",KY,21059,103.2
"Edmonson, KY",KY,21061,90.9
"Elliott, KY",KY,21063,39.3
"Estill, KY",KY,21065,146.1
"Fayette, KY",KY,21067,65.4
"Fleming, KY",KY,21069,71.1
"Floyd, KY",KY,21071,226.2
"Franklin, KY",KY,21073,95.4
"Fulton, KY",KY,21075,179.9
"Gallatin, KY",KY,21077,42.7
"Garrard, KY",KY,21079,50.5
"Grant, KY",KY,21081,106.8
"Graves, KY",KY,21083,96.9
"Grayson, KY",KY,21085,128.3
"Green, KY",KY,21087,81.5
"Greenup, KY",KY,21089,77
"Hancock, KY",KY,21091,26
"Hardin, KY",KY,21093,86.4
"Harlan, KY",KY,21095,129.9
"Harrison, KY",KY,21097,96.3
"Hart, KY",KY,21099,59
"Henderson, KY",KY,21101,143.4
"Henry, KY",KY,21103,61.8
"Hickman, KY",KY,21105,61.9
"Hopkins, KY",KY,21107,129.9
"Jackson, KY",KY,21109,48.1
"Jefferson, KY",KY,21111,83.4
"Jessamine, KY",KY,21113,91.4
"Johnson, KY",KY,21115,178.1
"Kenton, KY",KY,21117,74.9
"Knott, KY",KY,21119,87.5
"Knox, KY",KY,21121,86.9
"Larue, KY",KY,21123,86.5
"Laurel, KY",KY,21125,106
"Lawrence, KY",KY,21127,107
"Lee, KY",KY,21129,147.1
"Leslie, KY",KY,21131,209.7
"Letcher, KY",KY,21133,137.1
"Lewis, KY",KY,21135,23.7
"Lincoln, KY",KY,21137,74.4
"Livingston, KY",KY,21139,6.5
"Logan, KY",KY,21141,103.9
"Lyon, KY",KY,21143,115.8
"McCracken, KY",KY,21145,183.7
"McCreary, KY",KY,21147,120.9
"McLean, KY",KY,21149,87
"Madison, KY",KY,21151,83.9
"Magoffin, KY",KY,21153,157.7
"Marion, KY",KY,21155,108.5
"Marshall, KY",KY,21157,115.5
"Martin, KY",KY,21159,135.7
"Mason, KY",KY,21161,102
"Meade, KY",KY,21163,58.5
"Menifee, KY",KY,21165,43
"Mercer, KY",KY,21167,98.2
"Metcalfe, KY",KY,21169,72.4
"Monroe, KY",KY,21171,120.2
"Montgomery, KY",KY,21173,146.4
"Morgan, KY",KY,21175,65.6
"Muhlenberg, KY",KY,21177,128
"Nelson, KY",KY,21179,92.4
"Nicholas, KY",KY,21181,42.8
"Ohio, KY",KY,21183,112.3
"Oldham, KY",KY,21185,57.8
"Owen, KY",KY,21187,51.3
"Owsley, KY",KY,21189,251.6
"Pendleton, KY",KY,21191,51.8
"Perry, KY",KY,21193,209.3
"Pike, KY",KY,21195,220
"Powell, KY",KY,21197,149.1
"Pulaski, KY",KY,21199,98.9
"Robertson, KY",KY,21201,
"Rockcastle, KY",KY,21203,80.5
"Rowan, KY",KY,21205,121.5
"Russell, KY",KY,21207,125.1
"Scott, KY",KY,21209,77.9
"Shelby, KY",KY,21211,73.8
"Simpson, KY",KY,21213,102.4
"Spencer, KY",KY,21215,44.3
"Taylor, KY",KY,21217,91.7
"Todd, KY",KY,21219,5.5
"Trigg, KY",KY,21221,73.3
"Trimble, KY",KY,21223,36.7
"Union, KY",KY,21225,126.9
"Warren, KY",KY,21227,94.6
"Washington, KY",KY,21229,41.2
"Wayne, KY",KY,21231,128.1
"Webster, KY",KY,21233,100.6
"Whitley, KY",KY,21235,239.6
"Wolfe, KY",KY,21237,163.9
"Woodford, KY",KY,21239,60.5
"Acadia, LA",LA,22001,76.8
"Allen, LA",LA,22003,92.8
"Ascension, LA",LA,22005,93.5
"Assumption, LA",LA,22007,33.1
"Avoyelles, LA",LA,22009,126.6
"Beauregard, LA",LA,22011,75.2
"Bienville, LA",LA,22013,59.4
"Bossier, LA",LA,22015,95.3
"Caddo, LA",LA,22017,112.1
"Calcasieu, LA",LA,22019,105.6
"Caldwell, LA",LA,22021,51.8
"Cameron, LA",LA,22023,
"Catahoula, LA",LA,22025,96.5
"Claiborne, LA",LA,22027,97.1
"Concordia, LA",LA,22029,76.7
"De Soto, LA",LA,22031,64.4
"East Baton Rouge, LA",LA,22033,92.1
"East Carroll, LA",LA,22035,105.8
"East Feliciana, LA",LA,22037,46.6
"Evangeline, LA",LA,22039,192.1
"Franklin, LA",LA,22041,123.6
"Grant, LA",LA,22043,43.2
"Iberia, LA",LA,22045,93.1
"Iberville, LA",LA,22047,80.7
"Jackson, LA",LA,22049,77.7
"Jefferson, LA",LA,22051,106.5
"Jefferson Davis, LA",LA,22053,103.7
"Lafayette, LA",LA,22055,97.1
"Lafourche, LA",LA,22057,96.3
"La Salle, LA",LA,22059,119.3
"Lincoln, LA",LA,22061,98.4
"Livingston, LA",LA,22063,105.2
"Madison, LA",LA,22065,1.8
"Morehouse, LA",LA,22067,118.4
"Natchitoches, LA",LA,22069,76.6
"Orleans, LA",LA,22071,64.8
"Ouachita, LA",LA,22073,110.9
"Plaquemines, LA",LA,22075,47.6
"Pointe Coupee, LA",LA,22077,95
"Rapides, LA",LA,22079,144
"Red River, LA",LA,22081,118
"Richland, LA",LA,22083,139.3
"Sabine, LA",LA,22085,66.9
"St. Bernard, LA",LA,22087,147.5
"St. Charles, LA",LA,22089,74
"St. Helena, LA",LA,22091,73.1
"St. James, LA",LA,22093,84
"St. John the Baptist, LA",LA,22095,93.2
"St. Landry, LA",LA,22097,145.5
"St. Martin, LA",LA,22099,74.8
"St. Mary, LA",LA,22101,107.6
"St. Tammany, LA",LA,22103,102.6
"Tangipahoa, LA",LA,22105,129.5
"Tensas, LA",LA,22107,44.6
"Terrebonne, LA",LA,22109,97.5
"Union, LA",LA,22111,86.2
"Vermilion, LA",LA,22113,66.1
"Vernon, LA",LA,22115,78.2
"Washington, LA",LA,22117,136.9
"Webster, LA",LA,22119,114.7
"West Baton Rouge, LA",LA,22121,101.1
"West Carroll, LA",LA,22123,50.7
"West Feliciana, LA",LA,22125,45.2
"Winn, LA",LA,22127,111.5
"Barnstable, MA",MA,25001,60.8
"Berkshire, MA",MA,25003,58.3
"Bristol, MA",MA,25005,72.5
"Dukes, MA",MA,25007,55.4
"Essex, MA",MA,25009,46.9
"Franklin, MA",MA,25011,51.5
"Hampden, MA",MA,25013,66.7
"Hampshire, MA",MA,25015,56.7
"Middlesex, MA",MA,25017,33.8
"Nantucket, MA",MA,25019,36.7
"Norfolk, MA",MA,25021,42.3
"Plymouth, MA",MA,25023,53.5
"Suffolk, MA",MA,25025,32.2
"Worcester, MA",MA,25027,51.7
"Allegany, MD",MD,24001,127.2
"Anne Arundel, MD",MD,24003,69.8
"Baltimore, MD",MD,24005,71.4
"Calvert, MD",MD,24009,90.1
"Caroline, MD",MD,24011,46.4
"Carroll, MD",MD,24013,72.4
"Cecil, MD",MD,24015,74
"Charles, MD",MD,24017,78.5
"Dorchester, MD",MD,24019,69.5
"Frederick, MD",MD,24021,67.4
"Garrett, MD",MD,24023,96.7
"Harford, MD",MD,24025,72.9
"Howard, MD",MD,24027,35.5
"Kent, MD",MD,24029,117.1
"Montgomery, MD",MD,24031,34.7
"Prince George’s, MD",MD,24033,38.7
"Queen Anne’s, MD",MD,24035,67.4
"St. Mary’s, MD",MD,24037,66.8
"Somerset, MD",MD,24039,49.3
"Talbot, MD",MD,24041,104.1
"Washington, MD",MD,24043,113.1
"Wicomico, MD",MD,24045,77.4
"Worcester, MD",MD,24047,76.5
"Baltimore City, MD",MD,24510,54.6
"Androscoggin, ME",ME,23001,71.9
"Aroostook, ME",ME,23003,74.6
"Cumberland, ME",ME,23005,53.4
"Franklin, ME",ME,23007,60.7
"Hancock, ME",ME,23009,65.5
"Kennebec, ME",ME,23011,101.7
"Knox, ME",ME,23013,61.9
"Lincoln, ME",ME,23015,45.4
"Oxford, ME",ME,23017,72.8
"Penobscot, ME",ME,23019,71.2
"Piscataquis, ME",ME,23021,77.9
"Sagadahoc, ME",ME,23023,61.5
"Somerset, ME",ME,23025,76.8
"Waldo, ME",ME,23027,46
"Washington, ME",ME,23029,64.3
"York, ME",ME,23031,63.8
"Alcona, MI",MI,26001,28.2
"Alger, MI",MI,26003,73.5
"Allegan, MI",MI,26005,52.9
"Alpena, MI",MI,26007,118.8
"Antrim, MI",MI,26009,50.7
"Arenac, MI",MI,26011,109.3
"Baraga, MI",MI,26013,83.9
"Barry, MI",MI,26015,63.7
"Bay, MI",MI,26017,101.6
"Benzie, MI",MI,26019,71.8
"Berrien, MI",MI,26021,97.4
"Branch, MI",MI,26023,76.8
"Calhoun, MI",MI,26025,120.4
"Cass, MI",MI,26027,39.5
"Charlevoix, MI",MI,26029,80.7
"Cheboygan, MI",MI,26031,121.5
"Chippewa, MI",MI,26033,62.9
"Clare, MI",MI,26035,125.3
"Clinton, MI",MI,26037,38.2
"Crawford, MI",MI,26039,127.3
"Delta, MI",MI,26041,101.8
"Dickinson, MI",MI,26043,105.9
"Eaton, MI",MI,26045,95.2
"Emmet, MI",MI,26047,127.1
"Genesee, MI",MI,26049,119.7
"Gladwin, MI",MI,26051,104.6
"Gogebic, MI",MI,26053,113.4
"Grand Traverse, MI",MI,26055,103
"Gratiot, MI",MI,26057,77.1
"Hillsdale, MI",MI,26059,70.4
"Houghton, MI",MI,26061,42.7
"Huron, MI",MI,26063,75.1
"Ingham, MI",MI,26065,71.7
"Ionia, MI",MI,26067,67.2
"Iosco, MI",MI,26069,153.4
"Iron, MI",MI,26071,82.2
"Isabella, MI",MI,26073,74.6
"Jackson, MI",MI,26075,83.7
"Kalamazoo, MI",MI,26077,72.4
"Kalkaska, MI",MI,26079,106.5
"Kent, MI",MI,26081,75.5
"Keweenaw, MI",MI,26083,
"Lake, MI",MI,26085,36.3
"Lapeer, MI",MI,26087,78.4
"Leelanau, MI",MI,26089,20.3
"Lenawee, MI",MI,26091,91
"Livingston, MI",MI,26093,58.9
"Luce, MI",MI,26095,132.8
"Mackinac, MI",MI,26097,82.1
"Macomb, MI",MI,26099,97.5
"Manistee, MI",MI,26101,98.4
"Marquette, MI",MI,26103,83.8
"Mason, MI",MI,26105,124.5
"Mecosta, MI",MI,26107,90.2
"Menominee, MI",MI,26109,43.6
"Midland, MI",MI,26111,83.3
"Missaukee, MI",MI,26113,37.3
"Monroe, MI",MI,26115,92.6
"Montcalm, MI",MI,26117,115.9
"Montmorency, MI",MI,26119,64.3
"Muskegon, MI",MI,26121,126.7
"Newaygo, MI",MI,26123,116
"Oakland, MI",MI,26125,72.8
"Oceana, MI",MI,26127,67.3
"Ogemaw, MI",MI,26129,148.3
"Ontonagon, MI",MI,26131,32.5
"Osceola, MI",MI,26133,81
"Oscoda, MI",MI,26135,98
"Otsego, MI",MI,26137,150.2
"Ottawa, MI",MI,26139,58.6
"Presque Isle, MI",MI,26141,52.4
"Roscommon, MI",MI,26143,147.5
"Saginaw, MI",MI,26145,91
"St. Clair, MI",MI,26147,100.6
"St. Joseph, MI",MI,26149,105.9
"Sanilac, MI",MI,26151,46.4
"Schoolcraft, MI",MI,26153,105.6
"Shiawassee, MI",MI,26155,96.5
"Tuscola, MI",MI,26157,78.3
"Van Buren, MI",MI,26159,112.8
"Washtenaw, MI",MI,26161,44.1
"Wayne, MI",MI,26163,89.1
"Wexford, MI",MI,26165,144.7
"Aitkin, MN",MN,27001,80.6
"Anoka, MN",MN,27003,52.1
"Becker, MN",MN,27005,45.6
"Beltrami, MN",MN,27007,55.4
"Benton, MN",MN,27009,39.3
"Big Stone, MN",MN,27011,84.9
"Blue Earth, MN",MN,27013,66
"Brown, MN",MN,27015,56.6
"Carlton, MN",MN,27017,62.9
"Carver, MN",MN,27019,40.2
"Cass, MN",MN,27021,31.2
"Chippewa, MN",MN,27023,70.4
"Chisago, MN",MN,27025,34.6
"Clay, MN",MN,27027,54.4
"Clearwater, MN",MN,27029,68.3
"Cook, MN",MN,27031,41.3
"Cottonwood, MN",MN,27033,73.9
"Crow Wing, MN",MN,27035,59.7
"Dakota, MN",MN,27037,48.4
"Dodge, MN",MN,27039,16.9
"Douglas, MN",MN,27041,91
"Faribault, MN",MN,27043,54.7
"Fillmore, MN",MN,27045,29.8
"Freeborn, MN",MN,27047,35.7
"Goodhue, MN",MN,27049,46.9
"Grant, MN",MN,27051,47.2
"Hennepin, MN",MN,27053,38.6
"Houston, MN",MN,27055,23.4
"Hubbard, MN",MN,27057,57.4
"Isanti, MN",MN,27059,52.4
"Itasca, MN",MN,27061,65.1
"Jackson, MN",MN,27063,26.5
"Kanabec, MN",MN,27065,82.4
"Kandiyohi, MN",MN,27067,64.3
"Kittson, MN",MN,27069,38.7
"Koochiching, MN",MN,27071,59.5
"Lac qui Parle, MN",MN,27073,61
"Lake, MN",MN,27075,32.8
"Lake of the Woods, MN",MN,27077,68.2
"Le Sueur, MN",MN,27079,10.9
"Lincoln, MN",MN,27081,43.2
"Lyon, MN",MN,27083,49.5
"McLeod, MN",MN,27085,69
"Mahnomen, MN",MN,27087,37.7
"Marshall, MN",MN,27089,24
"Martin, MN",MN,27091,76.7
"Meeker, MN",MN,27093,30.2
"Mille Lacs, MN",MN,27095,74.5
"Morrison, MN",MN,27097,64.8
"Mower, MN",MN,27099,41.2
"Murray, MN",MN,27101,36.1
"Nicollet, MN",MN,27103,20.2
"Nobles, MN",MN,27105,48.5
"Norman, MN",MN,27107,26.4
"Olmsted, MN",MN,27109,28.9
"Otter Tail, MN",MN,27111,56.2
"Pennington, MN",MN,27113,74.8
"Pine, MN",MN,27115,63.3
"Pipestone, MN",MN,27117,74.7
"Polk, MN",MN,27119,64.1
"Pope, MN",MN,27121,68.6
"Ramsey, MN",MN,27123,42
"Red Lake, MN",MN,27125,32
"Redwood, MN",MN,27127,50
"Renville, MN",MN,27129,31
"Rice, MN",MN,27131,50.2
"Rock, MN",MN,27133,59.6
"Roseau, MN",MN,27135,60.4
"St. Louis, MN",MN,27137,64.6
"Scott, MN",MN,27139,37.2
"Sherburne, MN",MN,27141,41.1
"Sibley, MN",MN,27143,28
"Stearns, MN",MN,27145,55
"Steele, MN",MN,27147,48
"Stevens, MN",MN,27149,57.5
"Swift, MN",MN,27151,55
"Todd, MN",MN,27153,25.3
"Traverse, MN",MN,27155,56.6
"Wabasha, MN",MN,27157,10.1
"Wadena, MN",MN,27159,145.6
"Waseca, MN",MN,27161,43.4
"Washington, MN",MN,27163,53
"Watonwan, MN",MN,27165,43
"Wilkin, MN",MN,27167,62.2
"Winona, MN",MN,27169,47.4
"Wright, MN",MN,27171,52.8
"Yellow Medicine, MN",MN,27173,37.4
"Adair, MO",MO,29001,113.5
"Andrew, MO",MO,29003,1
"Atchison, MO",MO,29005,99.9
"Audrain, MO",MO,29007,69.8
"Barry, MO",MO,29009,123.9
"Barton, MO",MO,29011,127.1
"Bates, MO",MO,29013,56.8
"Benton, MO",MO,29015,103.4
"Bollinger, MO",MO,29017,65.6
"Boone, MO",MO,29019,46.5
"Buchanan, MO",MO,29021,109.2
"Butler, MO",MO,29023,180.7
"Caldwell, MO",MO,29025,2.7
"Callaway, MO",MO,29027,44
"Camden, MO",MO,29029,111.2
"Cape Girardeau, MO",MO,29031,117.8
"Carroll, MO",MO,29033,86.6
"Carter, MO",MO,29035,0.8
"Cass, MO",MO,29037,106.2
"Cedar, MO",MO,29039,9.1
"Chariton, MO",MO,29041,36.9
"Christian, MO",MO,29043,73.8
"Clark, MO",MO,29045,81.2
"Clay, MO",MO,29047,89.2
"Clinton, MO",MO,29049,62.4
"Cole, MO",MO,29051,97.2
"Cooper, MO",MO,29053,38
"Crawford, MO",MO,29055,84.7
"Dade, MO",MO,29057,33.5
"Dallas, MO",MO,29059,33.9
"Daviess, MO",MO,29061,32.7
"DeKalb, MO",MO,29063,
"Dent, MO",MO,29065,95.4
"Douglas, MO",MO,29067,84.7
"Dunklin, MO",MO,29069,162.6
"Franklin, MO",MO,29071,100.4
"Gasconade, MO",MO,29073,69.1
"Gentry, MO",MO,29075,50.6
"Greene, MO",MO,29077,108.9
"Grundy, MO",MO,29079,109.3
"Harrison, MO",MO,29081,125.5
"Henry, MO",MO,29083,148
"Hickory, MO",MO,29085,4
"Holt, MO",MO,29087,
"Howard, MO",MO,29089,0.9
"Howell, MO",MO,29091,162.5
"Iron, MO",MO,29093,140
"Jackson, MO",MO,29095,79.6
"Jasper, MO",MO,29097,140.9
"Jefferson, MO",MO,29099,78.4
"Johnson, MO",MO,29101,54.8
"Knox, MO",MO,29103,1.7
"Laclede, MO",MO,29105,108.6
"Lafayette, MO",MO,29107,44
"Lawrence, MO",MO,29109,51.2
"Lewis, MO",MO,29111,3.4
"Lincoln, MO",MO,29113,73.4
"Linn, MO",MO,29115,41.9
"Livingston, MO",MO,29117,98.5
"McDonald, MO",MO,29119,43.6
"Macon, MO",MO,29121,84.4
"Madison, MO",MO,29123,127.1
"Maries, MO",MO,29125,
"Marion, MO",MO,29127,118.6
"Mercer, MO",MO,29129,59.6
"Miller, MO",MO,29131,71.9
"Mississippi, MO",MO,29133,66.1
"Moniteau, MO",MO,29135,0.4
"Monroe, MO",MO,29137,2.6
"Montgomery, MO",MO,29139,59.6
"Morgan, MO",MO,29141,30.5
"New Madrid, MO",MO,29143,71.4
"Newton, MO",MO,29145,54.2
"Nodaway, MO",MO,29147,76.5
"Oregon, MO",MO,29149,51.8
"Osage, MO",MO,29151,24
"Ozark, MO",MO,29153,49.4
"Pemiscot, MO",MO,29155,148.6
"Perry, MO",MO,29157,62.3
