Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
22/1/07,11.15445,48.71806,65.225609,43.06147,22.108686,48.632488,17.389912,28.614677,54.793106,24.913218,187.504547,30.177891,76.057632,14.892087,48.428944,38.379681,31.811735,59.398079,30.073055,23.74572,10.461637,17.198551,47.934513,39.495392,46.296501,49.933582,11.347786,20.730188,37.083626,29.729612
23/1/07,11.014361,48.281727,66.566696,44.090443,21.700346,49.547489,17.422499,28.360903,55.988171,24.777624,187.213989,30.464245,76.034172,14.720164,47.938736,38.511078,32.170372,59.67049,30.358515,23.761185,10.360982,16.828417,47.876171,39.556465,45.657803,51.530777,11.347786,20.86375,36.967667,30.093304
24/1/07,11.142883,49.448074,66.749588,44.216282,22.408684,49.738689,17.426119,28.847879,56.296345,24.838646,193.782028,30.660147,76.284805,14.9279,48.306396,38.920681,31.675455,60.154839,30.683807,24.031719,10.369552,17.115589,47.781353,39.197613,45.950554,52.068356,11.347786,21.186527,37.586235,29.898766
25/1/07,11.085048,48.474724,65.652344,44.142265,21.850346,48.837357,17.357327,28.765572,55.259109,24.635275,187.59259,30.208048,76.370941,14.75598,48.068501,38.804764,30.84339,59.791599,30.537758,23.537022,10.262468,16.822027,47.351017,38.670807,46.216667,51.585297,11.347786,20.869314,37.230556,29.551989
26/1/07,10.973231,48.541851,65.096069,45.223053,21.958681,48.823692,17.317501,28.600967,55.326752,24.452234,187.971176,30.095024,76.323952,14.705843,47.628754,38.410603,30.79318,59.549446,30.531126,23.652969,10.193937,16.777363,47.307255,38.678452,45.719906,51.452858,11.347786,21.052965,36.859398,29.222134
29/1/07,11.045205,48.365639,65.149422,45.674625,21.84201,48.844177,17.274048,28.381474,55.018578,24.53359,185.805283,30.072414,77.177635,14.963714,47.686455,38.232845,31.008373,59.753769,30.212463,23.59886,10.313866,16.630573,47.321846,38.92276,45.888447,51.180168,11.347786,21.164268,36.82848,29.33209
30/1/07,10.995083,48.676102,65.530426,46.548145,21.875341,49.895767,17.310261,28.285463,55.913013,24.425123,183.815598,30.268316,77.827713,14.992363,47.859444,38.781567,31.3957,56.529968,29.814154,23.560207,10.46699,16.656109,47.110332,39.396118,46.314236,52.161854,11.347786,21.470352,36.557854,29.63657
31/1/07,11.018215,48.852325,68.243065,47.429047,22.183687,49.766022,17.335604,28.491228,55.695042,24.438681,186.791458,30.69783,77.655434,15.013854,48.155003,39.361202,31.811735,56.227253,29.707928,23.853937,10.580496,16.745449,47.314545,38.823513,46.358604,52.995491,11.347786,21.436956,36.874882,29.746527
1/2/07,10.890979,48.72644,69.37841,48.1101,22.158682,50.851749,17.415253,28.552954,56.431644,24.560701,186.650528,30.954004,77.537926,15.121305,48.306396,39.577595,31.904984,55.992664,29.960201,23.622046,10.780732,16.987951,47.657349,39.701534,46.837627,53.431808,11.347786,21.147568,36.944443,29.611191
2/2/07,10.892266,48.801975,68.61644,48.302563,22.617027,50.558117,17.465946,28.45693,56.777386,24.587816,187.9095,30.765644,77.671082,15.207257,47.996414,39.361202,31.948015,55.901855,29.69466,23.336044,10.729335,17.102819,47.657349,40.029816,46.935196,52.979919,11.347786,21.24218,37.176426,29.75498
5/2/07,10.78816,48.835529,69.126968,47.739975,22.925362,50.380585,17.342844,28.29232,56.875065,24.655611,187.134781,30.916348,78.618767,15.324641,47.794567,39.384388,31.940847,55.947243,29.595074,22.88772,10.645812,17.153879,47.518784,40.213062,46.420689,52.800713,11.347786,21.197653,37.516644,29.822643
6/2/07,10.815148,48.71806,69.325058,47.688145,22.733688,50.100613,17.397152,28.642103,56.717243,24.614939,188.983673,31.097185,78.203659,15.34624,47.578304,39.41531,32.112995,56.204563,29.634907,22.810425,10.833203,17.121965,47.110332,40.281769,45.232018,53.299362,11.347786,21.192093,37.563042,29.763439
7/2/07,11.072194,49.238293,69.110916,48.591278,23.408707,49.602142,17.389912,28.696976,56.453053,24.472572,188.015182,31.164993,78.195801,15.490273,47.434128,39.577595,32.077126,56.492123,29.382641,22.702208,11.018447,17.109064,47.030094,40.251247,45.462654,53.377285,11.347786,21.197653,37.563042,30.008717
8/2/07,11.076049,49.078873,68.475998,48.583881,23.450373,50.360107,17.328362,28.546093,56.958797,24.228527,188.323334,30.961559,78.258659,15.382247,47.405293,39.361202,31.811735,56.484547,29.156919,22.617182,11.070917,17.057453,47.110332,40.587177,45.453781,53.018894,11.347786,21.119753,37.354275,29.848021
9/2/07,10.702053,48.273346,68.843178,47.969456,23.092028,50.066483,17.292152,28.820438,56.777641,24.086161,187.777481,30.893732,77.418098,15.144606,47.289948,38.967064,31.962364,56.408894,29.090536,22.400757,11.093405,17.018747,46.993633,40.075649,45.134438,52.652706,11.347786,20.980616,37.091366,29.061441
12/2/07,10.908974,47.828632,68.231224,47.821392,22.950363,49.383629,17.350088,29.012491,56.309658,24.16074,185.884583,31.225279,77.441666,14.978972,47.189014,38.982502,32.084293,56.44669,29.110449,22.369835,11.175855,16.915518,46.796696,40.174892,45.790863,52.231979,11.347786,20.908268,36.913532,28.689287
13/2/07,10.885842,48.332066,68.300087,47.917629,22.65036,49.731873,17.455084,29.286835,56.951244,24.248863,187.117218,31.466394,77.213821,15.029384,47.131348,39.376671,32.206242,57.839153,29.176832,22.501692,11.264728,17.025194,47.197849,40.251247,45.782001,52.356628,11.347786,21.169832,37.099094,29.255962
14/2/07,10.962953,49.246677,68.797279,48.976215,22.883696,49.649342,17.335604,29.472025,57.064445,24.723406,191.404831,31.443792,77.928719,15.22382,47.470165,39.739895,32.292332,58.149448,29.249872,22.804195,11.284002,17.147774,47.321846,40.442112,45.808609,53.322639,11.347786,21.498178,37.014057,29.391293
15/2/07,10.951384,49.380955,70.151199,50.056999,22.967024,49.078518,17.324739,29.862982,56.868198,24.499681,190.89418,31.391045,77.708771,15.34624,47.426914,39.577595,32.263618,58.202404,29.130375,22.850733,11.297924,17.115515,47.402065,40.251247,47.556152,53.917126,11.347786,21.370178,37.392925,29.323629
16/2/07,10.902546,49.523594,69.56221,50.094017,22.933693,48.700233,17.331982,29.79438,56.83046,24.316652,190.982254,31.225279,77.763725,15.288632,47.225071,39.608521,32.507496,58.149448,29.395914,22.292267,11.382521,16.967136,47.460426,40.258877,47.857758,53.721561,11.347786,21.425827,37.485714,29.509703
20/2/07,11.040065,49.263477,69.631058,50.286495,23.050365,48.225689,17.299393,29.753227,56.513462,24.479362,194.521545,31.149921,78.046562,15.252627,47.189014,39.902199,32.851795,57.95266,29.541956,22.36208,11.437128,16.967136,47.321846,40.694054,47.742447,53.291359,11.347786,21.292271,38.862057,29.645025
21/2/07,11.46419,49.112427,69.577477,50.493767,22.817026,48.101894,17.223366,29.499445,56.445526,24.343773,193.826004,31.119787,77.842293,15.036587,46.857407,39.917648,32.973728,58.051682,29.176832,22.765415,11.469253,16.818752,47.183273,41.029991,47.485191,52.861149,11.347786,21.308962,38.637817,29.721149
22/2/07,11.504031,48.793583,69.286827,50.175453,22.833693,48.603947,17.125605,29.492599,56.671955,24.186626,192.787125,31.029362,77.378815,15.101397,46.698814,39.909924,33.031116,58.143063,28.678934,22.796438,11.58918,16.689728,47.197849,41.029991,47.653725,52.798588,11.347786,21.392435,38.421318,29.738073
23/2/07,11.447481,48.684513,69.05735,49.790535,22.925362,48.879055,17.11112,29.801241,56.777641,23.981651,190.612442,30.8636,76.773941,14.950164,46.513931,39.438492,33.002426,58.036427,28.506327,22.416372,11.568837,16.528442,47.278088,40.465012,47.041656,52.837673,11.347786,21.375742,38.328526,29.721149
26/2/07,11.375507,47.946095,68.024696,49.790535,22.700365,49.112904,17.277674,30.857492,56.913479,24.145632,188.411438,30.735493,76.129738,15.014981,46.622692,39.268467,32.851795,57.967899,29.528681,22.548227,11.54635,16.670372,47.000916,40.388676,47.201321,52.587376,11.347786,21.364609,38.64555,29.69578
27/2/07,10.786877,46.645473,66.701393,47.991665,21.425343,47.166523,16.796129,29.945263,54.218788,23.68103,172.563705,30.004602,73.812325,14.42446,45.716339,38.039627,31.890623,56.734219,28.665661,21.617455,11.133022,16.218775,44.67421,39.083092,45.870705,51.202892,11.347786,20.385145,37.269211,27.995729
28/2/07,10.874274,47.719536,66.747276,47.695568,21.61701,47.125256,16.901123,30.027584,54.105556,23.851839,177.626114,29.831301,73.011009,14.302034,45.629326,38.171013,31.338324,56.414375,29.30962,21.850143,11.18656,16.10265,46.308002,38.747169,46.287636,51.343693,11.347786,20.813658,37.354275,28.968391
1/3/07,11.189151,47.451023,67.198593,47.303196,21.542009,46.492523,16.843197,29.595474,53.584751,23.913332,175.786072,29.725805,72.484703,14.107599,45.281281,38.024181,31.632406,56.094528,29.20339,21.788092,11.27437,16.154264,46.446594,39.106003,46.784393,50.936947,11.347786,20.646711,37.029518,29.086811
2/3/07,10.977087,46.519623,66.571335,46.666584,21.083668,45.935444,16.615099,29.053644,52.84502,23.824511,172.273163,29.39426,71.408478,13.841147,44.918736,37.243595,31.323975,55.599545,29.336157,21.532124,11.121243,15.992975,46.067329,38.617371,48.061783,50.334633,11.347786,20.301666,36.967667,28.714661
5/3/07,11.094046,46.066521,66.563683,46.762814,21.217001,45.687851,16.759924,28.642103,52.822372,23.605867,167.281097,29.138058,72.123322,13.761928,44.831745,36.741253,30.778831,55.721378,29.375996,21.369234,10.971334,15.934906,45.797451,38.999123,46.979549,49.701057,11.347786,20.106882,36.704758,28.520126
6/3/07,11.334381,47.299988,67.175667,47.095932,21.633675,46.540676,16.991642,29.094795,53.592281,23.722023,173.769913,29.407129,73.686623,13.970772,44.737484,37.498638,30.915123,55.949848,29.654819,21.586416,11.254025,16.251026,45.906857,39.480122,47.884369,50.201672,11.347786,20.301666,37.145493,29.069887
7/3/07,11.273974,46.87204,67.856422,47.547504,21.558674,46.994598,16.926472,28.86846,54.075371,23.455563,172.202789,29.338907,73.7966,13.769133,44.853493,37.374989,30.915123,56.20113,29.366907,21.415779,11.199415,16.302643,45.279591,39.11179,47.724701,50.264244,11.347786,19.856459,37.060448,29.120644
8/3/07,11.309962,47.677586,67.994125,47.599319,21.792007,47.084007,17.071299,29.286835,54.233883,23.537554,176.032623,29.407129,73.058174,13.848344,44.751984,37.668667,31.302458,56.749432,29.701683,21.19084,11.220336,16.392965,45.447346,39.303619,47.307777,50.498909,11.347786,20.301666,37.02179,29.340542
9/3/07,11.306105,47.744709,68.468338,47.673347,21.733677,47.090889,17.223366,29.492599,53.682854,23.448723,177.582138,29.308599,73.278137,13.754727,45.056522,37.730492,31.668282,56.909378,29.86908,21.167574,11.354418,16.392965,45.337936,39.65662,47.01503,50.451969,11.347786,20.284971,36.666092,29.069887
12/3/07,11.550298,47.585278,69.761063,47.799187,21.80868,47.338478,17.360949,30.10302,53.494164,23.530716,178.374527,28.929636,73.930153,14.028381,44.802742,37.745964,32.04126,57.24445,29.654823,21.283918,11.327604,16.373606,45.286888,39.288273,47.254559,51.116844,11.347786,20.357319,36.542385,28.926102
13/3/07,11.36137,45.940643,68.422478,46.888653,21.25033,46.657585,17.160393,29.451441,52.769547,23.291588,175.231384,28.308149,72.830353,13.769133,44.063152,36.092045,31.187689,56.939835,29.03883,20.725443,11.220336,16.08975,44.615868,38.052841,47.01503,50.303341,11.347786,20.106882,35.70731,28.435551
14/3/07,11.567005,46.746189,68.827866,47.110737,21.542009,46.987717,17.153093,29.753227,53.607391,23.441893,176.217499,28.467314,73.655212,13.848344,44.019653,36.555767,31.309637,57.724209,28.971861,21.252893,11.243933,16.038137,44.754452,38.167946,47.343246,50.647511,11.347786,20.190365,35.528614,28.528582
15/3/07,11.511741,47.081825,69.63868,46.977497,21.508673,47.36599,17.167681,31.413048,53.358303,23.585379,176.868973,28.414267,73.411667,13.783535,43.889133,36.864906,31.180511,57.868908,28.918304,21.159813,11.334042,16.122005,45.155602,38.290722,47.946465,50.373753,11.347786,20.234888,35.738392,28.579332
16/3/07,11.514311,46.611916,68.843178,46.755413,21.658672,46.822651,17.215084,31.035809,52.731777,23.476063,175.205002,28.429411,73.254585,13.790736,43.874634,36.347095,31.187689,57.328205,28.851343,21.198597,11.528194,16.122005,44.936779,38.636028,47.130356,50.530197,11.347786,20.212631,35.901539,28.42709
19/3/07,11.712235,47.023094,69.087959,47.503086,21.917009,47.716736,17.258846,31.028957,53.66777,23.687853,178.233658,28.588587,73.835892,13.761928,44.034149,36.772167,31.467432,58.150677,29.072306,21.586416,11.61937,16.360703,45.20665,39.042728,48.168228,50.89782,11.347786,20.451925,36.19677,28.833069
20/3/07,11.757219,47.207684,68.965569,48.01387,21.950348,48.177551,17.364595,31.275862,54.347122,23.756182,179.607162,28.747744,74.236511,13.675513,44.280678,36.903538,31.78303,58.165905,29.21291,21.594175,11.719137,16.476835,45.425465,39.748692,47.99081,51.030807,11.347786,20.579924,36.748379,29.078352
21/3/07,12.064386,48.239796,69.455124,49.013233,22.32535,49.064751,17.597967,31.303293,55.275543,24.241282,185.726089,29.361658,74.912132,13.927568,44.389446,37.908253,31.998222,58.561905,29.628038,22.12162,11.676226,16.676819,45.921436,40.408611,48.8158,51.766068,11.347786,20.969482,37.113541,29.746527
22/3/07,12.075953,48.197819,69.279182,49.257534,21.975351,50.158287,17.594318,31.131832,56.128464,24.466751,184.960098,29.050905,74.778572,13.797939,44.128407,37.460003,31.912144,59.23204,29.574472,21.92771,11.649412,16.638117,46.57058,40.170731,49.401272,51.687855,11.347786,21.153133,37.299992,29.881853
23/3/07,12.019403,48.189434,69.592804,49.509205,21.825346,50.687874,17.521393,31.344458,56.626663,24.473579,186.553772,28.967543,74.652878,13.877153,43.874634,37.498638,32.313831,59.37672,29.761948,21.733795,11.697681,16.554245,46.534115,40.278164,50.128662,52.196285,11.347786,21.214357,37.222298,29.594284
26/3/07,12.318861,47.996437,69.478065,49.479603,21.950348,51.169304,17.557854,32.29097,56.966362,24.596565,186.412811,28.732584,74.629311,13.891557,43.686108,37.637753,32.364044,58.927422,29.507524,21.888929,11.669791,16.560696,46.607059,39.848454,50.45689,51.945976,11.347786,20.963921,37.167923,29.788811
27/3/07,12.268739,47.350327,69.240921,49.509205,21.608675,51.011108,17.510456,32.037189,57.147503,24.453089,184.775192,28.300564,74.417198,13.725926,43.526592,37.537277,32.306652,58.767498,29.226301,21.501106,11.431654,16.444572,46.147549,39.802406,49.543209,51.711319,11.347786,20.975046,36.896011,29.315168
28/3/07,11.983417,46.87204,68.422478,49.035439,21.417006,50.949215,17.470345,32.047558,57.034267,24.28911,182.037048,27.868563,74.047981,13.581893,43.504848,37.089027,32.15604,58.165905,28.945086,21.439047,11.277186,16.244577,45.957909,39.748692,48.62064,51.132492,11.347786,20.719057,36.235611,28.951483
29/3/07,12.048965,47.375519,68.659599,48.998417,21.192001,51.547546,17.543268,31.833216,57.547543,24.28911,182.424423,27.906462,74.291519,13.747526,43.751369,37.483181,32.184719,57.94503,29.427164,21.524368,11.260023,16.392965,46.140251,39.764042,46.898781,50.835255,11.347786,20.908268,36.297768,29.086811
30/3/07,11.941003,47.325169,68.009422,49.620251,21.275335,50.866673,17.503164,31.708765,56.951244,24.159298,181.922592,27.845833,74.047981,13.776334,43.693359,37.390442,32.313831,58.203972,29.574472,21.617455,11.398401,16.296192,46.067329,39.725666,47.014145,50.843067,11.347786,21.103048,36.47646,29.120644
2/4/07,12.036113,46.87204,67.948227,49.412968,21.167002,51.465038,17.692776,31.528988,57.487164,24.111469,181.059753,27.88372,74.794273,13.776334,43.577343,37.282238,32.148842,58.089752,30.136908,21.516619,11.416636,16.347799,45.965206,39.787056,47.688698,50.62405,11.347786,21.052965,36.826084,29.15447
3/4/07,12.145355,47.048725,68.766678,49.775715,21.542009,51.815788,17.864161,31.501345,57.970238,24.131975,184.669617,28.52037,75.493446,13.905956,43.968891,37.79594,32.464458,58.988358,30.384636,21.617455,11.41342,16.560696,45.877678,39.871464,48.469753,51.054272,11.347786,21.214357,37.369923,29.535078
4/4/07,12.115797,47.376869,69.049683,49.953369,21.750343,51.96022,18.035547,30.989689,58.204227,23.988487,183.824326,28.884169,75.579872,13.956367,44.440186,37.79594,32.442951,58.759899,30.377941,22.106104,11.497088,16.65102,45.987095,40.416275,48.869164,50.788319,11.347786,21.158707,37.331066,29.298256
5/4/07,12.168489,47.082378,69.225647,50.064415,21.717005,52.001495,18.05743,30.747692,58.28727,23.926992,183.067215,28.815958,75.82338,14.100392,44.628716,37.959381,32.837452,58.447659,30.491768,22.144892,11.47349,16.670372,45.950626,40.508373,49.108791,50.788319,11.347786,21.375269,37.501991,29.526619
9/4/07,12.036113,47.41893,68.866135,49.849724,21.833673,51.918961,18.09754,32.241169,57.970238,23.763018,183.956436,28.861427,75.901924,14.474873,44.686722,38.138405,33.346729,58.508583,30.565428,22.160404,11.563597,16.773592,46.140251,40.546734,48.709408,50.889996,11.347786,21.375269,37.657375,29.526619
10/4/07,12.113228,47.460987,69.485695,49.561028,21.658672,52.984985,18.261629,31.466766,58.551464,23.831339,184.053268,28.975117,75.776245,14.892555,44.715721,38.325207,33.217621,58.257286,30.706032,22.02854,11.587193,16.773592,46.103786,40.700195,48.141365,50.412868,11.347786,21.262766,37.245605,29.594284
11/4/07,11.899877,47.158104,68.820244,49.116859,21.492006,52.654854,18.101185,31.176371,57.947586,23.879173,182.186768,28.778049,74.75502,14.741328,44.875237,38.255161,33.310852,58.051682,30.565428,21.803604,11.582904,16.7994,45.979786,40.692524,47.165039,50.123455,11.347786,21.026514,36.725067,29.255962
12/4/07,11.848469,47.545128,69.49337,49.331551,21.642012,53.074387,18.112127,31.805573,58.415585,24.036316,182.29245,28.815958,75.15564,14.762923,44.896988,38.294067,33.447147,58.41721,31.04081,22.137136,11.634392,17.070358,46.329906,40.830647,47.147293,50.639698,11.347786,21.020891,36.717312,29.323629
13/4/07,11.59785,48.260281,69.631058,49.442593,22.233685,52.964363,18.188702,31.722597,58.430691,24.172964,181.808212,28.717424,74.57431,14.734124,45.20879,38.208458,34.1716,58.424805,33.618618,22.191435,11.509964,17.205835,46.227776,40.815304,46.996407,50.882183,11.347786,21.032139,36.833843,29.365919
16/4/07,11.750794,49.26992,69.080307,49.524025,22.183687,53.555832,18.330914,31.764072,59.004349,24.159298,188.869217,29.225227,75.55629,14.899763,45.694588,38.893394,34.50156,58.759899,33.69228,22.284512,11.664429,17.380022,46.483055,41.183617,47.795208,51.461006,11.347786,21.302145,37.346611,29.619659
17/4/07,11.611989,49.000687,69.187378,50.086639,22.367018,53.617733,18.804955,31.473677,59.177986,24.049976,189.203796,29.892179,76.294724,15.108594,46.803959,39.056854,35.154293,58.851257,33.484715,22.37759,11.61723,17.354218,46.607059,41.306404,48.478619,51.766068,11.347786,21.071514,37.424305,29.729612
18/4/07,11.618414,49.168968,71.811089,51.352486,22.392017,53.487041,18.837778,31.321566,59.026989,24.002146,190.832565,29.589033,74.472198,15.375049,46.716946,40.527905,35.061043,58.698994,33.270451,22.183674,11.561449,17.2768,46.504944,41.605671,48.114731,52.344891,11.347786,21.049013,37.268917,29.535078
19/4/07,11.601707,49.598049,71.130272,51.017914,22.233685,52.826797,18.8706,31.086477,58.46843,23.913332,193.068878,29.490501,74.071564,15.706317,47.08675,40.543468,34.989326,59.079742,33.578449,22.253483,11.47349,17.463894,46.40284,41.29874,46.197613,52.579548,11.347786,21.099644,37.55637,29.535078
20/4/07,11.691673,51.32283,71.359787,53.397079,22.492023,53.954693,18.99457,31.25934,60.204529,24.002146,194.003601,29.717867,74.299377,15.95837,47.217255,40.893719,34.688053,59.209202,34.475651,22.509445,11.484219,17.399384,46.534115,41.406162,47.218296,52.782936,11.347786,21.324644,38.659607,29.839563
23/4/07,12.01812,51.449024,71.62748,53.419361,22.150349,53.342609,18.834135,31.197117,59.781826,23.776684,196.137604,29.717867,74.794273,15.778328,46.948982,40.691341,34.888885,58.851257,34.596169,22.323292,11.490654,16.999395,46.410126,41.29874,47.883976,53.017597,11.347786,21.122141,38.014763,29.670404
24/4/07,11.983417,51.247108,71.650459,54.133118,21.942013,53.026241,18.856012,31.397623,59.328903,23.749357,194.638519,29.793667,77.370941,15.799938,46.760441,40.597946,34.766968,58.638039,34.549305,22.331053,11.479925,16.870363,46.483055,41.475216,48.132481,53.009766,11.347786,21.150265,37.828308,29.526619
25/4/07,12.254604,52.433418,72.430679,54.445377,22.317019,53.865311,18.866951,31.853964,60.325294,24.193459,198.941879,29.937672,79.704071,16.03038,46.898216,41.111649,34.881725,58.615196,35.078259,22.486179,11.503527,16.98004,46.593071,42.012363,46.987526,53.220955,11.347786,21.178391,37.921532,29.873398
26/4/07,12.703144,52.281975,72.101761,54.274372,22.125351,53.769005,18.990931,31.528988,60.800819,24.487253,198.245224,29.55114,79.264191,15.90795,46.579182,41.205044,35.312099,61.265339,35.105038,22.571501,11.550719,17.238089,46.197037,41.375473,46.783386,52.915897,11.347786,21.358393,37.836082,29.746527
27/4/07,12.841946,52.281975,71.918152,54.839439,22.525358,53.700241,18.983641,31.404535,60.657406,25.170486,197.777878,29.157013,79.476295,15.749523,46.528435,40.901497,35.111259,62.103004,34.723392,23.362661,11.610793,17.167128,46.189705,41.183617,47.173916,52.947197,11.347786,21.313398,37.55637,29.585821
30/4/07,12.826526,51.045181,71.137947,53.991867,22.283688,53.500778,19.03104,30.844482,59.917675,25.184158,192.777878,28.702271,80.293304,15.483068,46.564678,40.551254,34.630669,63.032074,34.442177,23.223049,11.555017,17.070358,47.23114,41.51358,47.09404,52.509155,11.347786,21.476519,37.230072,29.585821
1/5/07,12.784112,51.592056,71.313896,54.452812,22.383686,53.885933,19.191484,30.443451,60.129021,25.348125,192.751434,29.126703,81.047424,15.699114,46.811207,40.675785,35.247547,63.671761,34.134174,23.579859,11.368368,17.154224,46.175026,41.774498,46.818909,52.978489,11.347786,21.662151,37.548618,30.000261
2/5/07,12.902354,52.786804,71.772835,54.571762,23.058693,54.085388,19.220659,30.616318,60.249798,25.491617,193.553864,29.369242,80.301155,15.792731,46.753204,40.901497,35.878757,64.288628,34.301559,23.742735,11.47349,17.160679,45.742325,41.897266,47.741955,53.50256,11.347786,22.275276,37.509777,30.194794
3/5/07,12.903636,53.392574,71.788139,54.54203,23.0837,54.718132,19.293587,30.906715,60.898937,25.512104,195.379272,29.604193,80.756783,15.736997,46.637188,41.018242,35.799862,64.022095,34.515842,24.021971,11.430583,17.334867,45.470963,42.204212,47.209419,53.134918,11.347786,23.102165,37.571915,30.186331
4/5/07,12.956331,53.333679,71.604561,54.348724,23.258699,54.539322,19.402983,31.058817,60.800819,25.382298,200.476288,29.48292,80.882462,15.852816,46.753204,40.963749,35.807022,64.128716,34.763569,23.703955,11.432727,17.470345,45.771652,41.974003,47.546684,53.189667,11.347786,22.871542,37.501991,30.321657
7/5/07,13.356038,53.232712,72.331223,54.029022,23.175365,54.731895,19.54884,31.376875,61.012196,25.443785,200.370422,29.437439,81.039581,15.896243,46.593689,41.041595,35.505764,64.677002,34.837215,23.820301,11.557158,17.663881,45.602978,43.109676,47.26268,54.011005,11.347786,22.967165,37.766144,30.499279
8/5/07,13.50255,53.232712,72.063499,54.594074,23.633713,55.055145,19.351933,31.418362,61.427334,25.334478,198.368713,29.278278,81.457542,16.033777,46.187634,40.823666,35.376663,64.56279,34.977818,23.851324,11.531412,17.644533,45.287613,43.148056,47.13842,53.455627,11.347786,22.849041,37.369923,30.913713
9/5/07,13.736461,53.241127,72.232414,55.575481,22.092016,54.848797,19.366518,31.535912,61.45752,25.457445,199.797241,29.695133,82.317139,16.265425,46.484909,41.407413,35.749641,65.004478,34.850605,23.874596,11.567886,17.709734,45.478294,43.478001,47.120667,53.791969,11.347786,23.15279,37.237839,30.550028
