"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"St. Joseph County, IN"	"18141"	16	4792803	Unreliable	0.2	0.5	0.1%
	"Black Hawk County, IA"	"19013"	12	2331934	Unreliable	0.3	0.9	0.1%
	"Polk County, IA"	"19153"	24	7518417	0.3	0.2	0.5	0.1%
	"Johnson County, KS"	"20091"	23	9392000	0.2	0.2	0.4	0.1%
	"Sedgwick County, KS"	"20173"	35	8688498	0.4	0.3	0.6	0.2%
	"Shawnee County, KS"	"20177"	15	3143521	Unreliable	0.3	0.8	0.1%
	"Wyandotte County, KS"	"20209"	20	2840780	0.7	0.4	1.1	0.1%
	"Fayette County, KY"	"21067"	18	5165331	Unreliable	0.2	0.6	0.1%
	"Jefferson County, KY"	"21111"	63	13093019	0.5	0.4	0.6	0.3%
	"Kenton County, KY"	"21117"	16	2834789	Unreliable	0.3	0.9	0.1%
	"Acadia Parish, LA"	"22001"	12	1092902	Unreliable	0.6	1.9	0.1%
	"Bossier Parish, LA"	"22015"	10	2025499	Unreliable	0.2	0.9	0.0%
	"Caddo Parish, LA"	"22017"	26	4536313	0.6	0.4	0.8	0.1%
	"Calcasieu Parish, LA"	"22019"	15	3416169	Unreliable	0.2	0.7	0.1%
	"East Baton Rouge Parish, LA"	"22033"	46	7737537	0.6	0.4	0.8	0.2%
	"Jefferson Parish, LA"	"22051"	40	7952106	0.5	0.4	0.7	0.2%
	"Lafayette Parish, LA"	"22055"	18	3841806	Unreliable	0.3	0.7	0.1%
	"Orleans Parish, LA"	"22071"	37	7174050	0.5	0.4	0.7	0.2%
	"Ouachita Parish, LA"	"22073"	12	2733691	Unreliable	0.2	0.8	0.1%
	"Rapides Parish, LA"	"22079"	16	2334523	Unreliable	0.4	1.1	0.1%
	"St. Landry Parish, LA"	"22097"	14	1523918	Unreliable	0.5	1.5	0.1%
	"St. Tammany Parish, LA"	"22103"	15	4022742	Unreliable	0.2	0.6	0.1%
	"Tangipahoa Parish, LA"	"22105"	19	2069062	Unreliable	0.6	1.4	0.1%
	"Terrebonne Parish, LA"	"22109"	13	1973545	Unreliable	0.4	1.1	0.1%
	"Anne Arundel County, MD"	"24003"	33	9491962	0.3	0.2	0.5	0.2%
	"Baltimore County, MD"	"24005"	61	14322810	0.4	0.3	0.5	0.3%
	"Carroll County, MD"	"24013"	10	2943953	Unreliable	0.2	0.6	0.0%
	"Charles County, MD"	"24017"	15	2538223	Unreliable	0.3	1.0	0.1%
	"Frederick County, MD"	"24021"	14	4050807	Unreliable	0.2	0.6	0.1%
	"Harford County, MD"	"24025"	14	4299622	Unreliable	0.2	0.5	0.1%
	"Howard County, MD"	"24027"	11	5035910	Unreliable	0.1	0.4	0.1%
	"Montgomery County, MD"	"24031"	49	17134945	0.3	0.2	0.4	0.2%
	"Prince George's County, MD"	"24033"	78	15415912	0.5	0.4	0.6	0.4%
	"Baltimore city, MD"	"24510"	63	11283572	0.6	0.4	0.7	0.3%
	"Bristol County, MA"	"25005"	11	9838509	Unreliable	0.1	0.2	0.1%
	"Essex County, MA"	"25009"	15	13362665	Unreliable	0.1	0.2	0.1%
	"Middlesex County, MA"	"25017"	25	26992833	0.1	0.1	0.1	0.1%
	"Norfolk County, MA"	"25021"	12	12002165	Unreliable	0.1	0.2	0.1%
	"Suffolk County, MA"	"25025"	13	12936897	Unreliable	0.1	0.2	0.1%
	"Worcester County, MA"	"25027"	15	14185629	Unreliable	0.1	0.2	0.1%
	"Bay County, MI"	"26017"	14	1946635	Unreliable	0.4	1.2	0.1%
