"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Rapides Parish, LA"	"22079"	102	745280	13.7	11.0	16.3	0.1%
	"St. Bernard Parish, LA"	"22087"	28	122978	22.8	15.1	32.9	0.0%
	"St. Charles Parish, LA"	"22089"	28	246385	11.4	7.6	16.4	0.0%
	"St. Helena Parish, LA"	"22091"	12	103686	Unreliable	6.0	20.2	0.0%
	"St. John the Baptist Parish, LA"	"22095"	31	414565	7.5	5.1	10.6	0.0%
	"St. Landry Parish, LA"	"22097"	81	642371	12.6	10.0	15.7	0.1%
	"St. Martin Parish, LA"	"22099"	23	291886	7.9	5.0	11.8	0.0%
	"St. Mary Parish, LA"	"22101"	31	318340	9.7	6.6	13.8	0.0%
	"St. Tammany Parish, LA"	"22103"	74	468171	15.8	12.4	19.8	0.1%
	"Tangipahoa Parish, LA"	"22105"	64	620795	10.3	7.9	13.2	0.1%
	"Terrebonne Parish, LA"	"22109"	58	375634	15.4	11.7	20.0	0.0%
	"Union Parish, LA"	"22111"	10	112348	Unreliable	4.3	16.4	0.0%
	"Vermilion Parish, LA"	"22113"	15	150092	Unreliable	5.6	16.5	0.0%
	"Vernon Parish, LA"	"22115"	11	153194	Unreliable	3.6	12.8	0.0%
	"Washington Parish, LA"	"22117"	25	258115	9.7	6.3	14.3	0.0%
	"Webster Parish, LA"	"22119"	25	249137	10.0	6.5	14.8	0.0%
	"West Baton Rouge Parish, LA"	"22121"	15	157802	Unreliable	5.3	15.7	0.0%
	"West Feliciana Parish, LA"	"22125"	10	133156	Unreliable	3.6	13.8	0.0%
	"Winn Parish, LA"	"22127"	12	88456	Unreliable	7.0	23.7	0.0%
	"Cumberland County, ME"	"23005"	13	122805	Unreliable	5.6	18.1	0.0%
	"Allegany County, MD"	"24001"	14	99561	Unreliable	7.7	23.6	0.0%
	"Anne Arundel County, MD"	"24003"	188	1510802	12.4	10.7	14.2	0.2%
	"Baltimore County, MD"	"24005"	578	3654618	15.8	14.5	17.1	0.5%
	"Calvert County, MD"	"24009"	22	212367	10.4	6.5	15.7	0.0%
	"Caroline County, MD"	"24011"	14	85943	Unreliable	8.9	27.3	0.0%
	"Carroll County, MD"	"24013"	24	98413	24.4	15.6	36.3	0.0%
	"Cecil County, MD"	"24015"	24	107607	22.3	14.3	33.2	0.0%
	"Charles County, MD"	"24017"	83	985400	8.4	6.7	10.4	0.1%
	"Dorchester County, MD"	"24019"	39	164947	23.6	16.8	32.3	0.0%
	"Frederick County, MD"	"24021"	40	356221	11.2	8.0	15.3	0.0%
	"Harford County, MD"	"24025"	78	534274	14.6	11.5	18.2	0.1%
	"Howard County, MD"	"24027"	59	898928	6.6	5.0	8.5	0.0%
	"Montgomery County, MD"	"24031"	201	3118961	6.4	5.6	7.3	0.2%
	"Prince George's County, MD"	"24033"	1024	10276801	10.0	9.4	10.6	0.9%
	"Queen Anne's County, MD"	"24035"	18	63859	Unreliable	16.7	44.5	0.0%
	"St. Mary's County, MD"	"24037"	31	270461	11.5	7.8	16.3	0.0%
	"Somerset County, MD"	"24039"	24	199953	12.0	7.7	17.9	0.0%
	"Talbot County, MD"	"24041"	18	93653	Unreliable	11.4	30.4	0.0%
	"Washington County, MD"	"24043"	38	258890	14.7	10.4	20.1	0.0%
	"Wicomico County, MD"	"24045"	51	427630	11.9	8.9	15.7	0.0%
	"Worcester County, MD"	"24047"	15	135780	Unreliable	6.2	18.2	0.0%
	"Baltimore city, MD"	"24510"	3827	7372369	51.9	50.3	53.6	3.2%
	"Barnstable County, MA"	"25001"	35	102618	34.1	23.8	47.4	0.0%
	"Berkshire County, MA"	"25003"	13	76286	Unreliable	9.1	29.1	0.0%
	"Bristol County, MA"	"25005"	135	427258	31.6	26.3	36.9	0.1%
	"Essex County, MA"	"25009"	81	778953	10.4	8.3	12.9	0.1%
	"Hampden County, MA"	"25013"	143	901364	15.9	13.3	18.5	0.1%
	"Hampshire County, MA"	"25015"	10	88368	Unreliable	5.4	20.8	0.0%
	"Middlesex County, MA"	"25017"	149	1360859	10.9	9.2	12.7	0.1%
	"Norfolk County, MA"	"25021"	60	679430	8.8	6.7	11.4	0.1%
	"Plymouth County, MA"	"25023"	90	783725	11.5	9.2	14.1	0.1%
	"Suffolk County, MA"	"25025"	618	3373782	18.3	16.9	19.8	0.5%
	"Worcester County, MA"	"25027"	83	670651	12.4	9.9	15.3	0.1%
	"Allegan County, MI"	"26005"	11	34612	Unreliable	15.9	56.9	0.0%
	"Bay County, MI"	"26017"	13	40754	Unreliable	17.0	54.5	0.0%
	"Berrien County, MI"	"26021"	116	465026	24.9	20.4	29.5	0.1%
	"Calhoun County, MI"	"26025"	116	299475	38.7	31.7	45.8	0.1%
	"Eaton County, MI"	"26045"	16	134162	Unreliable	6.8	19.4	0.0%
	"Genesee County, MI"	"26049"	459	1661456	27.6	25.1	30.2	0.4%
	"Ingham County, MI"	"26065"	151	667639	22.6	19.0	26.2	0.1%
	"Jackson County, MI"	"26075"	58	258363	22.4	17.0	29.0	0.0%
	"Kalamazoo County, MI"	"26077"	121	528007	22.9	18.8	27.0	0.1%
	"Kent County, MI"	"26081"	254	1174767	21.6	19.0	24.3	0.2%
	"Macomb County, MI"	"26099"	189	1134102	16.7	14.3	19.0	0.2%
	"Monroe County, MI"	"26115"	13	69385	Unreliable	10.0	32.0	0.0%
	"Muskegon County, MI"	"26121"	109	471937	23.1	18.8	27.4	0.1%
	"Oakland County, MI"	"26125"	545	2854608	19.1	17.5	20.7	0.5%
	"Ottawa County, MI"	"26139"	17	87711	Unreliable	11.3	31.0	0.0%
	"Saginaw County, MI"	"26145"	174	731879	23.8	20.2	27.3	0.1%
	"St. Clair County, MI"	"26147"	40	83625	47.8	34.2	65.1	0.0%
	"Van Buren County, MI"	"26159"	17	71410	Unreliable	13.9	38.1	0.0%
	"Washtenaw County, MI"	"26161"	181	837988	21.6	18.5	24.7	0.2%
	"Wayne County, MI"	"26163"	4024	14337079	28.1	27.2	28.9	3.4%
	"Anoka County, MN"	"27003"	29	251195	11.5	7.7	16.6	0.0%
	"Dakota County, MN"	"27037"	30	342314	8.8	5.9	12.5	0.0%
	"Hennepin County, MN"	"27053"	502	2533450	19.8	18.1	21.5	0.4%
	"Olmsted County, MN"	"27109"	17	123201	Unreliable	8.0	22.1	0.0%
	"Ramsey County, MN"	"27123"	213	1035286	20.6	17.8	23.3	0.2%
	"St. Louis County, MN"	"27137"	19	59552	Unreliable	19.2	49.8	0.0%
	"Stearns County, MN"	"27145"	18	78087	Unreliable	13.7	36.4	0.0%
	"Washington County, MN"	"27163"	15	153380	Unreliable	5.5	16.1	0.0%
	"Adams County, MS"	"28001"	30	318055	9.4	6.4	13.5	0.0%
	"Alcorn County, MS"	"28003"	10	76622	Unreliable	6.3	24.0	0.0%
	"Attala County, MS"	"28007"	13	145527	Unreliable	4.8	15.3	0.0%
	"Bolivar County, MS"	"28011"	44	422055	10.4	7.6	14.0	0.0%
	"Chickasaw County, MS"	"28017"	11	139478	Unreliable	3.9	14.1	0.0%
	"Clarke County, MS"	"28023"	12	105698	Unreliable	5.9	19.8	0.0%
	"Clay County, MS"	"28025"	21	218685	9.6	5.9	14.7	0.0%
	"Coahoma County, MS"	"28027"	58	361332	16.1	12.2	20.8	0.0%
	"Copiah County, MS"	"28029"	28	269387	10.4	6.9	15.0	0.0%
	"Covington County, MS"	"28031"	12	125470	Unreliable	4.9	16.7	0.0%
	"DeSoto County, MS"	"28033"	22	536734	4.1	2.6	6.2	0.0%
	"Forrest County, MS"	"28035"	47	477335	9.8	7.2	13.1	0.0%
	"Grenada County, MS"	"28043"	22	167136	13.2	8.2	19.9	0.0%
	"Harrison County, MS"	"28047"	83	796008	10.4	8.3	12.9	0.1%
	"Hinds County, MS"	"28049"	193	2988181	6.5	5.5	7.4	0.2%
	"Holmes County, MS"	"28051"	18	290058	Unreliable	3.7	9.8	0.0%
	"Humphreys County, MS"	"28053"	12	130020	Unreliable	4.8	16.1	0.0%
	"Jackson County, MS"	"28059"	79	541640	14.6	11.5	18.2	0.1%
	"Jasper County, MS"	"28061"	16	165268	Unreliable	5.5	15.7	0.0%
	"Jefferson Davis County, MS"	"28065"	13	135254	Unreliable	5.1	16.4	0.0%
	"Jones County, MS"	"28067"	23	338626	6.8	4.3	10.2	0.0%
	"Kemper County, MS"	"28069"	14	111685	Unreliable	6.9	21.0	0.0%
	"Lafayette County, MS"	"28071"	20	200738	10.0	6.1	15.4	0.0%
	"Lauderdale County, MS"	"28075"	33	592098	5.6	3.8	7.8	0.0%
	"Lee County, MS"	"28081"	41	397200	10.3	7.4	14.0	0.0%
	"Leflore County, MS"	"28083"	41	430677	9.5	6.8	12.9	0.0%
	"Lincoln County, MS"	"28085"	19	186433	Unreliable	6.1	15.9	0.0%
	"Lowndes County, MS"	"28087"	35	469092	7.5	5.2	10.4	0.0%
	"Madison County, MS"	"28089"	69	620215	11.1	8.7	14.1	0.1%
	"Marion County, MS"	"28091"	25	152322	16.4	10.6	24.2	0.0%
	"Marshall County, MS"	"28093"	29	320581	9.0	6.1	13.0	0.0%
	"Monroe County, MS"	"28095"	15	206571	Unreliable	4.1	12.0	0.0%
	"Montgomery County, MS"	"28097"	13	92182	Unreliable	7.5	24.1	0.0%
	"Oktibbeha County, MS"	"28105"	16	309734	Unreliable	3.0	8.4	0.0%
	"Panola County, MS"	"28107"	38	305707	12.4	8.8	17.1	0.0%
	"Pearl River County, MS"	"28109"	16	121782	Unreliable	7.5	21.3	0.0%
	"Pike County, MS"	"28113"	33	362617	9.1	6.3	12.8	0.0%
	"Quitman County, MS"	"28119"	13	109486	Unreliable	6.3	20.3	0.0%
	"Rankin County, MS"	"28121"	21	464879	4.5	2.8	6.9	0.0%
	"Scott County, MS"	"28123"	20	198271	10.1	6.2	15.6	0.0%
	"Stone County, MS"	"28131"	10	58019	Unreliable	8.3	31.7	0.0%
	"Sunflower County, MS"	"28133"	33	399747	8.3	5.7	11.6	0.0%
	"Tallahatchie County, MS"	"28135"	13	157296	Unreliable	4.4	14.1	0.0%
	"Tate County, MS"	"28137"	12	153474	Unreliable	4.0	13.7	0.0%
	"Walthall County, MS"	"28147"	16	122510	Unreliable	7.5	21.2	0.0%
	"Warren County, MS"	"28149"	28	406405	6.9	4.6	10.0	0.0%
	"Washington County, MS"	"28151"	66	673254	9.8	7.6	12.5	0.1%
	"Wayne County, MS"	"28153"	14	145909	Unreliable	5.2	16.1	0.0%
	"Winston County, MS"	"28159"	18	156913	Unreliable	6.8	18.1	0.0%
	"Yalobusha County, MS"	"28161"	10	88951	Unreliable	5.4	20.7	0.0%
	"Yazoo County, MS"	"28163"	29	285290	10.2	6.8	14.6	0.0%
	"Boone County, MO"	"29019"	35	279459	12.5	8.7	17.4	0.0%
	"Buchanan County, MO"	"29021"	14	92445	Unreliable	8.3	25.4	0.0%
	"Butler County, MO"	"29023"	10	44906	Unreliable	10.7	41.0	0.0%
	"Clay County, MO"	"29047"	24	198595	12.1	7.7	18.0	0.0%
	"Cole County, MO"	"29051"	19	154474	Unreliable	7.4	19.2	0.0%
	"Greene County, MO"	"29077"	34	162370	20.9	14.5	29.3	0.0%
	"Jackson County, MO"	"29095"	664	2986371	22.2	20.5	23.9	0.6%
	"New Madrid County, MO"	"29143"	10	55189	Unreliable	8.7	33.3	0.0%
	"Pemiscot County, MO"	"29155"	12	91843	Unreliable	6.8	22.8	0.0%
	"Pulaski County, MO"	"29169"	13	117004	Unreliable	5.9	19.0	0.0%
	"St. Charles County, MO"	"29183"	34	263029	12.9	9.0	18.1	0.0%
	"St. Louis County, MO"	"29189"	672	4097587	16.4	15.2	17.6	0.6%
	"Scott County, MO"	"29201"	11	83347	Unreliable	6.6	23.6	0.0%
	"St. Louis city, MO"	"29510"	1024	2980491	34.4	32.3	36.5	0.9%
	"Douglas County, NE"	"31055"	171	1131986	15.1	12.8	17.4	0.1%
	"Lancaster County, NE"	"31109"	20	206962	9.7	5.9	14.9	0.0%
	"Clark County, NV"	"32003"	778	3801446	20.5	19.0	21.9	0.6%
	"Washoe County, NV"	"32031"	61	215743	28.3	21.6	36.3	0.1%
	"Hillsborough County, NH"	"33011"	28	172059	16.3	10.8	23.5	0.0%
	"Rockingham County, NH"	"33015"	10	49018	Unreliable	9.8	37.5	0.0%
	"Atlantic County, NJ"	"34001"	184	892399	20.6	17.6	23.6	0.2%
	"Bergen County, NJ"	"34003"	112	1072668	10.4	8.5	12.4	0.1%
	"Burlington County, NJ"	"34005"	134	1404393	9.5	7.9	11.2	0.1%
	"Camden County, NJ"	"34007"	372	1941118	19.2	17.2	21.1	0.3%
	"Cape May County, NJ"	"34009"	16	98656	Unreliable	9.3	26.3	0.0%
	"Cumberland County, NJ"	"34011"	88	625438	14.1	11.3	17.3	0.1%
	"Essex County, NJ"	"34013"	1575	6178439	25.5	24.2	26.8	1.3%
	"Gloucester County, NJ"	"34015"	75	531981	14.1	11.1	17.7	0.1%
	"Hudson County, NJ"	"34017"	316	1811711	17.4	15.5	19.4	0.3%
	"Mercer County, NJ"	"34021"	209	1404516	14.9	12.9	16.9	0.2%
	"Middlesex County, NJ"	"34023"	159	1564597	10.2	8.6	11.7	0.1%
	"Monmouth County, NJ"	"34025"	144	931791	15.5	12.9	18.0	0.1%
	"Morris County, NJ"	"34027"	51	307234	16.6	12.4	21.8	0.0%
	"Ocean County, NJ"	"34029"	50	358370	14.0	10.4	18.4	0.0%
	"Passaic County, NJ"	"34031"	299	1395758	21.4	19.0	23.9	0.2%
	"Salem County, NJ"	"34033"	31	180824	17.1	11.6	24.3	0.0%
	"Somerset County, NJ"	"34035"	66	538261	12.3	9.5	15.6	0.1%
	"Union County, NJ"	"34039"	297	2246856	13.2	11.7	14.7	0.2%
	"Bernalillo County, NM"	"35001"	145	429589	33.8	28.3	39.2	0.1%
	"Curry County, NM"	"35009"	16	66683	Unreliable	13.7	39.0	0.0%
	"Dona Ana County, NM"	"35013"	18	82817	Unreliable	12.9	34.4	0.0%
	"Lea County, NM"	"35025"	24	54401	44.1	28.3	65.6	0.0%
	"Otero County, NM"	"35035"	13	52289	Unreliable	13.2	42.5	0.0%
	"Sandoval County, NM"	"35043"	12	58156	Unreliable	10.7	36.0	0.0%
	"Albany County, NY"	"36001"	80	734157	10.9	8.6	13.6	0.1%
	"Bronx County, NY"	"36005"	1994	11201513	17.8	17.0	18.6	1.7%
	"Broome County, NY"	"36007"	34	190610	17.8	12.4	24.9	0.0%
	"Chautauqua County, NY"	"36013"	12	73702	Unreliable	8.4	28.4	0.0%
	"Chemung County, NY"	"36015"	21	117108	17.9	11.1	27.4	0.0%
	"Columbia County, NY"	"36021"	10	62062	Unreliable	7.7	29.6	0.0%
	"Dutchess County, NY"	"36027"	88	580088	15.2	12.2	18.7	0.1%
	"Erie County, NY"	"36029"	330	2356681	14.0	12.5	15.5	0.3%
	"Jefferson County, NY"	"36045"	13	141173	Unreliable	4.9	15.7	0.0%
	"Kings County, NY"	"36047"	2781	17155107	16.2	15.6	16.8	2.3%
	"Monroe County, NY"	"36055"	249	2146653	11.6	10.2	13.0	0.2%
	"Nassau County, NY"	"36059"	229	2890874	7.9	6.9	8.9	0.2%
	"New York County, NY"	"36061"	1593	5803334	27.4	26.1	28.8	1.3%
	"Niagara County, NY"	"36063"	48	282786	17.0	12.5	22.5	0.0%
	"Oneida County, NY"	"36065"	37	291736	12.7	8.9	17.5	0.0%
	"Onondaga County, NY"	"36067"	175	976787	17.9	15.3	20.6	0.1%
	"Orange County, NY"	"36071"	75	739897	10.1	8.0	12.7	0.1%
	"Queens County, NY"	"36081"	1158	8855955	13.1	12.3	13.8	1.0%
	"Rensselaer County, NY"	"36083"	18	194781	Unreliable	5.5	14.6	0.0%
	"Richmond County, NY"	"36085"	162	966874	16.8	14.2	19.3	0.1%
	"Rockland County, NY"	"36087"	41	718040	5.7	4.1	7.7	0.0%
	"Schenectady County, NY"	"36093"	33	288794	11.4	7.9	16.0	0.0%
	"Suffolk County, NY"	"36103"	246	2217583	11.1	9.7	12.5	0.2%
	"Sullivan County, NY"	"36105"	21	139860	15.0	9.3	23.0	0.0%
	"Tompkins County, NY"	"36109"	11	86482	Unreliable	6.3	22.8	0.0%
	"Ulster County, NY"	"36111"	18	231138	Unreliable	4.6	12.3	0.0%
	"Westchester County, NY"	"36119"	264	2747491	9.6	8.4	10.8	0.2%
	"Alamance County, NC"	"37001"	92	514829	17.9	14.4	21.9	0.1%
	"Anson County, NC"	"37007"	37	231580	16.0	11.2	22.0	0.0%
	"Beaufort County, NC"	"37013"	42	228983	18.3	13.2	24.8	0.0%
	"Bertie County, NC"	"37015"	25	229410	10.9	7.1	16.1	0.0%
	"Bladen County, NC"	"37017"	26	223293	11.6	7.6	17.1	0.0%
	"Brunswick County, NC"	"37019"	28	222276	12.6	8.4	18.2	0.0%
	"Buncombe County, NC"	"37021"	54	300321	18.0	13.5	23.5	0.0%
	"Burke County, NC"	"37023"	21	113497	18.5	11.5	28.3	0.0%
	"Cabarrus County, NC"	"37025"	55	465112	11.8	8.9	15.4	0.0%
	"Caldwell County, NC"	"37027"	20	79369	25.2	15.4	38.9	0.0%
	"Carteret County, NC"	"37031"	13	79920	Unreliable	8.7	27.8	0.0%
	"Caswell County, NC"	"37033"	19	148952	Unreliable	7.7	19.9	0.0%
	"Catawba County, NC"	"37035"	48	243056	19.7	14.6	26.2	0.0%
	"Chatham County, NC"	"37037"	25	159827	15.6	10.1	23.1	0.0%
	"Chowan County, NC"	"37041"	16	94763	Unreliable	9.7	27.4	0.0%
	"Cleveland County, NC"	"37045"	75	371970	20.2	15.9	25.3	0.1%
	"Columbus County, NC"	"37047"	40	315753	12.7	9.1	17.3	0.0%
	"Craven County, NC"	"37049"	91	426082	21.4	17.2	26.2	0.1%
	"Cumberland County, NC"	"37051"	257	2172834	11.8	10.4	13.3	0.2%
	"Davidson County, NC"	"37057"	50	272305	18.4	13.6	24.2	0.0%
	"Duplin County, NC"	"37061"	34	274690	12.4	8.6	17.3	0.0%
	"Durham County, NC"	"37063"	288	1852008	15.6	13.8	17.3	0.2%
	"Edgecombe County, NC"	"37065"	116	583076	19.9	16.3	23.5	0.1%
	"Forsyth County, NC"	"37067"	263	1666216	15.8	13.9	17.7	0.2%
	"Franklin County, NC"	"37069"	40	290395	13.8	9.8	18.8	0.0%
	"Gaston County, NC"	"37071"	77	559861	13.8	10.9	17.2	0.1%
	"Granville County, NC"	"37077"	52	343042	15.2	11.3	19.9	0.0%
	"Greene County, NC"	"37079"	16	143894	Unreliable	6.4	18.1	0.0%
	"Guilford County, NC"	"37081"	388	2786990	13.9	12.5	15.3	0.3%
	"Halifax County, NC"	"37083"	118	533313	22.1	18.1	26.1	0.1%
	"Harnett County, NC"	"37085"	50	445299	11.2	8.3	14.8	0.0%
	"Henderson County, NC"	"37089"	12	64505	Unreliable	9.6	32.5	0.0%
	"Hertford County, NC"	"37091"	38	262999	14.4	10.2	19.8	0.0%
	"Hoke County, NC"	"37093"	29	286189	10.1	6.8	14.6	0.0%
	"Iredell County, NC"	"37097"	55	350220	15.7	11.8	20.4	0.0%
	"Johnston County, NC"	"37101"	50	458897	10.9	8.1	14.4	0.0%
	"Lee County, NC"	"37105"	38	205585	18.5	13.1	25.4	0.0%
	"Lenoir County, NC"	"37107"	82	439568	18.7	14.8	23.2	0.1%
	"Lincoln County, NC"	"37109"	19	82255	Unreliable	13.9	36.1	0.0%
	"Martin County, NC"	"37117"	43	196439	21.9	15.8	29.5	0.0%
	"Mecklenburg County, NC"	"37119"	571	4881525	11.7	10.7	12.7	0.5%
	"Montgomery County, NC"	"37123"	13	99633	Unreliable	6.9	22.3	0.0%
	"Moore County, NC"	"37125"	40	220162	18.2	13.0	24.7	0.0%
	"Nash County, NC"	"37127"	94	626269	15.0	12.1	18.4	0.1%
	"New Hanover County, NC"	"37129"	113	550084	20.5	16.8	24.3	0.1%
	"Northampton County, NC"	"37131"	42	231710	18.1	13.1	24.5	0.0%
	"Onslow County, NC"	"37133"	52	550904	9.4	7.0	12.4	0.0%
	"Orange County, NC"	"37135"	49	308151	15.9	11.8	21.0	0.0%
	"Pamlico County, NC"	"37137"	10	51884	Unreliable	9.2	35.4	0.0%
	"Pasquotank County, NC"	"37139"	47	271892	17.3	12.7	23.0	0.0%
	"Pender County, NC"	"37141"	25	176475	14.2	9.2	20.9	0.0%
	"Person County, NC"	"37145"	45	194096	23.2	16.9	31.0	0.0%
	"Pitt County, NC"	"37147"	146	992574	14.7	12.3	17.1	0.1%
	"Randolph County, NC"	"37151"	26	155563	16.7	10.9	24.5	0.0%
	"Richmond County, NC"	"37153"	46	262894	17.5	12.8	23.3	0.0%
	"Robeson County, NC"	"37155"	73	590768	12.4	9.7	15.5	0.1%
	"Rockingham County, NC"	"37157"	50	328788	15.2	11.3	20.0	0.0%
	"Rowan County, NC"	"37159"	54	405633	13.3	10.0	17.4	0.0%
	"Rutherford County, NC"	"37161"	23	129955	17.7	11.2	26.6	0.0%
	"Sampson County, NC"	"37163"	71	326084	21.8	17.0	27.5	0.1%
	"Scotland County, NC"	"37165"	49	251569	19.5	14.4	25.8	0.0%
	"Stanly County, NC"	"37167"	23	124713	18.4	11.7	27.7	0.0%
	"Surry County, NC"	"37171"	16	56473	Unreliable	16.2	46.0	0.0%
	"Union County, NC"	"37179"	42	401909	10.5	7.5	14.1	0.0%
	"Vance County, NC"	"37181"	62	405632	15.3	11.7	19.6	0.1%
	"Wake County, NC"	"37183"	338	3206509	10.5	9.4	11.7	0.3%
	"Warren County, NC"	"37185"	27	198964	13.6	8.9	19.7	0.0%
	"Washington County, NC"	"37187"	19	119103	Unreliable	9.6	24.9	0.0%
	"Wayne County, NC"	"37191"	111	715261	15.5	12.6	18.4	0.1%
	"Wilkes County, NC"	"37193"	23	55624	41.3	26.2	62.0	0.0%
	"Wilson County, NC"	"37195"	91	568379	16.0	12.9	19.7	0.1%
	"Allen County, OH"	"39003"	32	254333	12.6	8.6	17.8	0.0%
	"Ashtabula County, OH"	"39007"	10	75107	Unreliable	6.4	24.5	0.0%
	"Belmont County, OH"	"39013"	10	55594	Unreliable	8.6	33.1	0.0%
	"Butler County, OH"	"39017"	101	484995	20.8	16.8	24.9	0.1%
	"Clark County, OH"	"39023"	70	248858	28.1	21.9	35.5	0.1%
	"Columbiana County, OH"	"39029"	15	52469	Unreliable	16.0	47.2	0.0%
	"Cuyahoga County, OH"	"39035"	1473	7088211	20.8	19.7	21.8	1.2%
	"Erie County, OH"	"39043"	27	137357	19.7	13.0	28.6	0.0%
	"Franklin County, OH"	"39049"	808	4495511	18.0	16.7	19.2	0.7%
	"Greene County, OH"	"39057"	30	220737	13.6	9.2	19.4	0.0%
	"Hamilton County, OH"	"39061"	744	3798535	19.6	18.2	21.0	0.6%
	"Jefferson County, OH"	"39081"	28	79498	35.2	23.4	50.9	0.0%
	"Lake County, OH"	"39085"	18	137689	Unreliable	7.7	20.7	0.0%
	"Licking County, OH"	"39089"	11	102395	Unreliable	5.4	19.2	0.0%
	"Lorain County, OH"	"39093"	67	517433	12.9	10.0	16.4	0.1%
	"Lucas County, OH"	"39095"	343	1577921	21.7	19.4	24.0	0.3%
	"Mahoning County, OH"	"39099"	203	733214	27.7	23.9	31.5	0.2%
	"Montgomery County, OH"	"39113"	645	2107323	30.6	28.2	33.0	0.5%
	"Muskingum County, OH"	"39119"	11	75793	Unreliable	7.2	26.0	0.0%
	"Portage County, OH"	"39133"	11	126275	Unreliable	4.3	15.6	0.0%
