"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Lauderdale County, AL"	"01077"	14	168323	Unreliable	4.5	14.0	0.0%
	"Lee County, AL"	"01081"	122	567547	21.5	17.7	25.3	0.1%
	"Limestone County, AL"	"01083"	21	189485	11.1	6.9	16.9	0.0%
	"Lowndes County, AL"	"01085"	47	157875	29.8	21.9	39.6	0.0%
	"Macon County, AL"	"01087"	89	327544	27.2	21.8	33.4	0.1%
	"Madison County, AL"	"01089"	173	1404970	12.3	10.5	14.1	0.1%
	"Marengo County, AL"	"01091"	24	199035	12.1	7.7	17.9	0.0%
	"Mobile County, AL"	"01097"	725	2559110	28.3	26.3	30.4	0.5%
	"Monroe County, AL"	"01099"	30	173216	17.3	11.7	24.7	0.0%
	"Montgomery County, AL"	"01101"	545	2191678	24.9	22.8	27.0	0.4%
	"Morgan County, AL"	"01103"	30	257017	11.7	7.9	16.7	0.0%
	"Perry County, AL"	"01105"	17	133303	Unreliable	7.4	20.4	0.0%
	"Pickens County, AL"	"01107"	10	153693	Unreliable	3.1	12.0	0.0%
	"Pike County, AL"	"01109"	34	213599	15.9	11.0	22.2	0.0%
	"Randolph County, AL"	"01111"	14	86179	Unreliable	8.9	27.3	0.0%
	"Russell County, AL"	"01113"	82	409939	20.0	15.9	24.8	0.1%
	"St. Clair County, AL"	"01115"	13	124179	Unreliable	5.6	17.9	0.0%
	"Shelby County, AL"	"01117"	39	339015	11.5	8.2	15.7	0.0%
	"Sumter County, AL"	"01119"	26	185963	14.0	9.1	20.5	0.0%
	"Talladega County, AL"	"01121"	77	473335	16.3	12.8	20.3	0.1%
	"Tallapoosa County, AL"	"01123"	35	200176	17.5	12.2	24.3	0.0%
	"Tuscaloosa County, AL"	"01125"	157	1008384	15.6	13.1	18.0	0.1%
	"Walker County, AL"	"01127"	14	77542	Unreliable	9.9	30.3	0.0%
	"Washington County, AL"	"01129"	13	80860	Unreliable	8.6	27.5	0.0%
	"Wilcox County, AL"	"01131"	31	156565	19.8	13.5	28.1	0.0%
	"Anchorage Borough, AK"	"02020"	58	379180	15.3	11.6	19.8	0.0%
	"Fairbanks North Star Borough, AK"	"02090"	13	107797	Unreliable	6.4	20.6	0.0%
	"Maricopa County, AZ"	"04013"	710	3651864	19.4	18.0	20.9	0.5%
	"Pima County, AZ"	"04019"	140	722683	19.4	16.2	22.6	0.1%
	"Pinal County, AZ"	"04021"	29	263225	11.0	7.4	15.8	0.0%
	"Arkansas County, AR"	"05001"	20	86336	23.2	14.2	35.8	0.0%
	"Ashley County, AR"	"05003"	13	107829	Unreliable	6.4	20.6	0.0%
	"Bradley County, AR"	"05011"	15	60413	Unreliable	13.9	41.0	0.0%
	"Chicot County, AR"	"05017"	27	121927	22.1	14.6	32.2	0.0%
	"Columbia County, AR"	"05027"	17	164597	Unreliable	6.0	16.5	0.0%
	"Conway County, AR"	"05029"	11	46476	Unreliable	11.8	42.3	0.0%
	"Craighead County, AR"	"05031"	33	203090	16.2	11.2	22.8	0.0%
	"Crittenden County, AR"	"05035"	108	456655	23.7	19.2	28.1	0.1%
	"Cross County, AR"	"05037"	11	77488	Unreliable	7.1	25.4	0.0%
	"Dallas County, AR"	"05039"	11	63536	Unreliable	8.6	31.0	0.0%
	"Desha County, AR"	"05041"	30	116079	25.8	17.4	36.9	0.0%
	"Drew County, AR"	"05043"	16	94275	Unreliable	9.7	27.6	0.0%
	"Faulkner County, AR"	"05045"	23	198948	11.6	7.3	17.3	0.0%
	"Garland County, AR"	"05051"	42	144110	29.1	21.0	39.4	0.0%
	"Hempstead County, AR"	"05057"	18	125710	Unreliable	8.5	22.6	0.0%
	"Hot Spring County, AR"	"05059"	10	64835	Unreliable	7.4	28.4	0.0%
	"Jefferson County, AR"	"05069"	228	757292	30.1	26.2	34.0	0.2%
	"Lafayette County, AR"	"05073"	10	52634	Unreliable	9.1	34.9	0.0%
	"Lee County, AR"	"05077"	26	110930	23.4	15.3	34.3	0.0%
	"Lincoln County, AR"	"05079"	13	81427	Unreliable	8.5	27.3	0.0%
	"Lonoke County, AR"	"05085"	11	74493	Unreliable	7.4	26.4	0.0%
	"Miller County, AR"	"05091"	18	189216	Unreliable	5.6	15.0	0.0%
	"Mississippi County, AR"	"05093"	96	291372	32.9	26.7	40.2	0.1%
	"Ouachita County, AR"	"05103"	34	192774	17.6	12.2	24.6	0.0%
	"Phillips County, AR"	"05107"	97	254713	38.1	30.9	46.5	0.1%
	"Pulaski County, AR"	"05119"	751	2375419	31.6	29.4	33.9	0.5%
	"St. Francis County, AR"	"05123"	57	263533	21.6	16.4	28.0	0.0%
	"Sebastian County, AR"	"05131"	25	155970	16.0	10.4	23.7	0.0%
	"Union County, AR"	"05139"	59	252888	23.3	17.8	30.1	0.0%
	"Alameda County, CA"	"06001"	1448	3907535	37.1	35.1	39.0	1.0%
	"Butte County, CA"	"06007"	11	85864	Unreliable	6.4	22.9	0.0%
	"Contra Costa County, CA"	"06013"	735	1946699	37.8	35.0	40.5	0.5%
	"Fresno County, CA"	"06019"	258	1018053	25.3	22.3	28.4	0.2%
	"Kern County, CA"	"06029"	259	969729	26.7	23.5	30.0	0.2%
	"Kings County, CA"	"06031"	14	225668	Unreliable	3.4	10.4	0.0%
	"Los Angeles County, CA"	"06037"	5148	17811079	28.9	28.1	29.7	3.4%
	"Madera County, CA"	"06039"	17	118367	Unreliable	8.4	23.0	0.0%
	"Marin County, CA"	"06041"	15	154448	Unreliable	5.4	16.0	0.0%
	"Merced County, CA"	"06047"	39	207577	18.8	13.4	25.7	0.0%
	"Monterey County, CA"	"06053"	31	321918	9.6	6.5	13.7	0.0%
	"Orange County, CA"	"06059"	68	1208479	5.6	4.4	7.1	0.0%
	"Riverside County, CA"	"06065"	334	2710672	12.3	11.0	13.6	0.2%
	"Sacramento County, CA"	"06067"	554	2994311	18.5	17.0	20.0	0.4%
	"San Bernardino County, CA"	"06071"	779	3635415	21.4	19.9	22.9	0.5%
	"San Diego County, CA"	"06073"	418	3470051	12.0	10.9	13.2	0.3%
	"San Francisco County, CA"	"06075"	478	1057189	45.2	41.2	49.3	0.3%
	"San Joaquin County, CA"	"06077"	279	1035745	26.9	23.8	30.1	0.2%
	"San Mateo County, CA"	"06081"	101	480910	21.0	16.9	25.1	0.1%
	"Santa Clara County, CA"	"06085"	66	1037298	6.4	4.9	8.1	0.0%
	"Solano County, CA"	"06095"	265	1250661	21.2	18.6	23.7	0.2%
	"Stanislaus County, CA"	"06099"	53	331506	16.0	12.0	20.9	0.0%
	"Tulare County, CA"	"06107"	29	178315	16.3	10.9	23.4	0.0%
	"Ventura County, CA"	"06111"	30	371121	8.1	5.5	11.5	0.0%
	"Yolo County, CA"	"06113"	11	112878	Unreliable	4.9	17.4	0.0%
	"Adams County, CO"	"08001"	52	297653	17.5	13.0	22.9	0.0%
	"Arapahoe County, CO"	"08005"	144	1084765	13.3	11.1	15.4	0.1%
	"Denver County, CO"	"08031"	275	1240039	22.2	19.6	24.8	0.2%
	"El Paso County, CO"	"08041"	98	846583	11.6	9.4	14.1	0.1%
	"Jefferson County, CO"	"08059"	17	138966	Unreliable	7.1	19.6	0.0%
	"Pueblo County, CO"	"08101"	10	73526	Unreliable	6.5	25.0	0.0%
	"Fairfield County, CT"	"09001"	240	1963483	12.2	10.7	13.8	0.2%
	"Hartford County, CT"	"09003"	341	2337607	14.6	13.0	16.1	0.2%
	"New Haven County, CT"	"09009"	333	2131664	15.6	13.9	17.3	0.2%
	"New London County, CT"	"09011"	32	354527	9.0	6.2	12.7	0.0%
	"Kent County, DE"	"10001"	54	678521	8.0	6.0	10.4	0.0%
	"New Castle County, DE"	"10003"	450	2292288	19.6	17.8	21.4	0.3%
	"Sussex County, DE"	"10005"	38	479265	7.9	5.6	10.9	0.0%
	"District of Columbia, DC"	"11001"	2538	5982894	42.4	40.8	44.1	1.7%
	"Alachua County, FL"	"12001"	98	897454	10.9	8.9	13.3	0.1%
	"Bay County, FL"	"12005"	49	342523	14.3	10.6	18.9	0.0%
	"Bradford County, FL"	"12007"	11	103469	Unreliable	5.3	19.0	0.0%
	"Brevard County, FL"	"12009"	174	984788	17.7	15.0	20.3	0.1%
	"Broward County, FL"	"12011"	906	8391196	10.8	10.1	11.5	0.6%
	"Clay County, FL"	"12019"	24	319134	7.5	4.8	11.2	0.0%
	"Collier County, FL"	"12021"	43	379098	11.3	8.2	15.3	0.0%
	"Columbia County, FL"	"12023"	33	210793	15.7	10.8	22.0	0.0%
	"DeSoto County, FL"	"12027"	11	81647	Unreliable	6.7	24.1	0.0%
	"Duval County, FL"	"12031"	1297	4596623	28.2	26.7	29.8	0.9%
	"Escambia County, FL"	"12033"	187	1252494	14.9	12.8	17.1	0.1%
	"Gadsden County, FL"	"12039"	67	467234	14.3	11.1	18.2	0.0%
	"Hamilton County, FL"	"12047"	16	92755	Unreliable	9.9	28.0	0.0%
	"Hendry County, FL"	"12051"	28	97036	28.9	19.2	41.7	0.0%
	"Hernando County, FL"	"12053"	13	154575	Unreliable	4.5	14.4	0.0%
	"Highlands County, FL"	"12055"	35	175729	19.9	13.9	27.7	0.0%
	"Hillsborough County, FL"	"12057"	533	3677083	14.5	13.3	15.7	0.4%
	"Indian River County, FL"	"12061"	27	218229	12.4	8.2	18.0	0.0%
	"Jackson County, FL"	"12063"	23	236155	9.7	6.2	14.6	0.0%
	"Lake County, FL"	"12069"	62	501621	12.4	9.5	15.8	0.0%
	"Lee County, FL"	"12071"	230	895820	25.7	22.4	29.0	0.2%
	"Leon County, FL"	"12073"	136	1484941	9.2	7.6	10.7	0.1%
	"Madison County, FL"	"12079"	13	136014	Unreliable	5.1	16.3	0.0%
	"Manatee County, FL"	"12081"	147	525393	28.0	23.5	32.5	0.1%
	"Marion County, FL"	"12083"	114	716578	15.9	13.0	18.8	0.1%
	"Martin County, FL"	"12085"	14	147867	Unreliable	5.2	15.9	0.0%
	"Miami-Dade County, FL"	"12086"	2395	8943533	26.8	25.7	27.9	1.6%
	"Nassau County, FL"	"12089"	13	88187	Unreliable	7.8	25.2	0.0%
	"Okaloosa County, FL"	"12091"	32	343366	9.3	6.4	13.2	0.0%
	"Orange County, FL"	"12095"	825	4307965	19.2	17.8	20.5	0.5%
	"Osceola County, FL"	"12097"	52	557748	9.3	7.0	12.2	0.0%
	"Palm Beach County, FL"	"12099"	798	4056830	19.7	18.3	21.0	0.5%
	"Pasco County, FL"	"12101"	45	353564	12.7	9.3	17.0	0.0%
	"Pinellas County, FL"	"12103"	334	1756484	19.0	17.0	21.1	0.2%
	"Polk County, FL"	"12105"	200	1583292	12.6	10.9	14.4	0.1%
	"Putnam County, FL"	"12107"	41	225113	18.2	13.1	24.7	0.0%
	"St. Johns County, FL"	"12109"	18	193044	Unreliable	5.5	14.7	0.0%
	"St. Lucie County, FL"	"12111"	157	872433	18.0	15.2	20.8	0.1%
	"Sarasota County, FL"	"12115"	68	327295	20.8	16.1	26.3	0.0%
	"Seminole County, FL"	"12117"	110	864860	12.7	10.3	15.1	0.1%
	"Sumter County, FL"	"12119"	13	160835	Unreliable	4.3	13.8	0.0%
	"Suwannee County, FL"	"12121"	11	90237	Unreliable	6.1	21.8	0.0%
	"Taylor County, FL"	"12123"	10	78407	Unreliable	6.1	23.5	0.0%
	"Volusia County, FL"	"12127"	128	945872	13.5	11.2	15.9	0.1%
	"Baldwin County, GA"	"13009"	49	353010	13.9	10.3	18.4	0.0%
	"Barrow County, GA"	"13013"	14	129933	Unreliable	5.9	18.1	0.0%
	"Bartow County, GA"	"13015"	17	174167	Unreliable	5.7	15.6	0.0%
	"Ben Hill County, GA"	"13017"	23	109223	21.1	13.3	31.6	0.0%
	"Bibb County, GA"	"13021"	311	1433719	21.7	19.3	24.1	0.2%
	"Bleckley County, GA"	"13023"	10	59990	Unreliable	8.0	30.7	0.0%
	"Brooks County, GA"	"13027"	13	106444	Unreliable	6.5	20.9	0.0%
	"Bulloch County, GA"	"13031"	26	343555	7.6	4.9	11.1	0.0%
	"Burke County, GA"	"13033"	36	205949	17.5	12.2	24.2	0.0%
	"Butts County, GA"	"13035"	11	114941	Unreliable	4.8	17.1	0.0%
	"Calhoun County, GA"	"13037"	12	71802	Unreliable	8.6	29.2	0.0%
	"Camden County, GA"	"13039"	22	179591	12.3	7.7	18.5	0.0%
	"Carroll County, GA"	"13045"	37	345955	10.7	7.5	14.7	0.0%
	"Chatham County, GA"	"13051"	494	1907711	25.9	23.6	28.2	0.3%
	"Clarke County, GA"	"13059"	68	562634	12.1	9.4	15.3	0.0%
	"Clayton County, GA"	"13063"	411	3002506	13.7	12.4	15.0	0.3%
	"Cobb County, GA"	"13067"	298	2986193	10.0	8.8	11.1	0.2%
	"Coffee County, GA"	"13069"	29	203440	14.3	9.5	20.5	0.0%
	"Colquitt County, GA"	"13071"	46	188007	24.5	17.9	32.6	0.0%
	"Columbia County, GA"	"13073"	21	322360	6.5	4.0	10.0	0.0%
	"Cook County, GA"	"13075"	14	85418	Unreliable	9.0	27.5	0.0%
	"Coweta County, GA"	"13077"	34	380234	8.9	6.2	12.5	0.0%
	"Crisp County, GA"	"13081"	37	180670	20.5	14.4	28.2	0.0%
	"Decatur County, GA"	"13087"	27	206335	13.1	8.6	19.0	0.0%
	"DeKalb County, GA"	"13089"	1283	6940357	18.5	17.5	19.5	0.9%
	"Dougherty County, GA"	"13095"	134	1111200	12.1	10.0	14.1	0.1%
	"Douglas County, GA"	"13097"	51	779992	6.5	4.9	8.6	0.0%
	"Early County, GA"	"13099"	11	101591	Unreliable	5.4	19.4	0.0%
	"Emanuel County, GA"	"13107"	23	135745	16.9	10.7	25.4	0.0%
	"Fayette County, GA"	"13113"	23	345130	6.7	4.2	10.0	0.0%
	"Floyd County, GA"	"13115"	35	248536	14.1	9.8	19.6	0.0%
	"Fulton County, GA"	"13121"	1917	7244552	26.5	25.3	27.6	1.3%
	"Glynn County, GA"	"13127"	52	368613	14.1	10.5	18.5	0.0%
	"Grady County, GA"	"13131"	16	133506	Unreliable	6.9	19.5	0.0%
	"Greene County, GA"	"13133"	10	112595	Unreliable	4.3	16.3	0.0%
	"Gwinnett County, GA"	"13135"	254	3085986	8.2	7.2	9.2	0.2%
	"Hall County, GA"	"13139"	24	244114	9.8	6.3	14.6	0.0%
	"Hancock County, GA"	"13141"	15	128087	Unreliable	6.6	19.3	0.0%
	"Henry County, GA"	"13151"	87	1076118	8.1	6.5	10.0	0.1%
	"Houston County, GA"	"13153"	56	684366	8.2	6.2	10.6	0.0%
	"Irwin County, GA"	"13155"	12	46049	Unreliable	13.5	45.5	0.0%
	"Jackson County, GA"	"13157"	10	75458	Unreliable	6.4	24.4	0.0%
	"Jefferson County, GA"	"13163"	23	167406	13.7	8.7	20.6	0.0%
	"Jenkins County, GA"	"13165"	10	65142	Unreliable	7.4	28.2	0.0%
	"Laurens County, GA"	"13175"	45	304783	14.8	10.8	19.8	0.0%
	"Liberty County, GA"	"13179"	69	509973	13.5	10.5	17.1	0.0%
	"Lowndes County, GA"	"13185"	87	674723	12.9	10.3	15.9	0.1%
	"McDuffie County, GA"	"13189"	20	154452	12.9	7.9	20.0	0.0%
	"McIntosh County, GA"	"13191"	10	85450	Unreliable	5.6	21.5	0.0%
	"Macon County, GA"	"13193"	15	154767	Unreliable	5.4	16.0	0.0%
	"Meriwether County, GA"	"13199"	19	162583	Unreliable	7.0	18.2	0.0%
	"Mitchell County, GA"	"13205"	15	204093	Unreliable	4.1	12.1	0.0%
	"Monroe County, GA"	"13207"	11	114327	Unreliable	4.8	17.2	0.0%
	"Muscogee County, GA"	"13215"	257	1598211	16.1	14.1	18.0	0.2%
	"Newton County, GA"	"13217"	72	600644	12.0	9.4	15.1	0.0%
	"Paulding County, GA"	"13223"	14	348212	Unreliable	2.2	6.7	0.0%
	"Peach County, GA"	"13225"	18	213257	Unreliable	5.0	13.3	0.0%
	"Polk County, GA"	"13233"	17	97441	Unreliable	10.2	27.9	0.0%
	"Randolph County, GA"	"13243"	11	83978	Unreliable	6.5	23.4	0.0%
	"Richmond County, GA"	"13245"	313	1963416	15.9	14.2	17.7	0.2%
	"Rockdale County, GA"	"13247"	57	582807	9.8	7.4	12.7	0.0%
	"Screven County, GA"	"13251"	19	117328	Unreliable	9.7	25.3	0.0%
	"Spalding County, GA"	"13255"	50	369594	13.5	10.0	17.8	0.0%
	"Stewart County, GA"	"13259"	14	56874	Unreliable	13.5	41.3	0.0%
	"Sumter County, GA"	"13261"	33	302401	10.9	7.5	15.3	0.0%
	"Talbot County, GA"	"13263"	14	71642	Unreliable	10.7	32.8	0.0%
	"Tattnall County, GA"	"13267"	21	130668	16.1	9.9	24.6	0.0%
	"Telfair County, GA"	"13271"	11	101853	Unreliable	5.4	19.3	0.0%
	"Terrell County, GA"	"13273"	13	109433	Unreliable	6.3	20.3	0.0%
	"Thomas County, GA"	"13275"	17	300647	Unreliable	3.3	9.1	0.0%
	"Tift County, GA"	"13277"	42	210218	20.0	14.4	27.0	0.0%
	"Toombs County, GA"	"13279"	23	123466	18.6	11.8	28.0	0.0%
	"Troup County, GA"	"13285"	47	397714	11.8	8.7	15.7	0.0%
	"Upson County, GA"	"13293"	12	138702	Unreliable	4.5	15.1	0.0%
	"Walton County, GA"	"13297"	25	221583	11.3	7.3	16.7	0.0%
	"Ware County, GA"	"13299"	33	188808	17.5	12.0	24.5	0.0%
	"Washington County, GA"	"13303"	19	202046	Unreliable	5.7	14.7	0.0%
	"Wayne County, GA"	"13305"	11	108061	Unreliable	5.1	18.2	0.0%
	"Honolulu County, HI"	"15003"	22	572629	3.8	2.4	5.8	0.0%
	"Adams County, IL"	"17001"	12	48875	Unreliable	12.7	42.9	0.0%
	"Alexander County, IL"	"17003"	10	55195	Unreliable	8.7	33.3	0.0%
	"Champaign County, IL"	"17019"	53	455306	11.6	8.7	15.2	0.0%
	"Cook County, IL"	"17031"	8654	24504131	35.3	34.6	36.1	5.8%
	"DuPage County, IL"	"17043"	58	776068	7.5	5.7	9.7	0.0%
	"Jackson County, IL"	"17077"	14	159206	Unreliable	4.8	14.8	0.0%
	"Jefferson County, IL"	"17081"	10	63501	Unreliable	7.6	29.0	0.0%
	"Kane County, IL"	"17089"	89	548624	16.2	13.0	20.0	0.1%
	"Kankakee County, IL"	"17091"	66	317346	20.8	16.1	26.5	0.0%
	"Lake County, IL"	"17097"	125	937358	13.3	11.0	15.7	0.1%
	"McLean County, IL"	"17113"	22	231554	9.5	6.0	14.4	0.0%
	"Macon County, IL"	"17115"	68	334075	20.4	15.8	25.8	0.0%
	"Madison County, IL"	"17119"	87	394588	22.0	17.7	27.2	0.1%
	"Peoria County, IL"	"17143"	199	615735	32.3	27.8	36.8	0.1%
	"Rock Island County, IL"	"17161"	40	255310	15.7	11.2	21.3	0.0%
	"St. Clair County, IL"	"17163"	558	1451768	38.4	35.2	41.6	0.4%
	"Sangamon County, IL"	"17167"	102	421886	24.2	19.5	28.9	0.1%
	"Stephenson County, IL"	"17177"	11	83390	Unreliable	6.6	23.6	0.0%
	"Vermilion County, IL"	"17183"	48	192670	24.9	18.4	33.0	0.0%
	"Will County, IL"	"17197"	197	1303402	15.1	13.0	17.2	0.1%
	"Winnebago County, IL"	"17201"	189	659847	28.6	24.6	32.7	0.1%
	"Allen County, IN"	"18003"	278	804925	34.5	30.5	38.6	0.2%
	"Clark County, IN"	"18019"	17	149160	Unreliable	6.6	18.2	0.0%
	"Delaware County, IN"	"18035"	20	160244	12.5	7.6	19.3	0.0%
	"Elkhart County, IN"	"18039"	59	226292	26.1	19.8	33.6	0.0%
	"Floyd County, IN"	"18043"	11	74932	Unreliable	7.3	26.3	0.0%
	"Grant County, IN"	"18053"	10	101929	Unreliable	4.7	18.0	0.0%
	"Howard County, IN"	"18067"	21	116181	18.1	11.2	27.6	0.0%
	"Lake County, IN"	"18089"	1154	2313474	49.9	47.0	52.8	0.8%
	"La Porte County, IN"	"18091"	35	228826	15.3	10.7	21.3	0.0%
	"Madison County, IN"	"18095"	25	207431	12.1	7.8	17.8	0.0%
	"Marion County, IN"	"18097"	1498	4403844	34.0	32.3	35.7	1.0%
	"St. Joseph County, IN"	"18141"	191	644744	29.6	25.4	33.8	0.1%
	"Vanderburgh County, IN"	"18163"	52	309876	16.8	12.5	22.0	0.0%
	"Vigo County, IN"	"18167"	21	143254	14.7	9.1	22.4	0.0%
	"Black Hawk County, IA"	"19013"	39	217016	18.0	12.8	24.6	0.0%
	"Linn County, IA"	"19113"	21	164443	12.8	7.9	19.5	0.0%
	"Polk County, IA"	"19153"	77	486443	15.8	12.5	19.8	0.1%
	"Scott County, IA"	"19163"	39	228860	17.0	12.1	23.3	0.0%
	"Geary County, KS"	"20061"	10	124203	Unreliable	3.9	14.8	0.0%
	"Johnson County, KS"	"20091"	39	424134	9.2	6.5	12.6	0.0%
	"Leavenworth County, KS"	"20103"	10	142613	Unreliable	3.4	12.9	0.0%
	"Sedgwick County, KS"	"20173"	220	899240	24.5	21.2	27.7	0.1%
	"Shawnee County, KS"	"20177"	117	318957	36.7	30.0	43.3	0.1%
	"Wyandotte County, KS"	"20209"	352	783307	44.9	40.2	49.6	0.2%
	"Christian County, KY"	"21047"	47	307827	15.3	11.2	20.3	0.0%
	"Fayette County, KY"	"21067"	132	780232	16.9	14.0	19.8	0.1%
	"Hardin County, KY"	"21093"	14	236617	Unreliable	3.2	9.9	0.0%
	"Jefferson County, KY"	"21111"	764	2771418	27.6	25.6	29.5	0.5%
	"Kenton County, KY"	"21117"	26	138138	18.8	12.3	27.6	0.0%
	"McCracken County, KY"	"21145"	21	135956	15.4	9.6	23.6	0.0%
	"Warren County, KY"	"21227"	25	186999	13.4	8.7	19.7	0.0%
	"Acadia Parish, LA"	"22001"	52	202958	25.6	19.1	33.6	0.0%
	"Ascension Parish, LA"	"22005"	76	391937	19.4	15.3	24.3	0.1%
	"Assumption Parish, LA"	"22007"	15	129592	Unreliable	6.5	19.1	0.0%
	"Avoyelles Parish, LA"	"22009"	24	225328	10.7	6.8	15.8	0.0%
	"Bossier Parish, LA"	"22015"	77	445963	17.3	13.6	21.6	0.1%
	"Caddo Parish, LA"	"22017"	542	2141233	25.3	23.2	27.4	0.4%
	"Calcasieu Parish, LA"	"22019"	143	864902	16.5	13.8	19.2	0.1%
	"Claiborne Parish, LA"	"22027"	17	151780	Unreliable	6.5	17.9	0.0%
	"Concordia Parish, LA"	"22029"	27	147044	18.4	12.1	26.7	0.0%
	"De Soto Parish, LA"	"22031"	22	190862	11.5	7.2	17.5	0.0%
	"East Baton Rouge Parish, LA"	"22033"	1113	3435856	32.4	30.5	34.3	0.7%
	"East Carroll Parish, LA"	"22035"	27	100423	26.9	17.7	39.1	0.0%
	"East Feliciana Parish, LA"	"22037"	24	167900	14.3	9.2	21.3	0.0%
	"Evangeline Parish, LA"	"22039"	20	178960	11.2	6.8	17.3	0.0%
	"Iberia Parish, LA"	"22045"	51	426386	12.0	8.9	15.7	0.0%
	"Iberville Parish, LA"	"22047"	45	297673	15.1	11.0	20.2	0.0%
	"Jefferson Parish, LA"	"22051"	801	2075968	38.6	35.9	41.3	0.5%
	"Jefferson Davis Parish, LA"	"22053"	31	101837	30.4	20.7	43.2	0.0%
	"Lafayette Parish, LA"	"22055"	134	991521	13.5	11.2	15.8	0.1%
	"Lafourche Parish, LA"	"22057"	38	230005	16.5	11.7	22.7	0.0%
	"Lincoln Parish, LA"	"22061"	29	334149	8.7	5.8	12.5	0.0%
	"Livingston Parish, LA"	"22063"	23	115206	20.0	12.7	30.0	0.0%
	"Madison Parish, LA"	"22065"	28	138559	20.2	13.4	29.2	0.0%
	"Morehouse Parish, LA"	"22067"	35	238219	14.7	10.2	20.4	0.0%
	"Natchitoches Parish, LA"	"22069"	51	290652	17.5	13.1	23.1	0.0%
	"Orleans Parish, LA"	"22071"	2954	4615698	64.0	61.7	66.3	2.0%
	"Ouachita Parish, LA"	"22073"	160	986902	16.2	13.7	18.7	0.1%
	"Pointe Coupee Parish, LA"	"22077"	29	151148	19.2	12.8	27.6	0.0%
	"Rapides Parish, LA"	"22079"	140	745280	18.8	15.7	21.9	0.1%
	"Richland Parish, LA"	"22083"	11	137946	Unreliable	4.0	14.3	0.0%
	"Sabine Parish, LA"	"22085"	10	74028	Unreliable	6.5	24.8	0.0%
	"St. Bernard Parish, LA"	"22087"	26	122978	21.1	13.8	31.0	0.0%
	"St. Charles Parish, LA"	"22089"	39	246385	15.8	11.3	21.6	0.0%
	"St. Helena Parish, LA"	"22091"	15	103686	Unreliable	8.1	23.9	0.0%
	"St. James Parish, LA"	"22093"	31	195247	15.9	10.8	22.5	0.0%
	"St. John the Baptist Parish, LA"	"22095"	115	414565	27.7	22.7	32.8	0.1%
	"St. Landry Parish, LA"	"22097"	83	642371	12.9	10.3	16.0	0.1%
	"St. Martin Parish, LA"	"22099"	41	291886	14.0	10.1	19.1	0.0%
	"St. Mary Parish, LA"	"22101"	45	318340	14.1	10.3	18.9	0.0%
	"St. Tammany Parish, LA"	"22103"	73	468171	15.6	12.2	19.6	0.0%
	"Tangipahoa Parish, LA"	"22105"	126	620795	20.3	16.8	23.8	0.1%
	"Terrebonne Parish, LA"	"22109"	85	375634	22.6	18.1	28.0	0.1%
	"Vermilion Parish, LA"	"22113"	39	150092	26.0	18.5	35.5	0.0%
	"Vernon Parish, LA"	"22115"	10	153194	Unreliable	3.1	12.0	0.0%
	"Washington Parish, LA"	"22117"	54	258115	20.9	15.7	27.3	0.0%
