"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Yavapai County, AZ"	"04025"	141	33507	420.8	351.3	490.3	0.0%
	"Yuma County, AZ"	"04027"	343	93401	367.2	328.4	406.1	0.0%
	"Arkansas County, AR"	"05001"	862	86336	998.4	931.8	1065.1	0.0%
	"Ashley County, AR"	"05003"	1232	107829	1142.5	1078.7	1206.4	0.0%
	"Baxter County, AR"	"05005"	12	2244	Unreliable	276.3	934.1	0.0%
	"Benton County, AR"	"05007"	119	58081	204.9	168.1	241.7	0.0%
	"Bradley County, AR"	"05011"	780	60413	1291.1	1200.5	1381.7	0.0%
	"Calhoun County, AR"	"05013"	254	22925	1108.0	971.7	1244.2	0.0%
	"Carroll County, AR"	"05015"	11	2944	Unreliable	186.5	668.5	0.0%
	"Chicot County, AR"	"05017"	1496	121927	1227.0	1164.8	1289.1	0.0%
	"Clark County, AR"	"05019"	942	98242	958.9	897.6	1020.1	0.0%
	"Cleburne County, AR"	"05023"	10	2052	Unreliable	233.7	896.2	0.0%
	"Cleveland County, AR"	"05025"	198	19795	1000.3	860.9	1139.6	0.0%
	"Columbia County, AR"	"05027"	1715	164597	1041.9	992.6	1091.3	0.0%
	"Conway County, AR"	"05029"	487	46476	1047.9	954.8	1140.9	0.0%
	"Craighead County, AR"	"05031"	833	203090	410.2	382.3	438.0	0.0%
	"Crawford County, AR"	"05033"	116	16831	689.2	563.8	814.6	0.0%
	"Crittenden County, AR"	"05035"	4117	456655	901.6	874.0	929.1	0.1%
	"Cross County, AR"	"05037"	794	77488	1024.7	953.4	1095.9	0.0%
	"Dallas County, AR"	"05039"	756	63536	1189.9	1105.1	1274.7	0.0%
	"Desha County, AR"	"05041"	1251	116079	1077.7	1018.0	1137.4	0.0%
	"Drew County, AR"	"05043"	866	94275	918.6	857.4	979.8	0.0%
	"Faulkner County, AR"	"05045"	967	198948	486.1	455.4	516.7	0.0%
	"Franklin County, AR"	"05047"	11	3156	Unreliable	174.0	623.6	0.0%
	"Garland County, AR"	"05051"	1371	144110	951.4	901.0	1001.7	0.0%
	"Grant County, AR"	"05053"	84	8944	939.2	749.1	1162.8	0.0%
	"Greene County, AR"	"05055"	24	5963	402.5	257.9	598.9	0.0%
	"Hempstead County, AR"	"05057"	1287	125710	1023.8	967.9	1079.7	0.0%
	"Hot Spring County, AR"	"05059"	636	64835	981.0	904.7	1057.2	0.0%
	"Howard County, AR"	"05061"	545	54034	1008.6	923.9	1093.3	0.0%
	"Independence County, AR"	"05063"	143	15298	934.8	781.6	1088.0	0.0%
	"Jackson County, AR"	"05067"	524	56735	923.6	844.5	1002.7	0.0%
	"Jefferson County, AR"	"05069"	6774	757292	894.5	873.2	915.8	0.1%
	"Johnson County, AR"	"05071"	32	8881	360.3	246.5	508.7	0.0%
	"Lafayette County, AR"	"05073"	680	52634	1291.9	1194.8	1389.0	0.0%
	"Lawrence County, AR"	"05075"	16	2829	Unreliable	323.3	918.5	0.0%
	"Lee County, AR"	"05077"	1299	110930	1171.0	1107.3	1234.7	0.0%
	"Lincoln County, AR"	"05079"	537	81427	659.5	603.7	715.3	0.0%
	"Little River County, AR"	"05081"	527	48778	1080.4	988.2	1172.6	0.0%
	"Logan County, AR"	"05083"	42	6423	653.9	471.3	883.9	0.0%
	"Lonoke County, AR"	"05085"	760	74493	1020.2	947.7	1092.8	0.0%
	"Miller County, AR"	"05091"	1519	189216	802.8	762.4	843.2	0.0%
	"Mississippi County, AR"	"05093"	2665	291372	914.6	879.9	949.4	0.1%
	"Monroe County, AR"	"05095"	798	63832	1250.2	1163.4	1336.9	0.0%
	"Nevada County, AR"	"05099"	570	52575	1084.2	995.2	1173.2	0.0%
	"Ouachita County, AR"	"05103"	2364	192774	1226.3	1176.9	1275.7	0.0%
	"Perry County, AR"	"05105"	25	4101	609.6	394.5	899.9	0.0%
	"Phillips County, AR"	"05107"	2970	254713	1166.0	1124.1	1208.0	0.1%
	"Pike County, AR"	"05109"	58	7324	791.9	601.3	1023.7	0.0%
	"Poinsett County, AR"	"05111"	375	34578	1084.5	974.7	1194.3	0.0%
	"Pope County, AR"	"05115"	197	34402	572.6	492.7	652.6	0.0%
	"Prairie County, AR"	"05117"	228	21228	1074.1	934.6	1213.5	0.0%
	"Pulaski County, AR"	"05119"	17137	2375419	721.4	710.6	732.2	0.3%
	"Randolph County, AR"	"05121"	22	3526	623.9	391.0	944.6	0.0%
	"St. Francis County, AR"	"05123"	2429	263533	921.7	885.1	958.4	0.0%
	"Saline County, AR"	"05125"	393	84978	462.5	416.7	508.2	0.0%
	"Sebastian County, AR"	"05131"	1098	155970	704.0	662.3	745.6	0.0%
	"Sevier County, AR"	"05133"	165	14580	1131.7	959.0	1304.4	0.0%
	"Sharp County, AR"	"05135"	17	2532	Unreliable	391.1	1075.0	0.0%
	"Union County, AR"	"05139"	2885	252888	1140.8	1099.2	1182.5	0.1%
	"Van Buren County, AR"	"05141"	14	1990	Unreliable	384.6	1180.4	0.0%
	"Washington County, AR"	"05143"	321	115840	277.1	246.8	307.4	0.0%
	"White County, AR"	"05145"	394	58405	674.6	608.0	741.2	0.0%
	"Woodruff County, AR"	"05147"	543	40504	1340.6	1227.8	1453.4	0.0%
	"Yell County, AR"	"05149"	70	7407	945.1	736.7	1194.0	0.0%
	"Alameda County, CA"	"06001"	34974	3907535	895.0	885.7	904.4	0.7%
	"Amador County, CA"	"06005"	39	22321	174.7	124.2	238.9	0.0%
	"Butte County, CA"	"06007"	456	85864	531.1	482.3	579.8	0.0%
	"Calaveras County, CA"	"06009"	47	10017	469.2	344.8	623.9	0.0%
	"Colusa County, CA"	"06011"	24	4906	489.2	313.4	727.9	0.0%
	"Contra Costa County, CA"	"06013"	14051	1946699	721.8	709.9	733.7	0.3%
	"Del Norte County, CA"	"06015"	18	22042	Unreliable	48.4	129.1	0.0%
	"El Dorado County, CA"	"06017"	106	35197	301.2	243.8	358.5	0.0%
	"Fresno County, CA"	"06019"	6637	1018053	651.9	636.2	667.6	0.1%
	"Glenn County, CA"	"06021"	26	6539	397.6	259.7	582.6	0.0%
	"Humboldt County, CA"	"06023"	158	41728	378.6	319.6	437.7	0.0%
	"Imperial County, CA"	"06025"	504	120010	420.0	383.3	456.6	0.0%
	"Inyo County, CA"	"06027"	10	3087	Unreliable	155.3	595.7	0.0%
	"Kern County, CA"	"06029"	5734	969729	591.3	576.0	606.6	0.1%
	"Kings County, CA"	"06031"	827	225668	366.5	341.5	391.4	0.0%
	"Lake County, CA"	"06033"	401	30212	1327.3	1197.4	1457.2	0.0%
	"Lassen County, CA"	"06035"	54	56771	95.1	71.5	124.1	0.0%
	"Los Angeles County, CA"	"06037"	147334	17811079	827.2	823.0	831.4	2.8%
	"Madera County, CA"	"06039"	718	118367	606.6	562.2	651.0	0.0%
	"Marin County, CA"	"06041"	712	154448	461.0	427.1	494.9	0.0%
	"Mariposa County, CA"	"06043"	12	4144	Unreliable	149.6	505.8	0.0%
	"Mendocino County, CA"	"06045"	74	20118	367.8	288.8	461.8	0.0%
	"Merced County, CA"	"06047"	1511	207577	727.9	691.2	764.6	0.0%
	"Modoc County, CA"	"06049"	13	2393	Unreliable	289.3	929.0	0.0%
	"Monterey County, CA"	"06053"	1614	321918	501.4	476.9	525.8	0.0%
	"Napa County, CA"	"06055"	300	60068	499.4	442.9	556.0	0.0%
	"Nevada County, CA"	"06057"	42	12324	340.8	245.6	460.7	0.0%
	"Orange County, CA"	"06059"	4320	1208479	357.5	346.8	368.1	0.1%
	"Placer County, CA"	"06061"	421	105200	400.2	362.0	438.4	0.0%
	"Plumas County, CA"	"06063"	33	4625	713.5	491.1	1002.0	0.0%
	"Riverside County, CA"	"06065"	14940	2710672	551.2	542.3	560.0	0.3%
	"Sacramento County, CA"	"06067"	17855	2994311	596.3	587.6	605.0	0.3%
	"San Benito County, CA"	"06069"	38	16664	228.0	161.4	313.0	0.0%
	"San Bernardino County, CA"	"06071"	20369	3635415	560.3	552.6	568.0	0.4%
	"San Diego County, CA"	"06073"	17193	3470051	495.5	488.1	502.9	0.3%
	"San Francisco County, CA"	"06075"	13962	1057189	1320.7	1298.8	1342.6	0.3%
	"San Joaquin County, CA"	"06077"	6979	1035745	673.8	658.0	689.6	0.1%
	"San Luis Obispo County, CA"	"06079"	347	122304	283.7	253.9	313.6	0.0%
	"San Mateo County, CA"	"06081"	3913	480910	813.7	788.2	839.2	0.1%
	"Santa Barbara County, CA"	"06083"	973	215704	451.1	422.7	479.4	0.0%
	"Santa Clara County, CA"	"06085"	4536	1037298	437.3	424.6	450.0	0.1%
	"Santa Cruz County, CA"	"06087"	248	81589	304.0	266.1	341.8	0.0%
	"Shasta County, CA"	"06089"	243	43638	556.9	486.8	626.9	0.0%
	"Siskiyou County, CA"	"06093"	142	14860	955.6	798.4	1112.8	0.0%
	"Solano County, CA"	"06095"	8052	1250661	643.8	629.8	657.9	0.2%
	"Sonoma County, CA"	"06097"	765	196033	390.2	362.6	417.9	0.0%
	"Stanislaus County, CA"	"06099"	1740	331506	524.9	500.2	549.5	0.0%
	"Sutter County, CA"	"06101"	193	45413	425.0	365.0	484.9	0.0%
	"Tehama County, CA"	"06103"	41	12244	334.9	240.3	454.3	0.0%
	"Tulare County, CA"	"06107"	909	178315	509.8	476.6	542.9	0.0%
	"Tuolumne County, CA"	"06109"	24	24231	99.0	63.5	147.4	0.0%
	"Ventura County, CA"	"06111"	1643	371121	442.7	421.3	464.1	0.0%
	"Yolo County, CA"	"06113"	542	112878	480.2	439.7	520.6	0.0%
	"Yuba County, CA"	"06115"	293	58226	503.2	445.6	560.8	0.0%
	"Adams County, CO"	"08001"	1135	297653	381.3	359.1	403.5	0.0%
	"Arapahoe County, CO"	"08005"	3972	1084765	366.2	354.8	377.5	0.1%
	"Boulder County, CO"	"08013"	169	68924	245.2	208.2	282.2	0.0%
	"Broomfield County, CO"	"08014"	29	12294	235.9	158.0	338.8	0.0%
	"Denver County, CO"	"08031"	10200	1240039	822.6	806.6	838.5	0.2%
	"Douglas County, CO"	"08035"	166	75569	219.7	186.2	253.1	0.0%
	"Elbert County, CO"	"08039"	11	4167	Unreliable	131.8	472.3	0.0%
	"El Paso County, CO"	"08041"	3305	846583	390.4	377.1	403.7	0.1%
	"Fremont County, CO"	"08043"	69	39016	176.9	137.6	223.8	0.0%
	"Garfield County, CO"	"08045"	12	10962	Unreliable	56.6	191.2	0.0%
	"Huerfano County, CO"	"08055"	10	2050	Unreliable	233.9	897.1	0.0%
	"Jefferson County, CO"	"08059"	490	138966	352.6	321.4	383.8	0.0%
	"Larimer County, CO"	"08069"	103	64871	158.8	128.1	189.4	0.0%
	"Logan County, CO"	"08075"	12	14384	Unreliable	43.1	145.7	0.0%
	"Mesa County, CO"	"08077"	71	25641	276.9	216.3	349.3	0.0%
	"Montrose County, CO"	"08085"	12	5073	Unreliable	122.2	413.2	0.0%
	"Morgan County, CO"	"08087"	13	12165	Unreliable	56.9	182.7	0.0%
	"Otero County, CO"	"08089"	20	4454	449.0	274.3	693.5	0.0%
	"Pueblo County, CO"	"08101"	485	73526	659.6	600.9	718.3	0.0%
	"Summit County, CO"	"08117"	11	5422	Unreliable	101.3	363.0	0.0%
	"Weld County, CO"	"08123"	92	57467	160.1	129.1	196.3	0.0%
	"Fairfield County, CT"	"09001"	10609	1963483	540.3	530.0	550.6	0.2%
	"Hartford County, CT"	"09003"	12192	2337607	521.6	512.3	530.8	0.2%
	"Litchfield County, CT"	"09005"	289	59601	484.9	429.0	540.8	0.0%
	"Middlesex County, CT"	"09007"	759	156400	485.3	450.8	519.8	0.0%
	"New Haven County, CT"	"09009"	11917	2131664	559.0	549.0	569.1	0.2%
	"New London County, CT"	"09011"	1548	354527	436.6	414.9	458.4	0.0%
	"Tolland County, CT"	"09013"	221	97800	226.0	196.2	255.8	0.0%
	"Windham County, CT"	"09015"	185	63608	290.8	248.9	332.8	0.0%
	"Kent County, DE"	"10001"	4269	678521	629.2	610.3	648.0	0.1%
	"New Castle County, DE"	"10003"	14790	2292288	645.2	634.8	655.6	0.3%
	"Sussex County, DE"	"10005"	3800	479265	792.9	767.7	818.1	0.1%
	"District of Columbia, DC"	"11001"	73355	5982894	1226.1	1217.2	1235.0	1.4%
	"Alachua County, FL"	"12001"	5991	897454	667.6	650.7	684.5	0.1%
	"Baker County, FL"	"12003"	356	64639	550.8	493.5	608.0	0.0%
	"Bay County, FL"	"12005"	2516	342523	734.5	705.8	763.3	0.0%
	"Bradford County, FL"	"12007"	637	103469	615.6	567.8	663.5	0.0%
	"Brevard County, FL"	"12009"	7027	984788	713.6	696.9	730.2	0.1%
	"Broward County, FL"	"12011"	39818	8391196	474.5	469.9	479.2	0.7%
	"Calhoun County, FL"	"12013"	266	37299	713.2	627.5	798.9	0.0%
	"Charlotte County, FL"	"12015"	1328	166177	799.1	756.2	842.1	0.0%
	"Citrus County, FL"	"12017"	622	73637	844.7	778.3	911.1	0.0%
	"Clay County, FL"	"12019"	1337	319134	418.9	396.5	441.4	0.0%
	"Collier County, FL"	"12021"	1408	379098	371.4	352.0	390.8	0.0%
	"Columbia County, FL"	"12023"	1733	210793	822.1	783.4	860.8	0.0%
	"DeSoto County, FL"	"12027"	583	81647	714.0	656.1	772.0	0.0%
	"Dixie County, FL"	"12029"	151	25490	592.4	497.9	686.9	0.0%
	"Duval County, FL"	"12031"	33343	4596623	725.4	717.6	733.2	0.6%
	"Escambia County, FL"	"12033"	10583	1252494	845.0	828.9	861.1	0.2%
	"Flagler County, FL"	"12035"	1553	167054	929.6	883.4	975.9	0.0%
	"Franklin County, FL"	"12037"	217	27751	782.0	677.9	886.0	0.0%
	"Gadsden County, FL"	"12039"	4338	467234	928.4	900.8	956.1	0.1%
	"Gilchrist County, FL"	"12041"	86	17025	505.1	404.0	623.8	0.0%
	"Glades County, FL"	"12043"	131	27639	474.0	392.8	555.1	0.0%
	"Gulf County, FL"	"12045"	402	54359	739.5	667.2	811.8	0.0%
	"Hamilton County, FL"	"12047"	702	92755	756.8	700.8	812.8	0.0%
	"Hardee County, FL"	"12049"	272	40598	670.0	590.4	749.6	0.0%
	"Hendry County, FL"	"12051"	839	97036	864.6	806.1	923.1	0.0%
	"Hernando County, FL"	"12053"	1228	154575	794.4	750.0	838.9	0.0%
	"Highlands County, FL"	"12055"	1388	175729	789.9	748.3	831.4	0.0%
	"Hillsborough County, FL"	"12057"	22350	3677083	607.8	599.8	615.8	0.4%
	"Holmes County, FL"	"12059"	149	23402	636.7	534.5	738.9	0.0%
	"Indian River County, FL"	"12061"	1697	218229	777.6	740.6	814.6	0.0%
	"Jackson County, FL"	"12063"	2202	236155	932.4	893.5	971.4	0.0%
	"Jefferson County, FL"	"12065"	1031	93575	1101.8	1034.5	1169.0	0.0%
	"Lafayette County, FL"	"12067"	60	22615	265.3	202.5	341.5	0.0%
	"Lake County, FL"	"12069"	3531	501621	703.9	680.7	727.1	0.1%
	"Lee County, FL"	"12071"	5041	895820	562.7	547.2	578.3	0.1%
	"Leon County, FL"	"12073"	7356	1484941	495.4	484.1	506.7	0.1%
	"Levy County, FL"	"12075"	694	71622	969.0	896.9	1041.1	0.0%
	"Liberty County, FL"	"12077"	135	27141	497.4	413.5	581.3	0.0%
	"Madison County, FL"	"12079"	1338	136014	983.7	931.0	1036.4	0.0%
	"Manatee County, FL"	"12081"	3572	525393	679.9	657.6	702.2	0.1%
	"Marion County, FL"	"12083"	5914	716578	825.3	804.3	846.3	0.1%
	"Martin County, FL"	"12085"	943	147867	637.7	597.0	678.4	0.0%
	"Miami-Dade County, FL"	"12086"	61182	8943533	684.1	678.7	689.5	1.2%
	"Monroe County, FL"	"12087"	621	84288	736.8	678.8	794.7	0.0%
	"Nassau County, FL"	"12089"	898	88187	1018.3	951.7	1084.9	0.0%
	"Okaloosa County, FL"	"12091"	1583	343366	461.0	438.3	483.7	0.0%
	"Okeechobee County, FL"	"12093"	353	60549	583.0	522.2	643.8	0.0%
	"Orange County, FL"	"12095"	21705	4307965	503.8	497.1	510.5	0.4%
	"Osceola County, FL"	"12097"	2375	557748	425.8	408.7	442.9	0.0%
	"Palm Beach County, FL"	"12099"	21687	4056830	534.6	527.5	541.7	0.4%
	"Pasco County, FL"	"12101"	1740	353564	492.1	469.0	515.3	0.0%
	"Pinellas County, FL"	"12103"	13558	1756484	771.9	758.9	784.9	0.3%
	"Polk County, FL"	"12105"	11193	1583292	706.9	693.8	720.0	0.2%
	"Putnam County, FL"	"12107"	2272	225113	1009.3	967.8	1050.8	0.0%
	"St. Johns County, FL"	"12109"	1575	193044	815.9	775.6	856.2	0.0%
	"St. Lucie County, FL"	"12111"	6015	872433	689.5	672.0	706.9	0.1%
	"Santa Rosa County, FL"	"12113"	677	154068	439.4	406.3	472.5	0.0%
	"Sarasota County, FL"	"12115"	2614	327295	798.7	768.1	829.3	0.0%
	"Seminole County, FL"	"12117"	5106	864860	590.4	574.2	606.6	0.1%
	"Sumter County, FL"	"12119"	1003	160835	623.6	585.0	662.2	0.0%
	"Suwannee County, FL"	"12121"	818	90237	906.5	844.4	968.6	0.0%
	"Taylor County, FL"	"12123"	616	78407	785.6	723.6	847.7	0.0%
	"Union County, FL"	"12125"	746	61977	1203.7	1117.3	1290.0	0.0%
	"Volusia County, FL"	"12127"	7121	945872	752.9	735.4	770.3	0.1%
	"Wakulla County, FL"	"12129"	382	70347	543.0	488.6	597.5	0.0%
	"Walton County, FL"	"12131"	429	61287	700.0	633.7	766.2	0.0%
	"Washington County, FL"	"12133"	518	63828	811.6	741.7	881.4	0.0%
	"Appling County, GA"	"13001"	611	63881	956.5	880.6	1032.3	0.0%
	"Atkinson County, GA"	"13003"	267	28171	947.8	834.1	1061.5	0.0%
	"Bacon County, GA"	"13005"	280	31926	877.0	774.3	979.8	0.0%
	"Baker County, GA"	"13007"	279	32243	865.3	763.8	966.8	0.0%
	"Baldwin County, GA"	"13009"	2463	353010	697.7	670.2	725.3	0.0%
	"Banks County, GA"	"13011"	66	9565	690.0	533.7	877.9	0.0%
	"Barrow County, GA"	"13013"	828	129933	637.3	593.8	680.7	0.0%
	"Bartow County, GA"	"13015"	1158	174167	664.9	626.6	703.2	0.0%
	"Ben Hill County, GA"	"13017"	1036	109223	948.5	890.8	1006.3	0.0%
	"Berrien County, GA"	"13019"	337	37487	899.0	803.0	995.0	0.0%
	"Bibb County, GA"	"13021"	12931	1433719	901.9	886.4	917.5	0.2%
	"Bleckley County, GA"	"13023"	471	59990	785.1	714.2	856.0	0.0%
	"Brantley County, GA"	"13025"	96	11585	828.7	671.2	1011.9	0.0%
	"Brooks County, GA"	"13027"	1136	106444	1067.2	1005.2	1129.3	0.0%
	"Bryan County, GA"	"13029"	527	79457	663.3	606.6	719.9	0.0%
	"Bulloch County, GA"	"13031"	2125	343555	618.5	592.2	644.8	0.0%
	"Burke County, GA"	"13033"	1957	205949	950.2	908.1	992.3	0.0%
	"Butts County, GA"	"13035"	886	114941	770.8	720.1	821.6	0.0%
	"Calhoun County, GA"	"13037"	636	71802	885.8	816.9	954.6	0.0%
	"Camden County, GA"	"13039"	1019	179591	567.4	532.6	602.2	0.0%
	"Candler County, GA"	"13043"	647	48257	1340.7	1237.4	1444.0	0.0%
	"Carroll County, GA"	"13045"	2146	345955	620.3	594.1	646.6	0.0%
	"Catoosa County, GA"	"13047"	96	27591	347.9	281.8	424.9	0.0%
	"Charlton County, GA"	"13049"	399	67046	595.1	536.7	653.5	0.0%
	"Chatham County, GA"	"13051"	15606	1907711	818.0	805.2	830.9	0.3%
	"Chattahoochee County, GA"	"13053"	208	61062	340.6	294.3	386.9	0.0%
	"Chattooga County, GA"	"13055"	380	51761	734.1	660.3	808.0	0.0%
	"Cherokee County, GA"	"13057"	657	200158	328.2	303.1	353.3	0.0%
	"Clarke County, GA"	"13059"	3898	562634	692.8	671.1	714.6	0.1%
	"Clay County, GA"	"13061"	428	35174	1216.8	1101.5	1332.1	0.0%
	"Clayton County, GA"	"13063"	11172	3002506	372.1	365.2	379.0	0.2%
	"Clinch County, GA"	"13065"	350	36236	965.9	864.7	1067.1	0.0%
	"Cobb County, GA"	"13067"	9743	2986193	326.3	319.8	332.7	0.2%
	"Coffee County, GA"	"13069"	1404	203440	690.1	654.0	726.2	0.0%
	"Colquitt County, GA"	"13071"	1709	188007	909.0	865.9	952.1	0.0%
	"Columbia County, GA"	"13073"	1524	322360	472.8	449.0	496.5	0.0%
