"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Hoonah-Angoon Census Area, AK"	"02105"	53	6293	842.2	630.9	1101.6	0.0%
	"Juneau Borough, AK"	"02110"	2824	565490	499.4	481.0	517.8	0.0%
	"Kenai Peninsula Borough, AK"	"02122"	6214	967925	642.0	626.0	658.0	0.0%
	"Ketchikan Gateway Borough, AK"	"02130"	1638	244924	668.8	636.4	701.2	0.0%
	"Kodiak Island Borough, AK"	"02150"	1007	245177	410.7	385.4	436.1	0.0%
	"Lake and Peninsula Borough, AK"	"02164"	249	29743	837.2	733.2	941.2	0.0%
	"Matanuska-Susitna Borough, AK"	"02170"	7614	1460037	521.5	509.8	533.2	0.0%
	"Nome Census Area, AK"	"02180"	1178	170387	691.4	651.9	730.8	0.0%
	"North Slope Borough, AK"	"02185"	764	156269	488.9	454.2	523.6	0.0%
	"Northwest Arctic Borough, AK"	"02188"	778	134680	577.7	537.1	618.3	0.0%
	"Petersburg Borough/Census Area, AK"	"02195"	68	9486	716.8	556.7	908.8	0.0%
	"Prince of Wales-Hyder Census Area, AK"	"02198"	150	19084	786.0	660.2	911.8	0.0%
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	458	85493	535.7	486.7	584.8	0.0%
	"Sitka Borough, AK"	"02220"	1032	160074	644.7	605.4	684.0	0.0%
	"Skagway Municipality, AK"	"02230"	11	3181	Unreliable	172.6	618.7	0.0%
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	258	48560	531.3	466.5	596.1	0.0%
	"Southeast Fairbanks Census Area, AK"	"02240"	701	118601	591.1	547.3	634.8	0.0%
	"Valdez-Cordova Census Area, AK"	"02261"	962	175788	547.3	512.7	581.8	0.0%
	"Wade Hampton Census Area, AK"	"02270"	884	134565	656.9	613.6	700.2	0.0%
	"Wrangell City and Borough, AK"	"02275"	61	7157	852.3	652.0	1094.8	0.0%
	"Wrangell-Petersburg Census Area, AK"	"02280"	729	94972	767.6	711.9	823.3	0.0%
	"Yakutat Borough, AK"	"02282"	65	12159	534.6	412.6	681.4	0.0%
	"Yukon-Koyukuk Census Area, AK"	"02290"	940	113665	827.0	774.1	879.9	0.0%
	"Apache County, AZ"	"04001"	9982	1264505	789.4	773.9	804.9	0.0%
	"Cochise County, AZ"	"04003"	20999	2262980	927.9	915.4	940.5	0.0%
	"Coconino County, AZ"	"04005"	12018	2329878	515.8	506.6	525.0	0.0%
	"Gila County, AZ"	"04007"	12270	945055	1298.3	1275.4	1321.3	0.0%
	"Graham County, AZ"	"04009"	4963	637527	778.5	756.8	800.1	0.0%
	"Greenlee County, AZ"	"04011"	1057	152594	692.7	650.9	734.4	0.0%
	"La Paz County, AZ"	"04012"	4171	362696	1150.0	1115.1	1184.9	0.0%
	"Maricopa County, AZ"	"04013"	456721	65870582	693.4	691.4	695.4	1.0%
	"Mohave County, AZ"	"04015"	45628	3391727	1345.3	1332.9	1357.6	0.1%
	"Navajo County, AZ"	"04017"	15033	1883444	798.2	785.4	810.9	0.0%
	"Pima County, AZ"	"04019"	147371	16943415	869.8	865.3	874.2	0.3%
	"Pinal County, AZ"	"04021"	37857	5426182	697.7	690.6	704.7	0.1%
	"Santa Cruz County, AZ"	"04023"	4573	791699	577.6	560.9	594.4	0.0%
	"Yavapai County, AZ"	"04025"	42955	3598384	1193.7	1182.4	1205.0	0.1%
	"Yuma County, AZ"	"04027"	22509	3330723	675.8	667.0	684.6	0.1%
	"Arkansas County, AR"	"05001"	4612	351010	1313.9	1276.0	1351.8	0.0%
	"Ashley County, AR"	"05003"	4703	402862	1167.4	1134.0	1200.8	0.0%
	"Baxter County, AR"	"05005"	11877	724840	1638.6	1609.1	1668.0	0.0%
	"Benton County, AR"	"05007"	26258	3659138	717.6	708.9	726.3	0.1%
	"Boone County, AR"	"05009"	7352	648068	1134.4	1108.5	1160.4	0.0%
	"Bradley County, AR"	"05011"	2858	211837	1349.2	1299.7	1398.6	0.0%
	"Calhoun County, AR"	"05013"	1122	98610	1137.8	1071.2	1204.4	0.0%
	"Carroll County, AR"	"05015"	5035	481058	1046.7	1017.7	1075.6	0.0%
	"Chicot County, AR"	"05017"	2987	222474	1342.6	1294.5	1390.8	0.0%
	"Clark County, AR"	"05019"	4517	414455	1089.9	1058.1	1121.6	0.0%
	"Clay County, AR"	"05021"	4288	293878	1459.1	1415.4	1502.8	0.0%
	"Cleburne County, AR"	"05023"	6009	453632	1324.6	1291.1	1358.1	0.0%
	"Cleveland County, AR"	"05025"	1723	155459	1108.3	1056.0	1160.7	0.0%
	"Columbia County, AR"	"05027"	5508	446094	1234.7	1202.1	1267.3	0.0%
	"Conway County, AR"	"05029"	4369	375143	1164.6	1130.1	1199.2	0.0%
	"Craighead County, AR"	"05031"	15014	1667844	900.2	885.8	914.6	0.0%
	"Crawford County, AR"	"05033"	9939	1060710	937.0	918.6	955.4	0.0%
	"Crittenden County, AR"	"05035"	8986	905065	992.9	972.3	1013.4	0.0%
	"Cross County, AR"	"05037"	3911	329462	1187.1	1149.9	1224.3	0.0%
	"Dallas County, AR"	"05039"	2129	150632	1413.4	1353.3	1473.4	0.0%
	"Desha County, AR"	"05041"	2961	243600	1215.5	1171.7	1259.3	0.0%
	"Drew County, AR"	"05043"	3379	334997	1008.7	974.7	1042.7	0.0%
	"Faulkner County, AR"	"05045"	13638	1899379	718.0	706.0	730.1	0.0%
	"Franklin County, AR"	"05047"	3859	323323	1193.5	1155.9	1231.2	0.0%
	"Fulton County, AR"	"05049"	2945	217312	1355.2	1306.2	1404.1	0.0%
	"Garland County, AR"	"05051"	23425	1687076	1388.5	1370.7	1406.3	0.1%
	"Grant County, AR"	"05053"	3154	313590	1005.8	970.7	1040.9	0.0%
	"Greene County, AR"	"05055"	7850	735578	1067.2	1043.6	1090.8	0.0%
	"Hempstead County, AR"	"05057"	4463	410121	1088.2	1056.3	1120.1	0.0%
	"Hot Spring County, AR"	"05059"	6509	578736	1124.7	1097.4	1152.0	0.0%
	"Howard County, AR"	"05061"	3096	249237	1242.2	1198.4	1285.9	0.0%
	"Independence County, AR"	"05063"	7148	643809	1110.3	1084.5	1136.0	0.0%
	"Izard County, AR"	"05065"	3417	242275	1410.4	1363.1	1457.7	0.0%
	"Jackson County, AR"	"05067"	4249	322732	1316.6	1277.0	1356.2	0.0%
	"Jefferson County, AR"	"05069"	15484	1409099	1098.9	1081.5	1116.2	0.0%
	"Johnson County, AR"	"05071"	4520	444983	1015.8	986.2	1045.4	0.0%
	"Lafayette County, AR"	"05073"	1936	140253	1380.4	1318.9	1441.9	0.0%
	"Lawrence County, AR"	"05075"	4185	312039	1341.2	1300.5	1381.8	0.0%
	"Lee County, AR"	"05077"	2367	197357	1199.3	1151.0	1247.7	0.0%
	"Lincoln County, AR"	"05079"	2327	256262	908.1	871.2	945.0	0.0%
	"Little River County, AR"	"05081"	2917	235443	1238.9	1194.0	1283.9	0.0%
	"Logan County, AR"	"05083"	4976	402345	1236.7	1202.4	1271.1	0.0%
	"Lonoke County, AR"	"05085"	9831	1143301	859.9	842.9	876.9	0.0%
	"Madison County, AR"	"05087"	2870	272192	1054.4	1015.8	1093.0	0.0%
	"Marion County, AR"	"05089"	3818	295734	1291.0	1250.1	1332.0	0.0%
	"Miller County, AR"	"05091"	7612	764781	995.3	973.0	1017.7	0.0%
	"Mississippi County, AR"	"05093"	9712	850025	1142.6	1119.8	1165.3	0.0%
	"Monroe County, AR"	"05095"	2271	156575	1450.4	1390.8	1510.1	0.0%
	"Montgomery County, AR"	"05097"	2185	167031	1308.1	1253.3	1363.0	0.0%
	"Nevada County, AR"	"05099"	2158	166238	1298.1	1243.4	1352.9	0.0%
	"Newton County, AR"	"05101"	1657	149867	1105.6	1052.4	1158.9	0.0%
	"Ouachita County, AR"	"05103"	6625	476074	1391.6	1358.1	1425.1	0.0%
	"Perry County, AR"	"05105"	2145	185861	1154.1	1105.2	1202.9	0.0%
	"Phillips County, AR"	"05107"	5423	409996	1322.7	1287.5	1357.9	0.0%
	"Pike County, AR"	"05109"	2480	201591	1230.2	1181.8	1278.6	0.0%
	"Poinsett County, AR"	"05111"	5896	445930	1322.2	1288.4	1355.9	0.0%
	"Polk County, AR"	"05113"	4700	365732	1285.1	1248.4	1321.8	0.0%
	"Pope County, AR"	"05115"	9662	1069122	903.7	885.7	921.8	0.0%
	"Prairie County, AR"	"05117"	2024	160011	1264.9	1209.8	1320.0	0.0%
	"Pulaski County, AR"	"05119"	61248	6778689	903.5	896.4	910.7	0.1%
	"Randolph County, AR"	"05121"	4039	323312	1249.3	1210.7	1287.8	0.0%
	"St. Francis County, AR"	"05123"	5391	507857	1061.5	1033.2	1089.9	0.0%
	"Saline County, AR"	"05125"	15678	1810684	865.9	852.3	879.4	0.0%
	"Scott County, AR"	"05127"	2254	197435	1141.6	1094.5	1188.8	0.0%
	"Searcy County, AR"	"05129"	1965	145936	1346.5	1286.9	1406.0	0.0%
	"Sebastian County, AR"	"05131"	21250	2200562	965.7	952.7	978.6	0.0%
	"Sevier County, AR"	"05133"	2919	297507	981.2	945.6	1016.7	0.0%
	"Sharp County, AR"	"05135"	4640	310288	1495.4	1452.4	1538.4	0.0%
	"Stone County, AR"	"05137"	2753	218294	1261.1	1214.0	1308.3	0.0%
	"Union County, AR"	"05139"	9969	766392	1300.8	1275.2	1326.3	0.0%
	"Van Buren County, AR"	"05141"	4082	302499	1349.4	1308.0	1390.8	0.0%
	"Washington County, AR"	"05143"	23570	3468974	679.5	670.8	688.1	0.1%
	"White County, AR"	"05145"	13600	1328408	1023.8	1006.6	1041.0	0.0%
	"Woodruff County, AR"	"05147"	2087	138356	1508.4	1443.7	1573.1	0.0%
	"Yell County, AR"	"05149"	4449	388316	1145.7	1112.0	1179.4	0.0%
	"Alameda County, CA"	"06001"	170584	27090417	629.7	626.7	632.7	0.4%
	"Alpine County, CA"	"06003"	149	21372	697.2	585.2	809.1	0.0%
	"Amador County, CA"	"06005"	7330	669014	1095.6	1070.6	1120.7	0.0%
	"Butte County, CA"	"06007"	40336	3892579	1036.2	1026.1	1046.3	0.1%
	"Calaveras County, CA"	"06009"	7928	796806	995.0	973.1	1016.9	0.0%
	"Colusa County, CA"	"06011"	2550	370568	688.1	661.4	714.8	0.0%
	"Contra Costa County, CA"	"06013"	126742	18548935	683.3	679.5	687.0	0.3%
	"Del Norte County, CA"	"06015"	4915	502811	977.5	950.2	1004.8	0.0%
	"El Dorado County, CA"	"06017"	23524	3143493	748.3	738.8	757.9	0.1%
	"Fresno County, CA"	"06019"	108817	16120467	675.0	671.0	679.0	0.2%
	"Glenn County, CA"	"06021"	4308	495202	869.9	844.0	895.9	0.0%
	"Humboldt County, CA"	"06023"	22630	2377828	951.7	939.3	964.1	0.1%
	"Imperial County, CA"	"06025"	17097	2940428	581.4	572.7	590.2	0.0%
	"Inyo County, CA"	"06027"	3770	330531	1140.6	1104.2	1177.0	0.0%
	"Kern County, CA"	"06029"	96029	14188432	676.8	672.5	681.1	0.2%
	"Kings County, CA"	"06031"	13984	2614781	534.8	525.9	543.7	0.0%
	"Lake County, CA"	"06033"	14355	1133484	1266.4	1245.7	1287.2	0.0%
	"Lassen County, CA"	"06035"	4069	607001	670.3	649.7	690.9	0.0%
	"Los Angeles County, CA"	"06037"	1072024	176708647	606.7	605.5	607.8	2.4%
	"Madera County, CA"	"06039"	17464	2569021	679.8	669.7	689.9	0.0%
	"Marin County, CA"	"06041"	33123	4515262	733.6	725.7	741.5	0.1%
	"Mariposa County, CA"	"06043"	3160	319895	987.8	953.4	1022.3	0.0%
	"Mendocino County, CA"	"06045"	14899	1573052	947.1	931.9	962.3	0.0%
	"Merced County, CA"	"06047"	27181	4414346	615.7	608.4	623.1	0.1%
	"Modoc County, CA"	"06049"	1940	169140	1147.0	1095.9	1198.0	0.0%
	"Mono County, CA"	"06051"	861	246367	349.5	326.1	372.8	0.0%
	"Monterey County, CA"	"06053"	42821	7451192	574.7	569.2	580.1	0.1%
	"Napa County, CA"	"06055"	21996	2407401	913.7	901.6	925.8	0.0%
	"Nevada County, CA"	"06057"	16806	1743541	963.9	949.3	978.5	0.0%
	"Orange County, CA"	"06059"	315954	53834021	586.9	584.9	589.0	0.7%
	"Placer County, CA"	"06061"	45469	5830690	779.8	772.7	787.0	0.1%
	"Plumas County, CA"	"06063"	4008	362078	1106.9	1072.7	1141.2	0.0%
	"Riverside County, CA"	"06065"	252806	36329642	695.9	693.2	698.6	0.6%
	"Sacramento County, CA"	"06067"	180845	24854502	727.6	724.3	731.0	0.4%
	"San Benito County, CA"	"06069"	5033	998292	504.2	490.2	518.1	0.0%
	"San Bernardino County, CA"	"06071"	220502	35275776	625.1	622.5	627.7	0.5%
	"San Diego County, CA"	"06073"	357157	54667285	653.3	651.2	655.5	0.8%
	"San Francisco County, CA"	"06075"	106470	14405473	739.1	734.7	743.5	0.2%
	"San Joaquin County, CA"	"06077"	85769	11887174	721.5	716.7	726.4	0.2%
	"San Luis Obispo County, CA"	"06079"	38690	4758832	813.0	804.9	821.1	0.1%
	"San Mateo County, CA"	"06081"	83869	12910573	649.6	645.2	654.0	0.2%
	"Santa Barbara County, CA"	"06083"	52722	7531637	700.0	694.0	706.0	0.1%
	"Santa Clara County, CA"	"06085"	163912	31645486	518.0	515.5	520.5	0.4%
	"Santa Cruz County, CA"	"06087"	30074	4681546	642.4	635.1	649.7	0.1%
	"Shasta County, CA"	"06089"	35713	3144304	1135.8	1124.0	1147.6	0.1%
	"Sierra County, CA"	"06091"	674	59122	1140.0	1053.9	1226.1	0.0%
	"Siskiyou County, CA"	"06093"	9661	796585	1212.8	1188.6	1237.0	0.0%
	"Solano County, CA"	"06095"	50433	7439222	677.9	672.0	683.9	0.1%
	"Sonoma County, CA"	"06097"	69453	8591332	808.4	802.4	814.4	0.2%
	"Stanislaus County, CA"	"06099"	67054	9032016	742.4	736.8	748.0	0.1%
	"Sutter County, CA"	"06101"	13020	1620646	803.4	789.6	817.2	0.0%
	"Tehama County, CA"	"06103"	11001	1096773	1003.0	984.3	1021.8	0.0%
	"Trinity County, CA"	"06105"	2732	240008	1138.3	1095.6	1181.0	0.0%
	"Tulare County, CA"	"06107"	50036	7559788	661.9	656.1	667.7	0.1%
	"Tuolumne County, CA"	"06109"	10986	994092	1105.1	1084.5	1125.8	0.0%
	"Ventura County, CA"	"06111"	90726	14515828	625.0	620.9	629.1	0.2%
	"Yolo County, CA"	"06113"	21026	3472974	605.4	597.2	613.6	0.0%
	"Yuba County, CA"	"06115"	9876	1234354	800.1	784.3	815.9	0.0%
	"Adams County, CO"	"08001"	43248	7613889	568.0	562.7	573.4	0.1%
	"Alamosa County, CO"	"08003"	2146	279285	768.4	735.9	800.9	0.0%
	"Arapahoe County, CO"	"08005"	57152	9974517	573.0	568.3	577.7	0.1%
	"Archuleta County, CO"	"08007"	1340	209027	641.1	606.7	675.4	0.0%
	"Baca County, CO"	"08009"	1111	71280	1558.6	1467.0	1650.3	0.0%
	"Bent County, CO"	"08011"	1121	107970	1038.3	977.5	1099.0	0.0%
	"Boulder County, CO"	"08013"	27757	5339650	519.8	513.7	525.9	0.1%
	"Broomfield County, CO"	"08014"	3975	767952	517.6	501.5	533.7	0.0%
	"Chaffee County, CO"	"08015"	2856	315042	906.5	873.3	939.8	0.0%
	"Cheyenne County, CO"	"08017"	384	35248	1089.4	980.5	1198.4	0.0%
	"Clear Creek County, CO"	"08019"	887	165621	535.6	500.3	570.8	0.0%
	"Conejos County, CO"	"08021"	1390	148880	933.6	884.6	982.7	0.0%
	"Costilla County, CO"	"08023"	671	64707	1037.0	958.5	1115.4	0.0%
	"Crowley County, CO"	"08025"	778	101502	766.5	712.6	820.3	0.0%
	"Custer County, CO"	"08027"	555	72906	761.3	697.9	824.6	0.0%
	"Delta County, CO"	"08029"	6094	534176	1140.8	1112.2	1169.5	0.0%
	"Denver County, CO"	"08031"	79519	10706660	742.7	737.5	747.9	0.2%
	"Dolores County, CO"	"08033"	337	35174	958.1	855.8	1060.4	0.0%
	"Douglas County, CO"	"08035"	14473	4667964	310.0	305.0	315.1	0.0%
	"Eagle County, CO"	"08037"	1673	878401	190.5	181.3	199.6	0.0%
	"Elbert County, CO"	"08039"	1900	405768	468.2	447.2	489.3	0.0%
	"El Paso County, CO"	"08041"	64271	10734520	598.7	594.1	603.4	0.1%
	"Fremont County, CO"	"08043"	9132	841518	1085.2	1062.9	1107.4	0.0%
	"Garfield County, CO"	"08045"	5148	943380	545.7	530.8	560.6	0.0%
	"Gilpin County, CO"	"08047"	455	93087	488.8	443.9	533.7	0.0%
	"Grand County, CO"	"08049"	1063	250905	423.7	398.2	449.1	0.0%
	"Gunnison County, CO"	"08051"	1155	269617	428.4	403.7	453.1	0.0%
	"Hinsdale County, CO"	"08053"	65	14527	447.4	345.3	570.3	0.0%
	"Huerfano County, CO"	"08055"	1805	126765	1423.9	1358.2	1489.6	0.0%
	"Jackson County, CO"	"08057"	207	25852	800.7	691.6	909.8	0.0%
	"Jefferson County, CO"	"08059"	66049	9650818	684.4	679.2	689.6	0.1%
	"Kiowa County, CO"	"08061"	360	26287	1369.5	1228.0	1511.0	0.0%
	"Kit Carson County, CO"	"08063"	1362	145707	934.8	885.1	984.4	0.0%
	"Lake County, CO"	"08065"	712	134602	529.0	490.1	567.8	0.0%
	"La Plata County, CO"	"08067"	5097	890876	572.1	556.4	587.8	0.0%
	"Larimer County, CO"	"08069"	31415	5223858	601.4	594.7	608.0	0.1%
	"Las Animas County, CO"	"08071"	3139	272668	1151.2	1110.9	1191.5	0.0%
	"Lincoln County, CO"	"08073"	966	101750	949.4	889.5	1009.3	0.0%
	"Logan County, CO"	"08075"	3643	394442	923.6	893.6	953.6	0.0%
	"Mesa County, CO"	"08077"	23216	2457048	944.9	932.7	957.0	0.1%
	"Mineral County, CO"	"08079"	105	13839	758.7	613.6	903.9	0.0%
	"Moffat County, CO"	"08081"	1707	238156	716.8	682.8	750.8	0.0%
	"Montezuma County, CO"	"08083"	4619	450126	1026.2	996.6	1055.8	0.0%
	"Montrose County, CO"	"08085"	6720	692321	970.6	947.4	993.9	0.0%
	"Morgan County, CO"	"08087"	4470	501562	891.2	865.1	917.3	0.0%
	"Otero County, CO"	"08089"	4191	344298	1217.3	1180.4	1254.1	0.0%
	"Ouray County, CO"	"08091"	445	76157	584.3	530.0	638.6	0.0%
	"Park County, CO"	"08093"	1327	287516	461.5	436.7	486.4	0.0%
	"Phillips County, CO"	"08095"	930	79375	1171.7	1096.4	1247.0	0.0%
	"Pitkin County, CO"	"08097"	796	292737	271.9	253.0	290.8	0.0%
	"Prowers County, CO"	"08099"	2315	235000	985.1	945.0	1025.2	0.0%
	"Pueblo County, CO"	"08101"	27926	2772834	1007.1	995.3	1018.9	0.1%
	"Rio Blanco County, CO"	"08103"	883	114487	771.3	720.4	822.1	0.0%
	"Rio Grande County, CO"	"08105"	2264	215870	1048.8	1005.6	1092.0	0.0%
	"Routt County, CO"	"08107"	1542	400470	385.0	365.8	404.3	0.0%
	"Saguache County, CO"	"08109"	779	111147	700.9	651.7	750.1	0.0%
	"San Juan County, CO"	"08111"	61	11675	522.5	399.7	671.2	0.0%
	"San Miguel County, CO"	"08113"	344	131137	262.3	234.6	290.0	0.0%
	"Sedgwick County, CO"	"08115"	688	44865	1533.5	1418.9	1648.1	0.0%
	"Summit County, CO"	"08117"	913	482685	189.2	176.9	201.4	0.0%
	"Teller County, CO"	"08119"	2229	403760	552.1	529.1	575.0	0.0%
	"Washington County, CO"	"08121"	921	87647	1050.8	982.9	1118.7	0.0%
	"Weld County, CO"	"08123"	24659	4259625	578.9	571.7	586.1	0.1%
	"Yuma County, CO"	"08125"	1837	179012	1026.2	979.3	1073.1	0.0%
	"Fairfield County, CT"	"09001"	120837	16395172	737.0	732.9	741.2	0.3%
	"Hartford County, CT"	"09003"	141555	15881980	891.3	886.6	895.9	0.3%
	"Litchfield County, CT"	"09005"	30676	3362625	912.3	902.1	922.5	0.1%
	"Middlesex County, CT"	"09007"	25098	2922498	858.8	848.2	869.4	0.1%
	"New Haven County, CT"	"09009"	137829	15289748	901.4	896.7	906.2	0.3%
	"New London County, CT"	"09011"	40713	4846557	840.0	831.9	848.2	0.1%
	"Tolland County, CT"	"09013"	16802	2656761	632.4	622.9	642.0	0.0%
	"Windham County, CT"	"09015"	17816	2072959	859.4	846.8	872.1	0.0%
	"Kent County, DE"	"10001"	23431	2738104	855.7	844.8	866.7	0.1%
	"New Castle County, DE"	"10003"	76086	9540923	797.5	791.8	803.1	0.2%
	"Sussex County, DE"	"10005"	36478	3363531	1084.5	1073.4	1095.6	0.1%
	"District of Columbia, DC"	"11001"	94156	10821657	870.1	864.5	875.6	0.2%
	"Alachua County, FL"	"12001"	30077	4325924	695.3	687.4	703.1	0.1%
	"Baker County, FL"	"12003"	3873	458731	844.3	817.7	870.9	0.0%
	"Bay County, FL"	"12005"	28622	2970991	963.4	952.2	974.5	0.1%
	"Bradford County, FL"	"12007"	4989	493701	1010.5	982.5	1038.6	0.0%
