"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Escambia County, AL"	"01053"	203	218180	93.0	80.2	105.8	0.0%
	"Etowah County, AL"	"01055"	254	287398	88.4	77.5	99.2	0.0%
	"Fayette County, AL"	"01057"	36	38217	94.2	66.0	130.4	0.0%
	"Franklin County, AL"	"01059"	14	25350	Unreliable	30.2	92.7	0.0%
	"Geneva County, AL"	"01061"	39	49050	79.5	56.5	108.7	0.0%
	"Greene County, AL"	"01063"	107	135211	79.1	64.1	94.1	0.0%
	"Hale County, AL"	"01065"	134	172729	77.6	64.4	90.7	0.0%
	"Henry County, AL"	"01067"	71	92113	77.1	60.2	97.2	0.0%
	"Houston County, AL"	"01069"	252	458877	54.9	48.1	61.7	0.0%
	"Jackson County, AL"	"01071"	35	37096	94.3	65.7	131.2	0.0%
	"Jefferson County, AL"	"01073"	4689	4959561	94.5	91.8	97.3	0.9%
	"Lamar County, AL"	"01075"	21	31723	66.2	41.0	101.2	0.0%
	"Lauderdale County, AL"	"01077"	110	168323	65.4	53.1	77.6	0.0%
	"Lawrence County, AL"	"01079"	70	76469	91.5	71.4	115.7	0.0%
	"Lee County, AL"	"01081"	382	567547	67.3	60.6	74.1	0.1%
	"Limestone County, AL"	"01083"	120	189485	63.3	52.0	74.7	0.0%
	"Lowndes County, AL"	"01085"	180	157875	114.0	97.4	130.7	0.0%
	"Macon County, AL"	"01087"	324	327544	98.9	88.1	109.7	0.1%
	"Madison County, AL"	"01089"	749	1404970	53.3	49.5	57.1	0.1%
	"Marengo County, AL"	"01091"	186	199035	93.5	80.0	106.9	0.0%
	"Marion County, AL"	"01093"	18	22737	Unreliable	46.9	125.1	0.0%
	"Marshall County, AL"	"01095"	23	36603	62.8	39.8	94.3	0.0%
	"Mobile County, AL"	"01097"	2302	2559110	90.0	86.3	93.6	0.4%
	"Monroe County, AL"	"01099"	173	173216	99.9	85.0	114.8	0.0%
	"Montgomery County, AL"	"01101"	1578	2191678	72.0	68.4	75.6	0.3%
	"Morgan County, AL"	"01103"	166	257017	64.6	54.8	74.4	0.0%
	"Perry County, AL"	"01105"	130	133303	97.5	80.8	114.3	0.0%
	"Pickens County, AL"	"01107"	134	153693	87.2	72.4	101.9	0.0%
	"Pike County, AL"	"01109"	172	213599	80.5	68.5	92.6	0.0%
	"Randolph County, AL"	"01111"	90	86179	104.4	84.0	128.4	0.0%
	"Russell County, AL"	"01113"	301	409939	73.4	65.1	81.7	0.1%
	"St. Clair County, AL"	"01115"	78	124179	62.8	49.7	78.4	0.0%
	"Shelby County, AL"	"01117"	181	339015	53.4	45.6	61.2	0.0%
	"Sumter County, AL"	"01119"	185	185963	99.5	85.1	113.8	0.0%
	"Talladega County, AL"	"01121"	363	473335	76.7	68.8	84.6	0.1%
	"Tallapoosa County, AL"	"01123"	175	200176	87.4	74.5	100.4	0.0%
	"Tuscaloosa County, AL"	"01125"	622	1008384	61.7	56.8	66.5	0.1%
	"Walker County, AL"	"01127"	83	77542	107.0	85.3	132.7	0.0%
	"Washington County, AL"	"01129"	79	80860	97.7	77.3	121.8	0.0%
	"Wilcox County, AL"	"01131"	186	156565	118.8	101.7	135.9	0.0%
	"Anchorage Borough, AK"	"02020"	257	379180	67.8	59.5	76.1	0.0%
	"Fairbanks North Star Borough, AK"	"02090"	55	107797	51.0	38.4	66.4	0.0%
	"Matanuska-Susitna Borough, AK"	"02170"	11	23139	Unreliable	23.7	85.1	0.0%
	"Cochise County, AZ"	"04003"	52	119718	43.4	32.4	57.0	0.0%
	"Coconino County, AZ"	"04005"	25	39579	63.2	40.9	93.2	0.0%
	"Maricopa County, AZ"	"04013"	2765	3651864	75.7	72.9	78.5	0.5%
	"Mohave County, AZ"	"04015"	26	43125	60.3	39.4	88.3	0.0%
	"Navajo County, AZ"	"04017"	20	25127	79.6	48.6	122.9	0.0%
	"Pima County, AZ"	"04019"	586	722683	81.1	74.5	87.7	0.1%
	"Pinal County, AZ"	"04021"	130	263225	49.4	40.9	57.9	0.0%
	"Yavapai County, AZ"	"04025"	23	33507	68.6	43.5	103.0	0.0%
	"Yuma County, AZ"	"04027"	42	93401	45.0	32.4	60.8	0.0%
	"Arkansas County, AR"	"05001"	87	86336	100.8	80.7	124.3	0.0%
	"Ashley County, AR"	"05003"	103	107829	95.5	77.1	114.0	0.0%
	"Benton County, AR"	"05007"	15	58081	Unreliable	14.5	42.6	0.0%
	"Bradley County, AR"	"05011"	61	60413	101.0	77.2	129.7	0.0%
	"Calhoun County, AR"	"05013"	18	22925	Unreliable	46.5	124.1	0.0%
	"Chicot County, AR"	"05017"	109	121927	89.4	72.6	106.2	0.0%
	"Clark County, AR"	"05019"	72	98242	73.3	57.3	92.3	0.0%
	"Cleveland County, AR"	"05025"	20	19795	101.0	61.7	156.0	0.0%
	"Columbia County, AR"	"05027"	136	164597	82.6	68.7	96.5	0.0%
	"Conway County, AR"	"05029"	52	46476	111.9	83.6	146.7	0.0%
	"Craighead County, AR"	"05031"	105	203090	51.7	41.8	61.6	0.0%
	"Crittenden County, AR"	"05035"	386	456655	84.5	76.1	93.0	0.1%
	"Cross County, AR"	"05037"	56	77488	72.3	54.6	93.8	0.0%
	"Dallas County, AR"	"05039"	54	63536	85.0	63.8	110.9	0.0%
	"Desha County, AR"	"05041"	104	116079	89.6	72.4	106.8	0.0%
	"Drew County, AR"	"05043"	86	94275	91.2	73.0	112.7	0.0%
	"Faulkner County, AR"	"05045"	106	198948	53.3	43.1	63.4	0.0%
	"Garland County, AR"	"05051"	156	144110	108.3	91.3	125.2	0.0%
	"Hempstead County, AR"	"05057"	107	125710	85.1	69.0	101.2	0.0%
	"Hot Spring County, AR"	"05059"	65	64835	100.3	77.4	127.8	0.0%
	"Howard County, AR"	"05061"	59	54034	109.2	83.1	140.8	0.0%
	"Independence County, AR"	"05063"	13	15298	Unreliable	45.2	145.3	0.0%
	"Jackson County, AR"	"05067"	43	56735	75.8	54.8	102.1	0.0%
	"Jefferson County, AR"	"05069"	647	757292	85.4	78.9	92.0	0.1%
	"Lafayette County, AR"	"05073"	61	52634	115.9	88.7	148.9	0.0%
	"Lee County, AR"	"05077"	109	110930	98.3	79.8	116.7	0.0%
	"Lincoln County, AR"	"05079"	56	81427	68.8	52.0	89.3	0.0%
	"Little River County, AR"	"05081"	40	48778	82.0	58.6	111.7	0.0%
	"Lonoke County, AR"	"05085"	73	74493	98.0	76.8	123.2	0.0%
	"Miller County, AR"	"05091"	117	189216	61.8	50.6	73.0	0.0%
	"Mississippi County, AR"	"05093"	271	291372	93.0	81.9	104.1	0.1%
	"Monroe County, AR"	"05095"	63	63832	98.7	75.8	126.3	0.0%
	"Nevada County, AR"	"05099"	47	52575	89.4	65.7	118.9	0.0%
	"Ouachita County, AR"	"05103"	188	192774	97.5	83.6	111.5	0.0%
	"Phillips County, AR"	"05107"	292	254713	114.6	101.5	127.8	0.1%
	"Poinsett County, AR"	"05111"	35	34578	101.2	70.5	140.8	0.0%
	"Pope County, AR"	"05115"	21	34402	61.0	37.8	93.3	0.0%
	"Prairie County, AR"	"05117"	23	21228	108.3	68.7	162.6	0.0%
	"Pulaski County, AR"	"05119"	2145	2375419	90.3	86.5	94.1	0.4%
	"St. Francis County, AR"	"05123"	211	263533	80.1	69.3	90.9	0.0%
	"Saline County, AR"	"05125"	42	84978	49.4	35.6	66.8	0.0%
	"Sebastian County, AR"	"05131"	104	155970	66.7	53.9	79.5	0.0%
	"Sevier County, AR"	"05133"	20	14580	137.2	83.8	211.9	0.0%
	"Union County, AR"	"05139"	249	252888	98.5	86.2	110.7	0.0%
	"Washington County, AR"	"05143"	49	115840	42.3	31.3	55.9	0.0%
	"White County, AR"	"05145"	38	58405	65.1	46.0	89.3	0.0%
	"Woodruff County, AR"	"05147"	30	40504	74.1	50.0	105.7	0.0%
	"Alameda County, CA"	"06001"	4019	3907535	102.9	99.7	106.0	0.8%
	"Butte County, CA"	"06007"	57	85864	66.4	50.3	86.0	0.0%
	"Contra Costa County, CA"	"06013"	1823	1946699	93.6	89.3	97.9	0.3%
	"El Dorado County, CA"	"06017"	13	35197	Unreliable	19.7	63.2	0.0%
	"Fresno County, CA"	"06019"	808	1018053	79.4	73.9	84.8	0.2%
	"Humboldt County, CA"	"06023"	42	41728	100.7	72.5	136.1	0.0%
	"Imperial County, CA"	"06025"	60	120010	50.0	38.2	64.4	0.0%
	"Kern County, CA"	"06029"	839	969729	86.5	80.7	92.4	0.2%
	"Kings County, CA"	"06031"	82	225668	36.3	28.9	45.1	0.0%
	"Lake County, CA"	"06033"	42	30212	139.0	100.2	187.9	0.0%
	"Los Angeles County, CA"	"06037"	14215	17811079	79.8	78.5	81.1	2.7%
	"Madera County, CA"	"06039"	83	118367	70.1	55.9	86.9	0.0%
	"Marin County, CA"	"06041"	88	154448	57.0	45.7	70.2	0.0%
	"Mendocino County, CA"	"06045"	12	20118	Unreliable	30.8	104.2	0.0%
	"Merced County, CA"	"06047"	194	207577	93.5	80.3	106.6	0.0%
	"Monterey County, CA"	"06053"	166	321918	51.6	43.7	59.4	0.0%
	"Napa County, CA"	"06055"	35	60068	58.3	40.6	81.0	0.0%
	"Orange County, CA"	"06059"	465	1208479	38.5	35.0	42.0	0.1%
	"Placer County, CA"	"06061"	44	105200	41.8	30.4	56.1	0.0%
	"Riverside County, CA"	"06065"	1572	2710672	58.0	55.1	60.9	0.3%
	"Sacramento County, CA"	"06067"	2176	2994311	72.7	69.6	75.7	0.4%
	"San Bernardino County, CA"	"06071"	2212	3635415	60.8	58.3	63.4	0.4%
	"San Diego County, CA"	"06073"	2124	3470051	61.2	58.6	63.8	0.4%
	"San Francisco County, CA"	"06075"	1776	1057189	168.0	160.2	175.8	0.3%
	"San Joaquin County, CA"	"06077"	938	1035745	90.6	84.8	96.4	0.2%
	"San Luis Obispo County, CA"	"06079"	37	122304	30.3	21.3	41.7	0.0%
	"San Mateo County, CA"	"06081"	375	480910	78.0	70.1	85.9	0.1%
	"Santa Barbara County, CA"	"06083"	86	215704	39.9	31.9	49.2	0.0%
	"Santa Clara County, CA"	"06085"	481	1037298	46.4	42.2	50.5	0.1%
	"Santa Cruz County, CA"	"06087"	48	81589	58.8	43.4	78.0	0.0%
	"Shasta County, CA"	"06089"	39	43638	89.4	63.6	122.2	0.0%
	"Solano County, CA"	"06095"	887	1250661	70.9	66.3	75.6	0.2%
	"Sonoma County, CA"	"06097"	94	196033	48.0	38.7	58.7	0.0%
	"Stanislaus County, CA"	"06099"	222	331506	67.0	58.2	75.8	0.0%
	"Sutter County, CA"	"06101"	20	45413	44.0	26.9	68.0	0.0%
	"Tulare County, CA"	"06107"	101	178315	56.6	45.6	67.7	0.0%
	"Ventura County, CA"	"06111"	174	371121	46.9	39.9	53.9	0.0%
	"Yolo County, CA"	"06113"	63	112878	55.8	42.9	71.4	0.0%
	"Yuba County, CA"	"06115"	36	58226	61.8	43.3	85.6	0.0%
	"Adams County, CO"	"08001"	190	297653	63.8	54.8	72.9	0.0%
	"Arapahoe County, CO"	"08005"	662	1084765	61.0	56.4	65.7	0.1%
	"Boulder County, CO"	"08013"	22	68924	31.9	20.0	48.3	0.0%
	"Denver County, CO"	"08031"	1332	1240039	107.4	101.6	113.2	0.2%
	"Douglas County, CO"	"08035"	14	75569	Unreliable	10.1	31.1	0.0%
	"El Paso County, CO"	"08041"	478	846583	56.5	51.4	61.5	0.1%
	"Fremont County, CO"	"08043"	11	39016	Unreliable	14.1	50.4	0.0%
	"Jefferson County, CO"	"08059"	73	138966	52.5	41.2	66.0	0.0%
	"Larimer County, CO"	"08069"	25	64871	38.5	24.9	56.9	0.0%
	"Mesa County, CO"	"08077"	13	25641	Unreliable	27.0	86.7	0.0%
	"Pueblo County, CO"	"08101"	61	73526	83.0	63.5	106.6	0.0%
	"Weld County, CO"	"08123"	17	57467	Unreliable	17.2	47.4	0.0%
	"Fairfield County, CT"	"09001"	964	1963483	49.1	46.0	52.2	0.2%
	"Hartford County, CT"	"09003"	1287	2337607	55.1	52.0	58.1	0.2%
	"Litchfield County, CT"	"09005"	23	59601	38.6	24.5	57.9	0.0%
	"Middlesex County, CT"	"09007"	77	156400	49.2	38.9	61.5	0.0%
	"New Haven County, CT"	"09009"	1304	2131664	61.2	57.9	64.5	0.2%
	"New London County, CT"	"09011"	169	354527	47.7	40.5	54.9	0.0%
	"Tolland County, CT"	"09013"	24	97800	24.5	15.7	36.5	0.0%
	"Windham County, CT"	"09015"	26	63608	40.9	26.7	59.9	0.0%
	"Kent County, DE"	"10001"	339	678521	50.0	44.6	55.3	0.1%
	"New Castle County, DE"	"10003"	1535	2292288	67.0	63.6	70.3	0.3%
	"Sussex County, DE"	"10005"	308	479265	64.3	57.1	71.4	0.1%
	"District of Columbia, DC"	"11001"	7450	5982894	124.5	121.7	127.3	1.4%
	"Alachua County, FL"	"12001"	550	897454	61.3	56.2	66.4	0.1%
	"Baker County, FL"	"12003"	38	64639	58.8	41.6	80.7	0.0%
	"Bay County, FL"	"12005"	215	342523	62.8	54.4	71.2	0.0%
	"Bradford County, FL"	"12007"	79	103469	76.4	60.4	95.2	0.0%
	"Brevard County, FL"	"12009"	725	984788	73.6	68.3	79.0	0.1%
	"Broward County, FL"	"12011"	3858	8391196	46.0	44.5	47.4	0.7%
	"Calhoun County, FL"	"12013"	19	37299	Unreliable	30.7	79.5	0.0%
	"Charlotte County, FL"	"12015"	105	166177	63.2	51.1	75.3	0.0%
	"Citrus County, FL"	"12017"	49	73637	66.5	49.2	88.0	0.0%
	"Clay County, FL"	"12019"	145	319134	45.4	38.0	52.8	0.0%
	"Collier County, FL"	"12021"	225	379098	59.4	51.6	67.1	0.0%
	"Columbia County, FL"	"12023"	167	210793	79.2	67.2	91.2	0.0%
	"DeSoto County, FL"	"12027"	48	81647	58.8	43.3	77.9	0.0%
	"Dixie County, FL"	"12029"	11	25490	Unreliable	21.5	77.2	0.0%
	"Duval County, FL"	"12031"	3761	4596623	81.8	79.2	84.4	0.7%
	"Escambia County, FL"	"12033"	879	1252494	70.2	65.5	74.8	0.2%
	"Flagler County, FL"	"12035"	92	167054	55.1	44.4	67.5	0.0%
	"Franklin County, FL"	"12037"	19	27751	Unreliable	41.2	106.9	0.0%
	"Gadsden County, FL"	"12039"	407	467234	87.1	78.6	95.6	0.1%
	"Gilchrist County, FL"	"12041"	11	17025	Unreliable	32.3	115.6	0.0%
	"Gulf County, FL"	"12045"	19	54359	Unreliable	21.0	54.6	0.0%
	"Hamilton County, FL"	"12047"	69	92755	74.4	57.9	94.1	0.0%
	"Hardee County, FL"	"12049"	27	40598	66.5	43.8	96.8	0.0%
	"Hendry County, FL"	"12051"	89	97036	91.7	73.7	112.9	0.0%
	"Hernando County, FL"	"12053"	91	154575	58.9	47.4	72.3	0.0%
	"Highlands County, FL"	"12055"	139	175729	79.1	65.9	92.2	0.0%
	"Hillsborough County, FL"	"12057"	2347	3677083	63.8	61.2	66.4	0.4%
	"Indian River County, FL"	"12061"	145	218229	66.4	55.6	77.3	0.0%
	"Jackson County, FL"	"12063"	220	236155	93.2	80.8	105.5	0.0%
	"Jefferson County, FL"	"12065"	81	93575	86.6	68.7	107.6	0.0%
	"Lake County, FL"	"12069"	331	501621	66.0	58.9	73.1	0.1%
	"Lee County, FL"	"12071"	657	895820	73.3	67.7	78.9	0.1%
	"Leon County, FL"	"12073"	678	1484941	45.7	42.2	49.1	0.1%
	"Levy County, FL"	"12075"	81	71622	113.1	89.8	140.6	0.0%
	"Liberty County, FL"	"12077"	26	27141	95.8	62.6	140.4	0.0%
	"Madison County, FL"	"12079"	107	136014	78.7	63.8	93.6	0.0%
	"Manatee County, FL"	"12081"	455	525393	86.6	78.6	94.6	0.1%
	"Marion County, FL"	"12083"	540	716578	75.4	69.0	81.7	0.1%
	"Martin County, FL"	"12085"	75	147867	50.7	39.9	63.6	0.0%
	"Miami-Dade County, FL"	"12086"	6413	8943533	71.7	70.0	73.5	1.2%
	"Monroe County, FL"	"12087"	53	84288	62.9	47.1	82.2	0.0%
	"Nassau County, FL"	"12089"	71	88187	80.5	62.9	101.6	0.0%
	"Okaloosa County, FL"	"12091"	188	343366	54.8	46.9	62.6	0.0%
	"Okeechobee County, FL"	"12093"	31	60549	51.2	34.8	72.7	0.0%
	"Orange County, FL"	"12095"	2436	4307965	56.5	54.3	58.8	0.5%
	"Osceola County, FL"	"12097"	231	557748	41.4	36.1	46.8	0.0%
	"Palm Beach County, FL"	"12099"	2539	4056830	62.6	60.2	65.0	0.5%
	"Pasco County, FL"	"12101"	193	353564	54.6	46.9	62.3	0.0%
	"Pinellas County, FL"	"12103"	1246	1756484	70.9	67.0	74.9	0.2%
	"Polk County, FL"	"12105"	1043	1583292	65.9	61.9	69.9	0.2%
	"Putnam County, FL"	"12107"	194	225113	86.2	74.1	98.3	0.0%
	"St. Johns County, FL"	"12109"	103	193044	53.4	43.1	63.7	0.0%
	"St. Lucie County, FL"	"12111"	577	872433	66.1	60.7	71.5	0.1%
	"Santa Rosa County, FL"	"12113"	69	154068	44.8	34.8	56.7	0.0%
	"Sarasota County, FL"	"12115"	255	327295	77.9	68.3	87.5	0.0%
	"Seminole County, FL"	"12117"	443	864860	51.2	46.5	56.0	0.1%
	"Sumter County, FL"	"12119"	84	160835	52.2	41.7	64.7	0.0%
	"Suwannee County, FL"	"12121"	75	90237	83.1	65.4	104.2	0.0%
	"Taylor County, FL"	"12123"	57	78407	72.7	55.1	94.2	0.0%
	"Union County, FL"	"12125"	34	61977	54.9	38.0	76.7	0.0%
	"Volusia County, FL"	"12127"	564	945872	59.6	54.7	64.5	0.1%
	"Wakulla County, FL"	"12129"	42	70347	59.7	43.0	80.7	0.0%
	"Walton County, FL"	"12131"	35	61287	57.1	39.8	79.4	0.0%
	"Washington County, FL"	"12133"	50	63828	78.3	58.1	103.3	0.0%
	"Appling County, GA"	"13001"	63	63881	98.6	75.8	126.2	0.0%
	"Atkinson County, GA"	"13003"	26	28171	92.3	60.3	135.2	0.0%
	"Bacon County, GA"	"13005"	29	31926	90.8	60.8	130.5	0.0%
	"Baker County, GA"	"13007"	21	32243	65.1	40.3	99.6	0.0%
	"Baldwin County, GA"	"13009"	212	353010	60.1	52.0	68.1	0.0%
	"Barrow County, GA"	"13013"	79	129933	60.8	48.1	75.8	0.0%
	"Bartow County, GA"	"13015"	88	174167	50.5	40.5	62.2	0.0%
	"Ben Hill County, GA"	"13017"	76	109223	69.6	54.8	87.1	0.0%
	"Berrien County, GA"	"13019"	28	37487	74.7	49.6	108.0	0.0%
	"Bibb County, GA"	"13021"	1041	1433719	72.6	68.2	77.0	0.2%
	"Bleckley County, GA"	"13023"	52	59990	86.7	64.7	113.7	0.0%
	"Brooks County, GA"	"13027"	90	106444	84.6	68.0	103.9	0.0%
	"Bryan County, GA"	"13029"	56	79457	70.5	53.2	91.5	0.0%
	"Bulloch County, GA"	"13031"	173	343555	50.4	42.9	57.9	0.0%
	"Burke County, GA"	"13033"	207	205949	100.5	86.8	114.2	0.0%
	"Butts County, GA"	"13035"	84	114941	73.1	58.3	90.5	0.0%
	"Calhoun County, GA"	"13037"	45	71802	62.7	45.7	83.9	0.0%
	"Camden County, GA"	"13039"	108	179591	60.1	48.8	71.5	0.0%
	"Candler County, GA"	"13043"	48	48257	99.5	73.3	131.9	0.0%
	"Carroll County, GA"	"13045"	236	345955	68.2	59.5	76.9	0.0%
	"Charlton County, GA"	"13049"	35	67046	52.2	36.4	72.6	0.0%
	"Chatham County, GA"	"13051"	1503	1907711	78.8	74.8	82.8	0.3%
	"Chattahoochee County, GA"	"13053"	20	61062	32.8	20.0	50.6	0.0%
	"Chattooga County, GA"	"13055"	37	51761	71.5	50.3	98.5	0.0%
	"Cherokee County, GA"	"13057"	56	200158	28.0	21.1	36.3	0.0%
	"Clarke County, GA"	"13059"	343	562634	61.0	54.5	67.4	0.1%
	"Clay County, GA"	"13061"	34	35174	96.7	66.9	135.1	0.0%
	"Clayton County, GA"	"13063"	1312	3002506	43.7	41.3	46.1	0.2%
	"Clinch County, GA"	"13065"	36	36236	99.3	69.6	137.5	0.0%
	"Cobb County, GA"	"13067"	1250	2986193	41.9	39.5	44.2	0.2%
	"Coffee County, GA"	"13069"	143	203440	70.3	58.8	81.8	0.0%
	"Colquitt County, GA"	"13071"	178	188007	94.7	80.8	108.6	0.0%
	"Columbia County, GA"	"13073"	131	322360	40.6	33.7	47.6	0.0%
	"Cook County, GA"	"13075"	51	85418	59.7	44.5	78.5	0.0%
	"Coweta County, GA"	"13077"	231	380234	60.8	52.9	68.6	0.0%
	"Crawford County, GA"	"13079"	33	53209	62.0	42.7	87.1	0.0%
	"Crisp County, GA"	"13081"	145	180670	80.3	67.2	93.3	0.0%
	"Decatur County, GA"	"13087"	166	206335	80.5	68.2	92.7	0.0%
	"DeKalb County, GA"	"13089"	4035	6940357	58.1	56.3	59.9	0.8%
	"Dodge County, GA"	"13091"	61	112739	54.1	41.4	69.5	0.0%
	"Dooly County, GA"	"13093"	71	122167	58.1	45.4	73.3	0.0%
	"Dougherty County, GA"	"13095"	554	1111200	49.9	45.7	54.0	0.1%
	"Douglas County, GA"	"13097"	346	779992	44.4	39.7	49.0	0.1%
	"Early County, GA"	"13099"	95	101591	93.5	75.7	114.3	0.0%
	"Effingham County, GA"	"13103"	78	121295	64.3	50.8	80.3	0.0%
	"Elbert County, GA"	"13105"	84	110671	75.9	60.5	94.0	0.0%
	"Emanuel County, GA"	"13107"	116	135745	85.5	69.9	101.0	0.0%
	"Evans County, GA"	"13109"	48	62499	76.8	56.6	101.8	0.0%
	"Fayette County, GA"	"13113"	124	345130	35.9	29.6	42.3	0.0%
	"Floyd County, GA"	"13115"	195	248536	78.5	67.4	89.5	0.0%
	"Forsyth County, GA"	"13117"	19	81292	Unreliable	14.1	36.5	0.0%
	"Franklin County, GA"	"13119"	29	36306	79.9	53.5	114.7	0.0%
	"Fulton County, GA"	"13121"	6345	7244552	87.6	85.4	89.7	1.2%
	"Glynn County, GA"	"13127"	268	368613	72.7	64.0	81.4	0.1%
	"Gordon County, GA"	"13129"	33	40157	82.2	56.6	115.4	0.0%
	"Grady County, GA"	"13131"	88	133506	65.9	52.9	81.2	0.0%
	"Greene County, GA"	"13133"	90	112595	79.9	64.3	98.3	0.0%
	"Gwinnett County, GA"	"13135"	1064	3085986	34.5	32.4	36.6	0.2%
	"Habersham County, GA"	"13137"	13	30993	Unreliable	22.3	71.7	0.0%
	"Hall County, GA"	"13139"	154	244114	63.1	53.1	73.0	0.0%
	"Hancock County, GA"	"13141"	117	128087	91.3	74.8	107.9	0.0%
	"Haralson County, GA"	"13143"	26	27369	95.0	62.1	139.2	0.0%
	"Harris County, GA"	"13145"	75	97510	76.9	60.5	96.4	0.0%
	"Hart County, GA"	"13147"	63	85385	73.8	56.7	94.4	0.0%
	"Heard County, GA"	"13149"	20	22415	89.2	54.5	137.8	0.0%
	"Henry County, GA"	"13151"	426	1076118	39.6	35.8	43.3	0.1%
	"Houston County, GA"	"13153"	303	684366	44.3	39.3	49.3	0.1%
	"Irwin County, GA"	"13155"	50	46049	108.6	80.6	143.1	0.0%
	"Jackson County, GA"	"13157"	67	75458	88.8	68.8	112.8	0.0%
	"Jasper County, GA"	"13159"	26	55789	46.6	30.4	68.3	0.0%
	"Jeff Davis County, GA"	"13161"	33	39392	83.8	57.7	117.6	0.0%
	"Jefferson County, GA"	"13163"	166	167406	99.2	84.1	114.2	0.0%
	"Jenkins County, GA"	"13165"	57	65142	87.5	66.3	113.4	0.0%
	"Johnson County, GA"	"13167"	35	62322	56.2	39.1	78.1	0.0%
	"Jones County, GA"	"13169"	81	120040	67.5	53.6	83.9	0.0%
	"Lamar County, GA"	"13171"	45	98184	45.8	33.4	61.3	0.0%
	"Lanier County, GA"	"13173"	17	40148	Unreliable	24.7	67.8	0.0%
	"Laurens County, GA"	"13175"	247	304783	81.0	70.9	91.1	0.0%
	"Lee County, GA"	"13177"	46	91146	50.5	36.9	67.3	0.0%
	"Liberty County, GA"	"13179"	273	509973	53.5	47.2	59.9	0.1%
	"Lincoln County, GA"	"13181"	42	47764	87.9	63.4	118.9	0.0%
	"Long County, GA"	"13183"	28	64553	43.4	28.8	62.7	0.0%
	"Lowndes County, GA"	"13185"	349	674723	51.7	46.3	57.2	0.1%
	"McDuffie County, GA"	"13189"	146	154452	94.5	79.2	109.9	0.0%
	"McIntosh County, GA"	"13191"	55	85450	64.4	48.5	83.8	0.0%
	"Macon County, GA"	"13193"	115	154767	74.3	60.7	87.9	0.0%
	"Madison County, GA"	"13195"	34	43803	77.6	53.8	108.5	0.0%
	"Marion County, GA"	"13197"	48	49564	96.8	71.4	128.4	0.0%
	"Meriwether County, GA"	"13199"	134	162583	82.4	68.5	96.4	0.0%
	"Miller County, GA"	"13201"	29	31774	91.3	61.1	131.1	0.0%
	"Mitchell County, GA"	"13205"	131	204093	64.2	53.2	75.2	0.0%
	"Monroe County, GA"	"13207"	90	114327	78.7	63.3	96.8	0.0%
	"Montgomery County, GA"	"13209"	31	43850	70.7	48.0	100.3	0.0%
	"Morgan County, GA"	"13211"	68	78785	86.3	67.0	109.4	0.0%
	"Muscogee County, GA"	"13215"	1054	1598211	65.9	62.0	69.9	0.2%
	"Newton County, GA"	"13217"	330	600644	54.9	49.0	60.9	0.1%
	"Oconee County, GA"	"13219"	18	31379	Unreliable	34.0	90.7	0.0%
	"Oglethorpe County, GA"	"13221"	39	47827	81.5	58.0	111.5	0.0%
	"Paulding County, GA"	"13223"	103	348212	29.6	23.9	35.3	0.0%
